"","CLX.Open","CLX.High","CLX.Low","CLX.Close","CLX.Volume","CLX.Adjusted"
"2022-01-12",178.699997,182.460007,178.080002,182.009995,1707100,178.006653
"2022-01-13",182.199997,183.410004,181.619995,182.970001,1251900,178.945526
"2022-01-14",183.300003,186.860001,182.610001,186.600006,1762900,182.495697
"2022-01-18",185.720001,185.720001,180.710007,181.009995,1142100,177.028641
"2022-01-19",181.460007,182.889999,179.270004,181.130005,1505800,177.146011
"2022-01-20",181,181.350006,175.759995,175.979996,1671400,172.109268
"2022-01-21",177.059998,180.419998,175.970001,178.600006,1223800,174.671661
"2022-01-24",179.5,182.339996,174.75,176.949997,2304600,173.057953
"2022-01-25",175.550003,175.929993,171.720001,174.529999,1394800,171.817535
"2022-01-26",166.559998,170,164.130005,164.720001,2690700,162.159988
"2022-01-27",164.75,166.960007,162.919998,165.470001,1751200,162.898331
"2022-01-28",165,167,164.729996,166.940002,1105100,164.34549
"2022-01-31",166.259995,168.300003,164.800003,167.860001,1464700,165.25119
"2022-02-01",168.570007,169.160004,165.539993,168.740005,1533000,166.117523
"2022-02-02",165.149994,167.410004,165.110001,166.990005,1314700,164.394714
"2022-02-03",167.410004,167.699997,164.970001,165.339996,1296800,162.770355
"2022-02-04",144.919998,147.990005,140.059998,141.410004,8739300,139.212265
"2022-02-07",140.259995,146.630005,138.610001,146.210007,3726000,143.937668
"2022-02-08",145.169998,146.169998,143.160004,143.220001,1976900,140.994141
"2022-02-09",143.949997,144.679993,140.509995,142.830002,2177300,140.610199
"2022-02-10",142.240005,143.580002,141.100006,141.380005,1354000,139.182739
"2022-02-11",141.820007,145.039993,141.160004,144.039993,1688100,141.801392
"2022-02-14",144.179993,144.699997,140.300003,142.949997,1499800,140.728317
"2022-02-15",143.080002,144.589996,141.919998,142.639999,914600,140.423141
"2022-02-16",142.630005,143.399994,139.929993,141.279999,1011600,139.084274
"2022-02-17",141.089996,146.259995,140.720001,146.009995,2398900,143.740768
"2022-02-18",145.860001,150.630005,145.550003,150.550003,2314200,148.21022
"2022-02-22",150.449997,151.289993,147.759995,148.5,1801600,146.192078
"2022-02-23",148.869995,148.869995,147.149994,147.539993,1087800,145.246979
"2022-02-24",146.25,146.729996,140.820007,143.240005,1716000,141.013824
"2022-02-25",143.960007,147.660004,143.179993,147.580002,1230400,145.286377
"2022-02-28",146.369995,147.139999,144.289993,145.789993,1064800,143.524185
"2022-03-01",145.279999,146.699997,143.820007,144.880005,833800,142.628342
"2022-03-02",143.990005,145.410004,142.160004,144.820007,940100,142.569275
"2022-03-03",145.080002,146.399994,143.539993,145.449997,1050100,143.189468
"2022-03-04",143.720001,145.839996,143.720001,144.740005,1027800,142.490509
"2022-03-07",144.399994,147.5,141.949997,145.490005,1868100,143.228867
"2022-03-08",144.720001,145.449997,138.399994,138.440002,1644700,136.288422
"2022-03-09",138.440002,139.449997,137.050003,137.270004,1286600,135.136612
"2022-03-10",136.779999,136.850006,131.279999,133.449997,2026400,131.375977
"2022-03-11",133.399994,134.179993,130.059998,130.160004,1596200,128.137115
"2022-03-14",130.570007,131.089996,127.019997,127.620003,1777700,125.636589
"2022-03-15",127.43,131.110001,127.290001,130.630005,1532900,128.599808
"2022-03-16",130.600006,131.559998,128.580002,131.559998,1303000,129.51535
"2022-03-17",132.149994,134.759995,131.429993,132.830002,1046200,130.76561
"2022-03-18",133.419998,134.410004,132.309998,133.830002,1892100,131.750076
"2022-03-21",134.020004,135.160004,132.770004,133.880005,966400,131.799301
"2022-03-22",134.529999,136.649994,133.259995,136.139999,1115100,134.02417
"2022-03-23",137.059998,138.479996,135.740005,135.789993,1132800,133.679596
"2022-03-24",136.009995,136.009995,133.160004,134.100006,1062200,132.015884
"2022-03-25",134,136.509995,133.509995,136.460007,1077900,134.339203
"2022-03-28",136.5,138.669998,136.5,138.630005,931000,136.475479
"2022-03-29",140.419998,141.589996,138.820007,139.690002,1316300,137.518997
"2022-03-30",138.130005,140.149994,137.789993,139.5,919500,137.331955
"2022-03-31",139.929993,140.470001,138.050003,139.029999,1141200,136.869263
"2022-04-01",139.429993,142.949997,137.559998,142.830002,1388400,140.610199
"2022-04-04",141.929993,145.539993,140.550003,145,1510100,142.74646
"2022-04-05",144.550003,146.610001,143.889999,144.199997,1379500,141.958893
"2022-04-06",143.509995,144.169998,142.229996,143.919998,1550700,141.683258
"2022-04-07",144.309998,146.639999,142.850006,146.160004,1524100,143.888443
"2022-04-08",147.059998,147.910004,145.169998,146.5,1538200,144.223145
"2022-04-11",146,149.389999,145.940002,147.75,1342300,145.45372
"2022-04-12",146.850006,147.970001,146.050003,146.449997,861000,144.173935
"2022-04-13",146.669998,147.779999,144.649994,145.389999,961500,143.130402
"2022-04-14",146.179993,147.059998,144.5,145.570007,820900,143.307617
"2022-04-18",145.970001,146.050003,143.070007,143.520004,1012000,141.289474
"2022-04-19",142.910004,145.880005,141.869995,145.309998,950300,143.051651
"2022-04-20",145.699997,147.100006,144.919998,146.199997,1212000,143.927811
"2022-04-21",146.600006,148.789993,146.419998,148.149994,1071800,145.847504
"2022-04-22",149.679993,152.929993,149.679993,150.649994,2146700,148.308655
"2022-04-25",151.080002,152.880005,148.339996,152.289993,1235800,149.923157
"2022-04-26",150.669998,150.919998,146.220001,146.270004,1013500,145.10199
"2022-04-27",146.270004,148.710007,145.610001,147.710007,1005800,146.530487
"2022-04-28",147.5,149.429993,145.850006,148.339996,1143700,147.155457
"2022-04-29",147.009995,147.210007,143.130005,143.470001,2505400,142.324341
"2022-05-02",143.449997,145.490005,141.410004,143.279999,1909300,142.135864
"2022-05-03",141.860001,151.679993,141.570007,147.559998,2859200,146.381683
"2022-05-04",146.699997,151.550003,146.539993,149.630005,1770400,148.43515
"2022-05-05",148.550003,150.25,146.589996,148.270004,1331400,147.086014
"2022-05-06",148.729996,154.410004,148.550003,153.940002,1912500,152.710739
"2022-05-09",153.669998,160.589996,153.559998,157.429993,2951700,156.172852
"2022-05-10",157.009995,158.679993,155.169998,156.229996,1880900,154.982437
"2022-05-11",156.360001,158.179993,154.570007,154.860001,1055000,153.623383
"2022-05-12",155.619995,157.740005,154.570007,157.029999,1093900,155.776062
"2022-05-13",157.039993,158.970001,155.479996,158.279999,1199400,157.016083
"2022-05-16",157.740005,158.369995,155.240005,157.089996,1267600,155.835571
"2022-05-17",156.910004,157.600006,154.330002,156.75,939700,155.498291
"2022-05-18",155.449997,155.610001,145.389999,145.830002,1742700,144.665497
"2022-05-19",143.820007,143.820007,137.470001,138.149994,2385900,137.046814
"2022-05-20",137.820007,138.960007,132.960007,138.300003,1659500,137.195633
"2022-05-23",139.050003,140.539993,136.529999,139.589996,962600,138.475327
"2022-05-24",139.419998,141.899994,138.910004,141.600006,1235800,140.469284
"2022-05-25",140.899994,142.75,139.839996,142.089996,1049900,140.955353
"2022-05-26",143.179993,147.75,143,146.399994,1142100,145.230942
"2022-05-27",147.199997,148.729996,146.300003,148.710007,801000,147.522507
"2022-05-31",148.029999,148.179993,144.880005,145.360001,1558500,144.199249
"2022-06-01",145.190002,145.190002,139.139999,140.699997,1227000,139.576462
"2022-06-02",140.559998,141.399994,136.600006,141.320007,934200,140.191513
"2022-06-03",140.470001,141.149994,137.919998,138.880005,1317400,137.770996
"2022-06-06",138.550003,138.910004,136.990005,137.039993,923500,135.945679
"2022-06-07",135.050003,135.539993,133.029999,134.279999,1441900,133.207733
"2022-06-08",134.050003,135.600006,133.130005,134.330002,941600,133.257324
"2022-06-09",134.660004,135.919998,131.949997,132.089996,986100,131.035217
"2022-06-10",131.309998,132.130005,129.240005,131.100006,1715100,130.053131
"2022-06-13",129.970001,130.839996,128.360001,128.880005,1330800,127.850853
"2022-06-14",128.660004,128.880005,123.489998,124.639999,1284800,123.644707
"2022-06-15",124.220001,125.410004,120.779999,123.129997,1872900,122.146759
"2022-06-16",122.220001,123.32,120.5,122.57,1689200,121.591232
"2022-06-17",123.190002,124.099998,120.610001,122.720001,2227800,121.740036
"2022-06-21",124.18,126.949997,122.650002,125.620003,1294700,124.616882
"2022-06-22",125.349998,133.089996,125.349998,132.139999,2773500,131.084808
"2022-06-23",132.899994,140.300003,132.899994,140.110001,2645400,138.991165
"2022-06-24",140.789993,142.899994,138.899994,140.75,2494200,139.626068
"2022-06-27",139.850006,142.300003,137.5,138.270004,1140100,137.165863
"2022-06-28",138.050003,138.779999,136.570007,136.940002,983600,135.846481
"2022-06-29",137.720001,139.820007,137.070007,139.539993,859100,138.42572
