"","CDW.Open","CDW.High","CDW.Low","CDW.Close","CDW.Volume","CDW.Adjusted"
"2022-01-13",198.240005,198.919998,193.690002,194.050003,525600,192.876328
"2022-01-14",192.080002,193.320007,188.160004,191.639999,687500,190.480896
"2022-01-18",188.490005,191.160004,188.080002,189.940002,768500,188.791168
"2022-01-19",190.369995,192.580002,189.050003,189.399994,1075200,188.25444
"2022-01-20",190.720001,194.479996,188.449997,188.979996,831500,187.836975
"2022-01-21",188.639999,189.600006,184.330002,184.660004,696700,183.543106
"2022-01-24",182.369995,185.679993,177.399994,185.149994,1193100,184.030136
"2022-01-25",181.330002,183.339996,178.240005,180.850006,1017700,179.756149
"2022-01-26",182.380005,188.220001,179.889999,182.490005,1170500,181.386246
"2022-01-27",184.75,188.039993,180.309998,181.729996,775700,180.630829
"2022-01-28",181.570007,184.860001,178.589996,184.529999,806900,183.413879
"2022-01-31",184.160004,189.149994,183.800003,189.050003,986200,187.906555
"2022-02-01",188.690002,189.979996,185.970001,189.399994,704600,188.25444
"2022-02-02",189.970001,195.309998,189.970001,194.600006,925400,193.422989
"2022-02-03",192.809998,195.779999,192.220001,192.970001,1473100,191.802841
"2022-02-04",192.580002,194.369995,189.830002,192.300003,691300,191.136902
"2022-02-07",192.580002,193.580002,189.350006,191.309998,638200,190.152878
"2022-02-08",191.850006,195.289993,190.720001,194.759995,786700,193.582016
"2022-02-09",198.550003,199.770004,188.649994,189.960007,2115400,188.81105
"2022-02-10",186.539993,187.779999,182.550003,183.369995,1700600,182.260895
"2022-02-11",183.619995,184.080002,178.270004,178.75,1826000,177.668839
"2022-02-14",178.75,180.089996,175.279999,176.100006,1506000,175.034882
"2022-02-15",179.729996,184.449997,178.130005,183.619995,1010300,182.509399
"2022-02-16",182.100006,186.110001,180.889999,185.479996,1023100,184.358139
"2022-02-17",183.75,184.270004,181.539993,182.279999,816600,181.17749
"2022-02-18",182.169998,183.910004,180.860001,181.759995,690300,180.660645
"2022-02-22",180.440002,183.690002,177.509995,177.990005,920700,176.913452
"2022-02-23",178.720001,179.979996,168.899994,169.100006,1231200,168.077225
"2022-02-24",164.029999,171.470001,163.289993,171.300003,1208900,170.768845
"2022-02-25",171.940002,177.699997,170.350006,177.529999,986400,176.979523
"2022-02-28",174.539993,174.929993,169.850006,172.460007,1229800,171.925247
"2022-03-01",171.190002,172.679993,168.169998,169.410004,915700,168.884705
"2022-03-02",170.380005,175.490005,170.369995,174.020004,635600,173.480408
"2022-03-03",174.830002,175.880005,172.070007,174.350006,538900,173.809387
"2022-03-04",172.25,173.149994,168.309998,171.570007,634100,171.03801
"2022-03-07",170.619995,170.869995,165.399994,165.440002,662400,164.927017
"2022-03-08",166.339996,169.039993,162.910004,164.779999,794300,164.269058
"2022-03-09",169.160004,171.899994,166.940002,171,720200,170.469772
"2022-03-10",168.199997,170.550003,167.029999,170.119995,438600,169.592499
"2022-03-11",171.630005,172.820007,169.820007,170,751400,169.47287
"2022-03-14",170.880005,171.910004,165.199997,166.600006,800200,166.08342
"2022-03-15",167.520004,172.600006,166.75,172.279999,751400,171.745804
"2022-03-16",173.630005,176.800003,169.899994,173.399994,696100,172.86232
"2022-03-17",172.589996,176.669998,172.330002,176.410004,546500,175.863007
"2022-03-18",175.770004,179.929993,175.190002,179.389999,965800,178.833755
"2022-03-21",178.960007,179.990005,177.300003,178.789993,450200,178.235611
"2022-03-22",179.729996,180.289993,177.520004,178.149994,633800,177.597595
"2022-03-23",177.710007,178.330002,174.520004,174.529999,378000,173.988831
"2022-03-24",175,176.470001,174.199997,175.839996,621200,175.294754
"2022-03-25",176.889999,177.149994,174.080002,176.149994,674600,175.60379
"2022-03-28",175.470001,177.850006,174.820007,177.309998,1151000,176.760208
"2022-03-29",179.619995,182.850006,179.059998,180.960007,1517600,180.398895
"2022-03-30",180.639999,180.639999,177.610001,178.820007,874100,178.265533
"2022-03-31",179.649994,181.139999,178.410004,178.889999,1371700,178.335312
"2022-04-01",179.899994,180.160004,175,177.800003,858900,177.248688
"2022-04-04",177.759995,179.720001,176.789993,178.830002,650700,178.275497
"2022-04-05",178.149994,179.449997,176.130005,176.809998,589000,176.261749
"2022-04-06",175.169998,177.360001,174.029999,176.380005,868200,175.833099
"2022-04-07",175.800003,178.279999,174.929993,177.320007,736200,176.770187
"2022-04-08",177.419998,177.509995,174.910004,175.550003,646500,175.005661
"2022-04-11",174.940002,175.690002,171.860001,172.210007,576900,171.676025
"2022-04-12",173.25,175.800003,170.649994,171.649994,734300,171.117752
"2022-04-13",171.339996,172.240005,170.029999,170.970001,789000,170.439865
"2022-04-14",174.119995,176.75,172.630005,172.970001,1028600,172.43367
"2022-04-18",172.720001,174.75,170.869995,171.679993,828100,171.147659
"2022-04-19",172.149994,175.199997,172.149994,173.940002,2277100,173.40065
"2022-04-20",176.050003,181,175.600006,179,962600,178.444962
"2022-04-21",179.960007,181.020004,175.800003,176.410004,514800,175.863007
"2022-04-22",175.399994,175.399994,169.270004,169.539993,806600,169.014297
"2022-04-25",169.130005,170.880005,165.369995,170.649994,810500,170.12085
"2022-04-26",169.520004,169.960007,163.020004,163.169998,1100000,162.664047
"2022-04-27",163.039993,165.520004,161.660004,162.529999,1273900,162.026031
"2022-04-28",164.080002,168.990005,163.5,168.639999,1220600,168.117096
"2022-04-29",167.679993,169.389999,162.649994,163.179993,862400,162.674011
"2022-05-02",163.020004,164.520004,159.910004,164.130005,1215700,163.621078
"2022-05-03",164.809998,168.630005,163.869995,167.679993,1316500,167.160065
"2022-05-04",169,177.570007,169,177.110001,1625100,176.560822
"2022-05-05",175.149994,176.630005,168.630005,171.210007,1190500,170.679123
"2022-05-06",170.25,171.970001,166.970001,170.619995,792400,170.090942
"2022-05-09",167.779999,169.600006,164.070007,164.800003,742600,164.289001
"2022-05-10",168.259995,169.710007,164.279999,166.550003,773400,166.033569
"2022-05-11",167,170.440002,164.039993,164.449997,847000,163.940079
"2022-05-12",163.25,167.910004,163.25,166.789993,862300,166.272812
"2022-05-13",167.889999,170.729996,167.440002,169.339996,746200,168.814911
"2022-05-16",168.369995,170.669998,166.570007,169.169998,724600,168.645447
"2022-05-17",171.800003,173.309998,170.619995,172.649994,473900,172.114655
"2022-05-18",171.25,172.169998,162.809998,163.729996,685800,163.222305
"2022-05-19",162.520004,164.210007,158.910004,161.949997,949400,161.44783
"2022-05-20",163.210007,163.419998,155.389999,160.199997,749700,159.703262
"2022-05-23",161.850006,163.149994,158.979996,161.25,847400,160.75
"2022-05-24",159.839996,160.429993,156.119995,158.809998,953400,158.809998
"2022-05-25",157.729996,162.380005,157.220001,161.259995,1361900,161.259995
"2022-05-26",163.070007,167.220001,161.960007,166.520004,777300,166.520004
"2022-05-27",168.339996,171.100006,168.279999,171.100006,506800,171.100006
"2022-05-31",170.220001,171.789993,168.009995,169.860001,2237300,169.860001
"2022-06-01",170.429993,172.119995,168.669998,171.210007,793800,171.210007
"2022-06-02",171.770004,176.300003,170.529999,176.130005,572400,176.130005
"2022-06-03",174.160004,176.039993,173.589996,175.589996,536500,175.589996
"2022-06-06",176.940002,178.880005,175.589996,175.729996,848400,175.729996
"2022-06-07",174.339996,178.520004,173.910004,178.100006,558900,178.100006
"2022-06-08",177.229996,177.229996,173.020004,174.339996,478700,174.339996
"2022-06-09",174.029999,176.600006,172.869995,173.589996,718900,173.589996
"2022-06-10",170.699997,171.589996,167.320007,167.339996,697700,167.339996
"2022-06-13",163.5,165.850006,160.380005,160.880005,1041900,160.880005
"2022-06-14",161.160004,162.850006,160.369995,162.5,760400,162.5
"2022-06-15",163.380005,166.690002,161.539993,163.850006,582600,163.850006
"2022-06-16",160.080002,160.259995,154.720001,155.940002,763000,155.940002
"2022-06-17",157.360001,158.289993,154.130005,156.199997,1122200,156.199997
"2022-06-21",158.419998,160.169998,157.690002,159.830002,643500,159.830002
"2022-06-22",158.110001,160.839996,156.520004,159.630005,568600,159.630005
"2022-06-23",160.630005,161.070007,156.979996,158.119995,703100,158.119995
"2022-06-24",159.770004,164.369995,159.770004,164.339996,1191700,164.339996
"2022-06-27",165,166.360001,162.820007,165.779999,532600,165.779999
"2022-06-28",165.720001,166.839996,159.130005,159.369995,680700,159.369995
"2022-06-29",159.369995,159.369995,156.389999,158.080002,550800,158.080002
