"","PAYC.Open","PAYC.High","PAYC.Low","PAYC.Close","PAYC.Volume","PAYC.Adjusted"
"2022-01-31",318.100006,335.940002,318.100006,335.299988,486700,335.299988
"2022-02-01",336,339.690002,327.579987,338.049988,442200,338.049988
"2022-02-02",337.220001,337.834991,323,325.559998,344300,325.559998
"2022-02-03",317.040009,322.190002,314.01001,314.679993,411900,314.679993
"2022-02-04",318.209991,329.880005,310.01001,325.76001,422200,325.76001
"2022-02-07",326.350006,334.929993,323.445007,328.579987,697600,328.579987
"2022-02-08",326.359985,336.850006,325.130005,335.01001,817400,335.01001
"2022-02-09",366.209991,367.450012,350.019989,364.940002,1263600,364.940002
"2022-02-10",353.929993,371.334991,352.23999,364.390015,722200,364.390015
"2022-02-11",361.929993,368.910004,345.26001,349.559998,720500,349.559998
"2022-02-14",347.019989,352.079987,343.26001,345.720001,498600,345.720001
"2022-02-15",350.649994,354.899994,344.809998,348.190002,340200,348.190002
"2022-02-16",341.299988,345.269989,331.309998,344.480011,569000,344.480011
"2022-02-17",339.980011,341.449005,327.179993,327.720001,351100,327.720001
"2022-02-18",329.700012,329.700012,314.929993,318.570007,378100,318.570007
"2022-02-22",316.079987,326.5,314.420013,320.679993,387800,320.679993
"2022-02-23",323.75,326.600006,314.290009,314.890015,426300,314.890015
"2022-02-24",303.179993,328.420013,302.529999,324.5,967200,324.5
"2022-02-25",327.73999,336.410004,320,335.640015,623500,335.640015
"2022-02-28",335.399994,342.720001,333.929993,339.209991,512600,339.209991
"2022-03-01",340.670013,344.179993,332.279999,334.600006,409200,334.600006
"2022-03-02",339.309998,339.309998,328.850006,338.200012,274400,338.200012
"2022-03-03",341.570007,341.570007,321.950012,323.950012,258600,323.950012
"2022-03-04",325.450012,331.779999,310.220001,318.540009,416900,318.540009
"2022-03-07",321.220001,324.869995,301.089996,301.339996,458700,301.339996
"2022-03-08",298.230011,303.609985,283.910004,294.579987,614200,294.579987
"2022-03-09",303.25,315.600006,299.790009,311.209991,258400,311.209991
"2022-03-10",303.76001,310.470001,301.709991,309.670013,345300,309.670013
"2022-03-11",314.420013,314.420013,302.549988,303.220001,283400,303.220001
"2022-03-14",300.98999,310.660004,293.529999,297.660004,324000,297.660004
"2022-03-15",300,306.160004,297.660004,306.01001,373700,306.01001
"2022-03-16",309.230011,327.630005,309.220001,327.220001,487100,327.220001
"2022-03-17",324.410004,344.140015,320.950012,343.109985,622100,343.109985
"2022-03-18",341.459991,361.5,341.076996,359.019989,758800,359.019989
"2022-03-21",355.380005,360,346.029999,351.869995,465200,351.869995
"2022-03-22",351.459991,364.640015,347.820007,357.23999,413800,357.23999
"2022-03-23",354.440002,354.440002,343.220001,344.279999,359400,344.279999
"2022-03-24",345.470001,348.980011,338.519989,348.850006,207600,348.850006
"2022-03-25",349.850006,351.059998,333.375,341.26001,331500,341.26001
"2022-03-28",342.230011,349.410004,339.059998,348.070007,194800,348.070007
"2022-03-29",356.109985,363.484985,350.700012,359.709991,326400,359.709991
"2022-03-30",355.070007,356.459991,345.549988,347.26001,419200,347.26001
"2022-03-31",350.350006,355.394989,346.380005,346.380005,398200,346.380005
"2022-04-01",346.980011,352.720001,343.714996,350.980011,388600,350.980011
"2022-04-04",353.149994,363.799988,352.345001,358.640015,242400,358.640015
"2022-04-05",358.179993,359.190002,348.23999,354.149994,327500,354.149994
"2022-04-06",346.649994,348.160004,333.589996,335.049988,438300,335.049988
"2022-04-07",333.369995,341.86499,322.98999,328.070007,744500,328.070007
"2022-04-08",326.130005,328.380005,321.700012,323.690002,743200,323.690002
"2022-04-11",320.720001,323.190002,315.339996,316.730011,400100,316.730011
"2022-04-12",322.040009,331.390015,316.660004,317.450012,350800,317.450012
"2022-04-13",317.630005,327.605011,317.059998,325.079987,318900,325.079987
"2022-04-14",327.470001,327.472992,317.619995,319.359985,293000,319.359985
"2022-04-18",316.700012,317.273987,300.279999,308.450012,661100,308.450012
"2022-04-19",308.899994,319.940002,307.149994,318.970001,406000,318.970001
"2022-04-20",321.079987,321.859985,310.429993,311.899994,269100,311.899994
"2022-04-21",316.48999,319.970001,303.019989,303.890015,341600,303.890015
"2022-04-22",305.220001,307.059998,295.480011,295.970001,303700,295.970001
"2022-04-25",293.339996,306.220001,293.339996,303.459991,474200,303.459991
"2022-04-26",298.880005,300.269989,284.790009,284.799988,483500,284.799988
"2022-04-27",285.019989,294.809998,282.070007,282.309998,467100,282.309998
"2022-04-28",289.23999,297.679993,281.519989,295.339996,712300,295.339996
"2022-04-29",293.130005,298.015015,280.964996,281.470001,601500,281.470001
"2022-05-02",282.890015,292.970001,278.369995,292.720001,534700,292.720001
"2022-05-03",292.380005,297.01001,282.73999,288.459991,825800,288.459991
"2022-05-04",306.100006,329.934998,292.109985,328.200012,1346700,328.200012
"2022-05-05",322.480011,324.040985,296.709991,301.049988,626600,301.049988
"2022-05-06",295.269989,301.839996,278.609985,295.23999,604600,295.23999
"2022-05-09",287.290009,287.290009,273.390015,280.170013,601100,280.170013
"2022-05-10",287.089996,293.32901,272.179993,283.980011,700300,283.980011
"2022-05-11",279.970001,286.5,264.484985,266.140015,533800,266.140015
"2022-05-12",261.320007,280.410004,259.950012,274.98999,734700,274.98999
"2022-05-13",280,292.109985,280,288.559998,432000,288.559998
"2022-05-16",285,290.662994,279.149994,279.809998,384100,279.809998
"2022-05-17",288.429993,291.477997,274.700012,281.640015,343300,281.640015
"2022-05-18",277.459991,278.980011,265.029999,268.940002,301800,268.940002
"2022-05-19",268.559998,278.630005,265.540009,269.660004,428100,269.660004
"2022-05-20",274,277.410004,264.850006,276.790009,526200,276.790009
"2022-05-23",276.440002,279.40799,266.059998,274.380005,362800,274.380005
"2022-05-24",269.670013,271.809998,264.549988,266.690002,660200,266.690002
"2022-05-25",265.98999,278.420013,265.98999,274.859985,311700,274.859985
"2022-05-26",275.730011,281.839996,273.309998,281.690002,376500,281.690002
"2022-05-27",285.540009,294.390015,285.540009,294.279999,385100,294.279999
"2022-05-31",293.73999,295.269989,281.200012,284.339996,551800,284.339996
"2022-06-01",288.600006,294.48999,281.559998,282.179993,351000,282.179993
"2022-06-02",282.269989,303.350006,282.179993,303.100006,368500,303.100006
"2022-06-03",295.730011,302.359985,294.269989,298.519989,319300,298.519989
"2022-06-06",302.540009,304.600006,295.850006,302.01001,404000,302.01001
"2022-06-07",299.459991,309.742004,297.339996,307.309998,252600,307.309998
"2022-06-08",308.649994,313.399994,304.950012,312,402800,312
"2022-06-09",309.929993,314.26001,302,302.399994,390300,302.399994
"2022-06-10",297.859985,298.790009,286.105011,294.390015,363800,294.390015
"2022-06-13",281.359985,287.25,268.170013,268.5,381900,268.5
"2022-06-14",269.230011,274.049988,267.470001,270.450012,358500,270.450012
"2022-06-15",274.820007,279.190002,267.01001,273.820007,355600,273.820007
"2022-06-16",265.779999,267.809998,255.820007,259.970001,478200,259.970001
"2022-06-17",261.540009,269.170013,261.540009,264.829987,653100,264.829987
"2022-06-21",270,277.51001,269.359985,271.98999,345200,271.98999
"2022-06-22",269.179993,276.299988,269.179993,273.170013,204500,273.170013
"2022-06-23",276.51001,287.660004,272.842987,286.140015,306700,286.140015
"2022-06-24",290.190002,306.950012,290.190002,306.529999,509900,306.529999
"2022-06-27",306.399994,311.600006,299.309998,300.079987,314200,300.079987
"2022-06-28",298.679993,302.779999,286.519989,286.640015,272100,286.640015
"2022-06-29",286.410004,288.834015,280.230011,284.179993,285300,284.179993
