"","KLAC.Open","KLAC.High","KLAC.Low","KLAC.Close","KLAC.Volume","KLAC.Adjusted"
"2022-01-11",414.859985,425.869995,410.5,425.609985,1018500,423.051056
"2022-01-12",429.619995,436.98999,429.619995,433.859985,1213100,431.251465
"2022-01-13",446.25,457.119995,420.410004,421.480011,2290400,418.945923
"2022-01-14",419.170013,445.519989,418.790009,445,1422000,442.324493
"2022-01-18",437.149994,438.269989,412.01001,412.980011,1710200,410.497009
"2022-01-19",417.769989,421.859985,392.839996,393.190002,1511400,390.826019
"2022-01-20",400,407.619995,382.320007,383.279999,1578600,380.975586
"2022-01-21",379.019989,388.5,370.640015,373.029999,1934900,370.787201
"2022-01-24",367.690002,393.570007,362.899994,391.100006,3310800,388.748566
"2022-01-25",378.01001,382,369.649994,370.109985,1782800,367.884766
"2022-01-26",383.779999,398.040009,374.179993,380.600006,2381800,378.311707
"2022-01-27",375.799988,378.839996,358.959991,361.799988,3076600,359.624725
"2022-01-28",352.549988,366.940002,344.029999,366.649994,2111700,364.445557
"2022-01-31",366.320007,389.730011,366.160004,389.269989,2216500,386.929565
"2022-02-01",389.820007,391.5,375.26001,388.029999,1357700,385.697021
"2022-02-02",391.209991,396.75,385.269989,395.459991,1322300,393.082336
"2022-02-03",385.579987,389.23999,372.459991,373.679993,1868400,371.433319
"2022-02-04",373.089996,380.609985,368.109985,377.380005,1129200,375.111053
"2022-02-07",378.48999,381.570007,374.109985,375.600006,1084000,373.341766
"2022-02-08",375.170013,386.339996,372.920013,385.220001,1975200,382.9039
"2022-02-09",393.529999,401.220001,390,400.130005,1460800,397.724274
"2022-02-10",390.450012,405.779999,387.299988,389.709991,1326400,387.366913
"2022-02-11",391.140015,393.899994,365.079987,369.230011,1657800,368.001587
"2022-02-14",370.170013,377.940002,359.320007,365.160004,1264100,363.945099
"2022-02-15",373.480011,389.309998,372.609985,387.5,1565200,386.210785
"2022-02-16",381.950012,387.519989,377.5,385.649994,1600200,384.366943
"2022-02-17",379.290009,381.329987,365.059998,366.049988,1821800,364.832123
"2022-02-18",370,370,353.25,358.299988,1368900,357.10791
"2022-02-22",355.059998,365.320007,348.619995,355.73999,1667000,354.556427
"2022-02-23",359.329987,364.230011,342.200012,343.779999,1636800,342.63623
"2022-02-24",331.700012,358.279999,329.26001,357.890015,1676400,356.69931
"2022-02-25",356.700012,359.869995,350.850006,357.649994,1578300,356.460083
"2022-02-28",353.420013,356.470001,341.130005,348.5,1883000,347.340546
"2022-03-01",346.579987,349.350006,333.149994,336.790009,1427500,335.669495
"2022-03-02",342.309998,348,337.269989,346.070007,1289400,344.91864
"2022-03-03",349.029999,349.579987,338.320007,342.529999,1028500,341.390411
"2022-03-04",338.73999,341,326.950012,332.100006,1566500,330.995117
"2022-03-07",334.51001,337.48999,313.899994,314.140015,1641100,313.094879
"2022-03-08",316.25,332.859985,310.549988,321.820007,1805000,320.749298
"2022-03-09",331.109985,341.98999,330.970001,339.559998,1521300,338.430267
"2022-03-10",330.73999,334.420013,322.730011,328.790009,1555800,327.696106
"2022-03-11",336.100006,338.019989,322.779999,323.269989,958700,322.194458
"2022-03-14",324.230011,331.140015,318.01001,320,1558700,318.935364
"2022-03-15",323.679993,334.130005,323.380005,333.220001,1333500,332.111389
"2022-03-16",337.01001,351.299988,333.26001,350.920013,1549500,349.752502
"2022-03-17",346.429993,354.390015,345.019989,352.609985,1014400,351.436859
"2022-03-18",350.559998,366.420013,346.859985,365.049988,2996400,363.835449
"2022-03-21",360.350006,364.070007,350.809998,356.279999,1333200,355.094666
"2022-03-22",356.589996,364.649994,356.589996,361.029999,842500,359.828857
"2022-03-23",360.23999,360.23999,348.269989,348.730011,1163300,347.569794
"2022-03-24",353.98999,366.109985,350.160004,365.890015,1066900,364.672699
"2022-03-25",363.399994,368.880005,359.369995,366.440002,942200,365.220856
"2022-03-28",369.179993,375.649994,363.100006,375.350006,1088700,374.101227
"2022-03-29",381.049988,386.929993,377.450012,384.329987,1061900,383.051331
"2022-03-30",383.399994,383.450012,371.570007,373.820007,1123000,372.576294
"2022-03-31",374.850006,378.950012,365.600006,366.059998,1319900,364.842102
"2022-04-01",369.200012,370.049988,354.790009,360.269989,1183000,359.071381
"2022-04-04",361.75,368.329987,360.399994,367.049988,904200,365.828796
"2022-04-05",364.190002,365.480011,343.190002,345.519989,1690000,344.370453
"2022-04-06",338.929993,349.450012,333.48999,344.25,1780900,343.104675
"2022-04-07",343.329987,356.390015,342.950012,353.079987,1315000,351.905273
"2022-04-08",349.549988,350.179993,340.679993,341.209991,1551000,340.074768
"2022-04-11",336.910004,339.170013,331.190002,331.470001,1484000,330.367188
"2022-04-12",340,345.140015,328.200012,330.25,1164300,329.151245
"2022-04-13",331.600006,339.640015,329.559998,336.519989,1137800,335.400391
"2022-04-14",336,337.390015,320.920013,321.480011,1486300,320.410431
"2022-04-18",320,330.01001,319.399994,327.869995,984600,326.779175
"2022-04-19",329.450012,338.950012,324.559998,337.820007,1319700,336.696075
"2022-04-20",345.089996,351.880005,345,345.589996,1295200,344.440216
"2022-04-21",348.899994,354.970001,334.440002,335.98999,1340600,334.872162
"2022-04-22",334.690002,336.51001,323.559998,324.279999,1420200,323.201111
"2022-04-25",322.230011,331.679993,319.359985,331.209991,1259900,330.108063
"2022-04-26",325.339996,326.410004,314.399994,314.76001,1281100,313.712799
"2022-04-27",312.700012,324,312.01001,314.779999,1042600,313.732727
"2022-04-28",319.359985,337.160004,316.75,332.76001,1827900,331.652924
"2022-04-29",331.730011,342.269989,318.420013,319.26001,2424900,318.197815
"2022-05-02",321.670013,327.429993,312.170013,326.640015,1564400,325.553284
"2022-05-03",326.329987,335.040009,323.51001,334,1326100,332.888763
"2022-05-04",334.75,350.470001,326.429993,349.380005,1459000,348.217621
"2022-05-05",342.880005,346,329.320007,333.399994,1863100,332.290771
"2022-05-06",331.799988,338.269989,321,331.350006,967800,330.247589
"2022-05-09",322.320007,329.540009,316.329987,318.869995,1822900,317.809113
"2022-05-10",328.309998,330.579987,316.190002,323.220001,1450900,322.144653
"2022-05-11",318.279999,326.790009,311.079987,311.630005,1320000,310.593201
"2022-05-12",309,320,306.429993,315.600006,1498100,314.549988
"2022-05-13",320.339996,337.709991,318.019989,336.420013,1982200,336.420013
"2022-05-16",331.970001,337.73999,328.910004,330.540009,937200,330.540009
"2022-05-17",340.149994,353.130005,337.549988,351.51001,1657400,351.51001
"2022-05-18",345.089996,350.980011,331.450012,333.850006,1668600,333.850006
"2022-05-19",332.73999,346.429993,331.779999,338.519989,1450800,338.519989
"2022-05-20",342.679993,346.73999,318.029999,335.480011,1997000,335.480011
"2022-05-23",336.799988,345.470001,335.690002,341.179993,1085900,341.179993
"2022-05-24",337.019989,338.959991,326.579987,330.089996,1308300,330.089996
"2022-05-25",328.579987,339.859985,327.559998,337.980011,1166300,337.980011
"2022-05-26",333.230011,354.51001,333.100006,353.279999,1434800,353.279999
"2022-05-27",358.040009,372.339996,358.040009,371.269989,1456000,371.269989
"2022-05-31",366.299988,367.679993,357.769989,364.850006,1592600,364.850006
"2022-06-01",366.529999,369.040009,350.779999,356.98999,1110100,356.98999
"2022-06-02",355.959991,371.98999,354.140015,371.769989,1161400,371.769989
"2022-06-03",362.910004,366.390015,359.369995,362.440002,799900,362.440002
"2022-06-06",370.160004,371.579987,360.089996,362.470001,582300,362.470001
"2022-06-07",358.589996,368.709991,355.299988,367.220001,675900,367.220001
"2022-06-08",366.100006,367.160004,357.290009,361.480011,891800,361.480011
"2022-06-09",357.23999,363.829987,349.5,349.579987,908800,349.579987
"2022-06-10",343.709991,345.809998,333.290009,333.660004,1227000,333.660004
"2022-06-13",322.329987,325.25,312.670013,313.880005,1904100,313.880005
"2022-06-14",318.75,320.630005,311.640015,316.470001,1170300,316.470001
"2022-06-15",322.390015,329.480011,316.209991,323.790009,1214700,323.790009
"2022-06-16",319.100006,321.609985,306.529999,310.399994,2211400,310.399994
"2022-06-17",311.209991,316.399994,304.950012,311.929993,3072000,311.929993
"2022-06-21",319.48999,332.589996,317.730011,327.220001,1370300,327.220001
"2022-06-22",317.950012,329.329987,316.119995,324.440002,1077100,324.440002
"2022-06-23",326.420013,327.600006,316.170013,320.660004,1330300,320.660004
"2022-06-24",327.920013,339.570007,324.339996,339.5,1924300,339.5
"2022-06-27",342.820007,344.940002,335.019989,338.589996,1369800,338.589996
"2022-06-28",341.48999,345.23999,328.399994,330.089996,1283100,330.089996
"2022-06-29",323.579987,325.200012,316.209991,320.570007,1225900,320.570007
