"","ALLE.Open","ALLE.High","ALLE.Low","ALLE.Close","ALLE.Volume","ALLE.Adjusted"
"2022-01-18",123.25,124.519997,122.120003,123.889999,635500,122.936531
"2022-01-19",124.349998,125.209999,122.739998,122.93,577700,121.983917
"2022-01-20",123.260002,124.660004,120.580002,120.75,591900,119.820694
"2022-01-21",120.900002,122.620003,119.650002,121.279999,629500,120.346619
"2022-01-24",119.230003,124.040001,118.300003,123.550003,1124100,122.599152
"2022-01-25",121.190002,121.93,118.75,120.68,688200,119.751236
"2022-01-26",121.489998,124.279999,119.669998,120.389999,955700,119.463463
"2022-01-27",121.699997,123.370003,119.339996,120.510002,700300,119.582542
"2022-01-28",119.779999,121.260002,117.68,121.209999,765100,120.277153
"2022-01-31",120.360001,122.860001,119.769997,122.730003,649100,121.785461
"2022-02-01",122.629997,123.57,118.970001,120,720600,119.076462
"2022-02-02",120.309998,122,119.080002,120.18,729900,119.255081
"2022-02-03",119.309998,120.160004,115.889999,116.110001,1116200,115.216408
"2022-02-04",116.139999,120,115.589996,119.25,1293900,118.332237
"2022-02-07",120.239998,122.309998,119.25,120.459999,1114600,119.532921
"2022-02-08",120.720001,122.550003,119.989998,121.720001,497200,120.783234
"2022-02-09",123.650002,125.389999,122.510002,125.18,970400,124.216606
"2022-02-10",122.660004,123.68,120.029999,120.690002,854800,119.761162
"2022-02-11",120.870003,122.190002,117.980003,118.870003,570200,117.95517
"2022-02-14",119.190002,120,116.669998,118.330002,727500,117.419319
"2022-02-15",113.599998,120.129997,113.599998,117.089996,1449000,116.188858
"2022-02-16",116.029999,117.360001,113.220001,115.239998,1991400,114.353096
"2022-02-17",114.370003,116.839996,113.830002,114.589996,956200,113.708099
"2022-02-18",114.419998,115.699997,113.309998,114.129997,539700,113.25164
"2022-02-22",113.739998,115.220001,112.510002,113.510002,592000,112.636421
"2022-02-23",113.910004,114.419998,109,109.559998,997100,108.716812
"2022-02-24",107.410004,111.93,106.830002,111.699997,1108000,110.840347
"2022-02-25",111.779999,115.349998,111.32,115.099998,754700,114.214172
"2022-02-28",114.349998,115.120003,112.870003,114.519997,995100,113.638641
"2022-03-01",113.980003,115.870003,112.129997,114.629997,926500,113.747795
"2022-03-02",115.860001,118.400002,115.230003,117.370003,772800,116.466713
"2022-03-03",118.529999,119.260002,117.540001,117.709999,1074800,116.804092
"2022-03-04",116.489998,117.959999,116.150002,117.290001,1040600,116.387321
"2022-03-07",117.470001,118.589996,114.720001,114.730003,853700,113.847031
"2022-03-08",115.25,116.730003,111.330002,111.43,1080100,110.572426
"2022-03-09",113.370003,116.169998,113.370003,114.540001,652700,113.658485
"2022-03-10",113.080002,114.290001,111.809998,112.900002,526400,112.031105
"2022-03-11",113.769997,113.989998,111.279999,111.309998,432800,110.453346
"2022-03-14",112.150002,113.629997,110.010002,111.949997,629900,111.088425
"2022-03-15",112.349998,114.93,111.940002,114.470001,611500,114.006561
"2022-03-16",115.269997,117.709999,114.150002,116.440002,633400,115.968582
"2022-03-17",115.510002,118.669998,114.790001,117.790001,575300,117.313118
"2022-03-18",117.830002,118.379997,116.150002,118.139999,936300,117.661697
"2022-03-21",117.629997,118.93,116.089996,117.25,599300,116.775307
"2022-03-22",117.440002,118.190002,116.900002,117.470001,490200,116.994415
"2022-03-23",116.900002,116.900002,112.940002,113.190002,501900,112.731743
"2022-03-24",113.620003,113.620003,111.68,112.589996,607600,112.134163
"2022-03-25",112.629997,112.779999,111.190002,112.300003,521400,111.845345
"2022-03-28",112,113.760002,111.510002,113.480003,432900,113.020569
"2022-03-29",115.010002,115.720001,113.290001,115.050003,704400,114.584213
"2022-03-30",114.580002,115.870003,112.849998,113.349998,742800,112.89109
"2022-03-31",112.949997,113.150002,109.760002,109.779999,814100,109.335548
"2022-04-01",110.790001,111.690002,109.050003,111.519997,602700,111.068497
"2022-04-04",111.279999,111.720001,109.720001,111.300003,389900,110.849396
"2022-04-05",110.709999,111.769997,109.68,110.129997,468000,109.684128
"2022-04-06",108.470001,109.139999,106.470001,106.970001,1026600,106.536926
"2022-04-07",106.110001,109.059998,106,108.449997,1006900,108.010925
"2022-04-08",108.32,108.379997,106.010002,106.699997,673000,106.268013
"2022-04-11",106.309998,107.790001,106.209999,106.519997,570300,106.088737
"2022-04-12",107.129997,108.470001,105.059998,105.800003,643600,105.371666
"2022-04-13",105.800003,108.57,105.800003,108.190002,826700,107.751984
"2022-04-14",108.830002,109.849998,107.18,107.43,739800,106.995064
"2022-04-18",106.889999,108.190002,106.150002,106.599998,343600,106.168419
"2022-04-19",107.099998,109.410004,107.099998,109.290001,398100,108.847534
"2022-04-20",110.400002,113.169998,110.400002,112.589996,626900,112.134163
"2022-04-21",113.839996,114.690002,111.440002,112.089996,513900,111.636192
"2022-04-22",114.32,116.309998,113.059998,114.510002,1760200,114.046402
"2022-04-25",114.040001,114.75,111.379997,114.720001,1058200,114.255547
"2022-04-26",114.32,116.93,112.309998,114.230003,1169000,113.767532
"2022-04-27",114.129997,116.589996,113.029999,116.019997,1863400,115.550278
"2022-04-28",116.889999,120.400002,115.239998,119.199997,1222500,118.717407
"2022-04-29",118.209999,118.889999,114.010002,114.239998,891400,113.777489
"2022-05-02",114.389999,117.110001,112.269997,114.779999,1064100,114.3153
"2022-05-03",114.709999,116.360001,114.199997,115.400002,739600,114.932793
"2022-05-04",115.82,118.57,112.690002,118.459999,1096100,117.9804
"2022-05-05",117.269997,117.839996,112.870003,113.760002,630800,113.299438
"2022-05-06",113,113,110.110001,112.57,795400,112.11425
"2022-05-09",111.480003,115.589996,110.699997,113.849998,923600,113.389069
"2022-05-10",114.93,115.629997,110.5,110.709999,763800,110.26178
"2022-05-11",110.129997,112.68,108.370003,108.599998,707500,108.160324
"2022-05-12",108.010002,111.260002,107.510002,111.18,800900,110.729881
"2022-05-13",112,112.989998,111.050003,112.779999,627300,112.323402
"2022-05-16",112.07,112.75,109.699997,111.75,458600,111.297569
"2022-05-17",113.150002,113.669998,111.230003,113.660004,716900,113.199844
"2022-05-18",112.099998,112.099998,108.779999,109.160004,511200,108.718063
"2022-05-19",108.459999,110.010002,107.370003,108.809998,560100,108.369469
"2022-05-20",109.779999,109.779999,106.779999,109.080002,696000,108.638382
"2022-05-23",110.5,110.769997,107.449997,108.510002,497600,108.070686
"2022-05-24",108.089996,108.739998,105.059998,108.010002,622800,107.572716
"2022-05-25",107.190002,108.720001,106.650002,108.099998,538700,107.662346
"2022-05-26",109.32,111.559998,109.169998,110.779999,583800,110.331497
"2022-05-27",111.889999,114.019997,111.419998,113.540001,453200,113.080322
"2022-05-31",111.970001,112.769997,110.43,111.650002,1230500,111.197975
"2022-06-01",112.470001,112.690002,110.480003,111.839996,513900,111.387199
"2022-06-02",112.620003,114.370003,112.010002,114.110001,574700,113.648018
"2022-06-03",112.769997,113.730003,110.989998,111.440002,1287000,110.988831
"2022-06-06",112,112.860001,111.110001,112.080002,1274700,111.626236
"2022-06-07",111.129997,113.480003,110.220001,113.360001,638100,112.901054
"2022-06-08",112.610001,112.620003,110.230003,110.459999,624300,110.012794
"2022-06-09",110.120003,111.120003,108.510002,108.529999,383000,108.090607
"2022-06-10",106.779999,108.400002,105.550003,107.120003,876100,106.686317
"2022-06-13",104.889999,104.940002,102.400002,103.120003,845000,102.702515
"2022-06-14",103.059998,103.889999,99.720001,101.269997,819800,100.859993
"2022-06-15",101.330002,102.239998,99.449997,100.690002,726200,100.690002
"2022-06-16",98.889999,99.160004,95.709999,96.370003,725800,96.370003
"2022-06-17",96.580002,96.980003,94.279999,95.669998,1507600,95.669998
"2022-06-21",96.57,97.169998,93.330002,95.080002,1136700,95.080002
"2022-06-22",93.68,95.910004,93.050003,95.449997,816500,95.449997
"2022-06-23",95.290001,97.080002,94.900002,96.809998,655600,96.809998
"2022-06-24",97.650002,99.879997,97.010002,99.599998,967300,99.599998
"2022-06-27",100.209999,100.459999,99.040001,99.239998,833900,99.239998
"2022-06-28",99.309998,100.349998,98.110001,98.400002,529400,98.400002
"2022-06-29",98.43,98.870003,96.709999,98.389999,538200,98.389999
