"","ILMN.Open","ILMN.High","ILMN.Low","ILMN.Close","ILMN.Volume","ILMN.Adjusted"
"2022-01-21",379.480011,383.980011,365.779999,365.940002,1066100,365.940002
"2022-01-24",360.910004,365.519989,344.459991,364.959991,1326500,364.959991
"2022-01-25",358.799988,358.799988,344.029999,344.76001,1183000,344.76001
"2022-01-26",343.619995,349.299988,327.119995,331.779999,1278600,331.779999
"2022-01-27",334.299988,338.929993,323.149994,324.359985,956300,324.359985
"2022-01-28",322.109985,332.100006,318.070007,331.959991,786200,331.959991
"2022-01-31",330.790009,349.880005,330.619995,348.820007,1002900,348.820007
"2022-02-01",352.890015,359.299988,349.220001,356.450012,953500,356.450012
"2022-02-02",356.820007,358.220001,351.929993,356.230011,650100,356.230011
"2022-02-03",347.380005,359.029999,340.690002,356.660004,1176900,356.660004
"2022-02-04",356,363.850006,351.339996,358.380005,988200,358.380005
"2022-02-07",357.980011,365.869995,354.459991,355.920013,577100,355.920013
"2022-02-08",352.410004,357.170013,349.920013,354.769989,565200,354.769989
"2022-02-09",360,369.869995,360,367.859985,856200,367.859985
"2022-02-10",358.26001,367.119995,355,358.079987,1115600,358.079987
"2022-02-11",342.970001,349.399994,330.690002,330.899994,1853300,330.899994
"2022-02-14",330.959991,332.630005,322.320007,329.450012,1050900,329.450012
"2022-02-15",336.059998,344.309998,333.579987,342.119995,961500,342.119995
"2022-02-16",340.380005,340.51001,325.799988,333.859985,769700,333.859985
"2022-02-17",332.350006,333.720001,316.519989,317.839996,752400,317.839996
"2022-02-18",315.589996,318.899994,310.019989,311.970001,1229200,311.970001
"2022-02-22",311,324,309.040009,319.859985,1084100,319.859985
"2022-02-23",322.119995,326,313.899994,315.279999,1105500,315.279999
"2022-02-24",310.859985,324.600006,306.660004,323.910004,876800,323.910004
"2022-02-25",324.570007,331.809998,321.329987,329.48999,880300,329.48999
"2022-02-28",325.380005,329.660004,321.26001,326.600006,1173200,326.600006
"2022-03-01",325.880005,334.630005,325.179993,330.25,966300,330.25
"2022-03-02",333.140015,334.540009,323.25,330.190002,539400,330.190002
"2022-03-03",334.700012,334.98999,325.26001,331.950012,859900,331.950012
"2022-03-04",328.100006,333.829987,320.619995,323.570007,768500,323.570007
"2022-03-07",323,325,314.040009,316.329987,729200,316.329987
"2022-03-08",312.679993,324.48999,306.390015,313.519989,778700,313.519989
"2022-03-09",322.640015,329.049988,320.839996,324.709991,873400,324.709991
"2022-03-10",316.670013,319.549988,310.079987,316.040009,768500,316.040009
"2022-03-11",321.390015,322.339996,303.5,303.869995,642700,303.869995
"2022-03-14",304.950012,313.290009,303.149994,306.109985,945700,306.109985
"2022-03-15",312.630005,314.390015,302.790009,312.609985,814400,312.609985
"2022-03-16",316.350006,328.059998,314.850006,326.600006,905700,326.600006
"2022-03-17",325.089996,338.26001,321.839996,338.26001,880700,338.26001
"2022-03-18",335.950012,346.660004,335.769989,346.109985,1375700,346.109985
"2022-03-21",341.559998,348.73999,339.950012,347,747200,347
"2022-03-22",342.410004,351.730011,342.410004,350.200012,620900,350.200012
"2022-03-23",349.839996,349.839996,337.700012,339.790009,621900,339.790009
"2022-03-24",340,343.309998,332.329987,343.049988,528900,343.049988
"2022-03-25",345.809998,345.809998,334.290009,341.720001,484900,341.720001
"2022-03-28",342.829987,348.420013,337.880005,347.079987,618400,347.079987
"2022-03-29",352.040009,358.130005,351.309998,357.350006,731000,357.350006
"2022-03-30",355.720001,358.899994,350.01001,352.040009,585700,352.040009
"2022-03-31",351.640015,355.170013,348.48999,349.399994,941400,349.399994
"2022-04-01",351.899994,366.600006,351,363.899994,1004000,363.899994
"2022-04-04",364.399994,371.160004,364.399994,365.549988,723800,365.549988
"2022-04-05",366.820007,369.589996,361.519989,363.839996,732300,363.839996
"2022-04-06",360.01001,363,351,358.519989,895600,358.519989
"2022-04-07",359.950012,370.540009,358.700012,368,802500,368
"2022-04-08",365.649994,369.339996,361.790009,362.679993,861200,362.679993
"2022-04-11",358.76001,360.160004,350.75,351.279999,697700,351.279999
"2022-04-12",352.839996,356.480011,340.079987,344.589996,591800,344.589996
"2022-04-13",344.589996,347.209991,341.880005,343.350006,750800,343.350006
"2022-04-14",345,345.040009,333.390015,336.48999,582900,336.48999
"2022-04-18",335.98999,336.779999,329.320007,335.850006,564900,335.850006
"2022-04-19",333.579987,344.820007,333.329987,342.269989,749300,342.269989
"2022-04-20",344.649994,349.600006,337.700012,344.170013,711500,344.170013
"2022-04-21",347.170013,352.959991,333.880005,335.790009,612800,335.790009
"2022-04-22",332.220001,334.619995,321.649994,322.670013,715900,322.670013
"2022-04-25",320,321.190002,312.769989,319.100006,910600,319.100006
"2022-04-26",314.920013,317.190002,300.549988,301.440002,930000,301.440002
"2022-04-27",300.690002,306.859985,296.540009,297.540009,787400,297.540009
"2022-04-28",300.130005,304.570007,292.600006,303.059998,943800,303.059998
"2022-04-29",303.5,309.089996,295.910004,296.649994,807300,296.649994
"2022-05-02",295.019989,302.329987,292.51001,300.850006,847600,300.850006
"2022-05-03",301.059998,305.630005,299,300.700012,767600,300.700012
"2022-05-04",300.720001,309.119995,291.339996,307.679993,836400,307.679993
"2022-05-05",305.579987,306.480011,287.730011,291.720001,1053900,291.720001
"2022-05-06",283,283,239.029999,249.050003,3551100,249.050003
"2022-05-09",237.919998,240.679993,220.350006,220.679993,2412400,220.679993
"2022-05-10",225.5,230,211.889999,219.669998,1973700,219.669998
"2022-05-11",215.490005,224.470001,208.350006,213.050003,1743000,213.050003
"2022-05-12",210.179993,221.910004,208.869995,217.419998,1358100,217.419998
"2022-05-13",223.100006,235.630005,221.809998,233.559998,1796000,233.559998
"2022-05-16",231.740005,237.110001,229,233.740005,1468400,233.740005
"2022-05-17",239.300003,244.960007,237.660004,243.220001,1227200,243.220001
"2022-05-18",239.389999,248.820007,237.610001,239.809998,1661200,239.809998
"2022-05-19",235.759995,244.690002,235.039993,240.75,1106100,240.75
"2022-05-20",244.830002,246.029999,236.25,243.490005,974100,243.490005
"2022-05-23",246.710007,246.889999,239.570007,245.070007,796200,245.070007
"2022-05-24",243.25,243.25,238.300003,240.259995,797500,240.259995
"2022-05-25",237.940002,244.320007,237.770004,242.399994,759600,242.399994
"2022-05-26",244.119995,245.509995,241.820007,243.570007,792700,243.570007
"2022-05-27",245.880005,258.070007,244.429993,258.059998,1217400,258.059998
"2022-05-31",254.149994,254.490005,237.389999,239.479996,2362600,239.479996
"2022-06-01",239.479996,241.800003,230.369995,235.199997,1343900,235.199997
"2022-06-02",235.119995,248.880005,233.880005,248.529999,1143600,248.529999
"2022-06-03",235.779999,245.729996,232.470001,232.970001,929700,232.970001
"2022-06-06",238,238.770004,224.649994,226.600006,1318900,226.600006
"2022-06-07",224.610001,233.710007,223.179993,233.070007,1279400,233.070007
"2022-06-08",231.740005,237.100006,229.869995,233.529999,1036500,233.529999
"2022-06-09",230.630005,231.380005,224.279999,224.470001,929100,224.470001
"2022-06-10",214.850006,215.110001,196.809998,204.190002,3004100,204.190002
"2022-06-13",197.509995,200.160004,192.550003,194.309998,1837700,194.309998
"2022-06-14",194.800003,196.149994,187.399994,189.410004,1811900,189.410004
"2022-06-15",192.029999,197.710007,188.229996,193.630005,2154600,193.630005
"2022-06-16",190.110001,191,182.460007,187.770004,2037000,187.770004
"2022-06-17",188.660004,193.889999,185.970001,187.289993,2983900,187.289993
"2022-06-21",190.399994,191.210007,182.889999,183.240005,2607200,183.240005
"2022-06-22",180.570007,185.720001,180,181.580002,2887900,181.580002
"2022-06-23",182.139999,194.800003,181.300003,193.550003,1519300,193.550003
"2022-06-24",195.710007,195.979996,190.889999,193.929993,4233200,193.929993
"2022-06-27",194.139999,194.350006,189.419998,193.350006,1387900,193.350006
"2022-06-28",194.660004,196.809998,187.350006,187.429993,1506400,187.429993
"2022-06-29",186.399994,187.440002,182.320007,186.429993,1223300,186.429993
