"","ABMD.Open","ABMD.High","ABMD.Low","ABMD.Close","ABMD.Volume","ABMD.Adjusted"
"2022-01-24",300.029999,312.570007,291.809998,311.940002,730200,311.940002
"2022-01-25",304.839996,307.959991,295.809998,296.839996,611100,296.839996
"2022-01-26",298.589996,305.01001,294.299988,297.140015,711900,297.140015
"2022-01-27",300.829987,300.829987,275,277.299988,417000,277.299988
"2022-01-28",278.630005,278.630005,268.5,277.25,856200,277.25
"2022-01-31",278.809998,296.220001,277.98999,295.869995,578500,295.869995
"2022-02-01",301.440002,304.019989,295.98999,301.350006,437000,301.350006
"2022-02-02",303.920013,309.98999,297.220001,307.959991,596400,307.959991
"2022-02-03",296,305.089996,285.850006,290.519989,740600,290.519989
"2022-02-04",287.269989,299.23999,285.450012,295.649994,247800,295.649994
"2022-02-07",296,300.410004,289.350006,289.839996,235000,289.839996
"2022-02-08",289.839996,310,285.48999,309.029999,751000,309.029999
"2022-02-09",310.190002,319.690002,310.190002,315.920013,247000,315.920013
"2022-02-10",307.549988,316.890015,305.309998,307.109985,279000,307.109985
"2022-02-11",307.440002,308.369995,292.920013,294.820007,324900,294.820007
"2022-02-14",294.399994,300.059998,287.700012,290.429993,462300,290.429993
"2022-02-15",296.179993,307.519989,296.179993,304.700012,339800,304.700012
"2022-02-16",301.959991,328.549988,293.380005,325.420013,1016500,325.420013
"2022-02-17",320.779999,321.140015,306.769989,307.109985,406600,307.109985
"2022-02-18",306.809998,307.5,294.160004,298.380005,331300,298.380005
"2022-02-22",295.850006,301.179993,293.040009,296.640015,247700,296.640015
"2022-02-23",299.100006,301.100006,290.25,290.679993,252800,290.679993
"2022-02-24",283.209991,306.920013,281.040009,306.920013,291600,306.920013
"2022-02-25",309.459991,312.519989,302.829987,312.299988,214900,312.299988
"2022-02-28",307.5,312.320007,305.209991,310.73999,277000,310.73999
"2022-03-01",311.070007,315.339996,306.320007,313.48999,276500,313.48999
"2022-03-02",314.450012,318.25,308.269989,315.850006,190100,315.850006
"2022-03-03",320.190002,322.149994,309.089996,311.179993,153500,311.179993
"2022-03-04",309.299988,314.529999,304.160004,313.720001,254800,313.720001
"2022-03-07",314.26001,317.380005,297.23999,298.640015,287200,298.640015
"2022-03-08",295.470001,298.329987,287.5,290.390015,245400,290.390015
"2022-03-09",298.619995,307.859985,298.619995,306.73999,175600,306.73999
"2022-03-10",298.869995,307.380005,294.459991,305.619995,256400,305.619995
"2022-03-11",309.350006,309.350006,286.730011,286.790009,201200,286.790009
"2022-03-14",287.279999,290.660004,274.299988,277.549988,227600,277.549988
"2022-03-15",282.589996,293.299988,279.309998,289.640015,242000,289.640015
"2022-03-16",294.380005,299.970001,284.380005,294.529999,433100,294.529999
"2022-03-17",294.75,308.179993,291.929993,307.649994,262600,307.649994
"2022-03-18",307.649994,312.369995,303.589996,304.329987,497200,304.329987
"2022-03-21",303.059998,307.829987,300.799988,306.73999,194300,306.73999
"2022-03-22",305.309998,319.190002,304.579987,313.339996,207700,313.339996
"2022-03-23",310.200012,312.350006,302.600006,311.029999,244800,311.029999
"2022-03-24",313.660004,322.359985,306.970001,321.470001,268700,321.470001
"2022-03-25",323.309998,325,315.380005,318.880005,204100,318.880005
"2022-03-28",320.769989,322.920013,314.589996,321.809998,170900,321.809998
"2022-03-29",328.059998,331.730011,324.880005,331.5,250800,331.5
"2022-03-30",329.980011,332.25,326.019989,328.51001,175500,328.51001
"2022-03-31",330,342.380005,328.670013,331.23999,431200,331.23999
"2022-04-01",333.720001,340.850006,331.070007,338.640015,225400,338.640015
"2022-04-04",333,333.709991,324.309998,325.700012,295400,325.700012
"2022-04-05",328.600006,336.049988,321.200012,322.660004,200900,322.660004
"2022-04-06",317.690002,318.700012,310.5,313.76001,264700,313.76001
"2022-04-07",314.23999,320.410004,314.23999,317.519989,163200,317.519989
"2022-04-08",315.359985,319.769989,310.029999,314.529999,234900,314.529999
"2022-04-11",313.140015,313.140015,298.470001,299.76001,263300,299.76001
"2022-04-12",303.029999,308.109985,296.839996,299.640015,161800,299.640015
"2022-04-13",300.23999,306.98999,299.01001,304.429993,165100,304.429993
"2022-04-14",306.320007,306.350006,298.450012,306.079987,256100,306.079987
"2022-04-18",306.390015,308.070007,299.040009,301.51001,196900,301.51001
"2022-04-19",302.720001,327.309998,302.720001,323.420013,317000,323.420013
"2022-04-20",324.559998,331.559998,320.559998,325.980011,228900,325.980011
"2022-04-21",329.100006,330.309998,315.019989,315.640015,210300,315.640015
"2022-04-22",312.950012,320.75,295.529999,295.829987,249200,295.829987
"2022-04-25",297.100006,302.329987,294.019989,302.140015,439000,302.140015
"2022-04-26",298.200012,298.670013,285.450012,285.869995,241100,285.869995
"2022-04-27",284.980011,288.769989,275.859985,277.149994,402200,277.149994
"2022-04-28",283.769989,291.279999,274.670013,287.220001,483400,287.220001
"2022-04-29",284.970001,292.089996,280.470001,286.579987,444700,286.579987
"2022-05-02",287.01001,289.76001,275.940002,285.709991,367000,285.709991
"2022-05-03",286.179993,289.700012,282.920013,285.869995,302900,285.869995
"2022-05-04",285.869995,296.079987,280.140015,295.209991,244400,295.209991
"2022-05-05",291.480011,298.5,269.059998,272.25,321400,272.25
"2022-05-06",270.929993,270.929993,252.059998,257.540009,441100,257.540009
"2022-05-09",253.449997,253.869995,232.470001,234.100006,555300,234.100006
"2022-05-10",242.979996,244,227.25,237.630005,451800,237.630005
"2022-05-11",236.029999,245.419998,232.210007,233.490005,290800,233.490005
"2022-05-12",231.460007,239.429993,228.270004,234.350006,352100,234.350006
"2022-05-13",240.029999,254.550003,240.029999,254.160004,471200,254.160004
"2022-05-16",251.490005,256.929993,248,253.789993,291700,253.789993
"2022-05-17",259.019989,262.959991,255.449997,258.230011,246700,258.230011
"2022-05-18",253.220001,254.880005,239.210007,240.460007,320700,240.460007
"2022-05-19",239.300003,243.770004,237.570007,238.649994,637300,238.649994
"2022-05-20",241.059998,242.429993,226.460007,235.75,515400,235.75
"2022-05-23",238.300003,250.320007,237.089996,249.220001,414700,249.220001
"2022-05-24",244.690002,249.429993,242.889999,249.190002,403500,249.190002
"2022-05-25",247.850006,255.479996,244.199997,254.289993,346700,254.289993
"2022-05-26",256.209991,263.100006,251.690002,260.970001,258900,260.970001
"2022-05-27",263.399994,268.839996,261.049988,266.339996,276500,266.339996
"2022-05-31",263.940002,265.040009,256.130005,263.700012,662600,263.700012
"2022-06-01",266.649994,268.410004,252.050003,255.360001,247600,255.360001
"2022-06-02",256.5,270.100006,253.679993,269.630005,186700,269.630005
"2022-06-03",266.140015,266.140015,260.089996,262.25,133800,262.25
"2022-06-06",266.98999,267.940002,258.910004,260.100006,132400,260.100006
"2022-06-07",256.579987,268.779999,256.579987,268.230011,201800,268.230011
"2022-06-08",266.98999,269.579987,262.929993,265.359985,203800,265.359985
"2022-06-09",261.76001,264.019989,256.899994,257.109985,155600,257.109985
"2022-06-10",251.130005,253.259995,248.919998,250.429993,151800,250.429993
"2022-06-13",240.179993,243.960007,238.210007,240.570007,235100,240.570007
"2022-06-14",239.919998,242.369995,229.270004,229.660004,393300,229.660004
"2022-06-15",229.270004,238.100006,226.919998,232.350006,390500,232.350006
"2022-06-16",226.360001,227.139999,219.850006,224.729996,370600,224.729996
"2022-06-17",226.589996,234.740005,226.589996,229.789993,531900,229.789993
"2022-06-21",234,238.300003,229.309998,232.270004,395600,232.270004
"2022-06-22",230.169998,237.220001,227.020004,236.300003,397200,236.300003
"2022-06-23",239.369995,250.009995,236.289993,248.619995,306600,248.619995
"2022-06-24",251.419998,255.570007,248.039993,255.320007,405700,255.320007
"2022-06-27",254.020004,256.660004,249.610001,254.779999,267300,254.779999
"2022-06-28",254.660004,258.209991,248.539993,249.080002,190600,249.080002
"2022-06-29",248,257.5,243.779999,256.48999,364200,256.48999
