"","LRCX.Open","LRCX.High","LRCX.Low","LRCX.Close","LRCX.Volume","LRCX.Adjusted"
"2022-01-18",716.659973,717.400024,676.429993,679.01001,2006900,674.567505
"2022-01-19",690.849976,698.679993,642.049988,642.72998,1834000,638.524841
"2022-01-20",654.690002,657.98999,617.52002,619.669983,1944400,615.615723
"2022-01-21",616.200012,636.72998,604.450012,605.789978,2222200,601.826477
"2022-01-24",585,623.23999,575.51001,621.820007,2489000,617.751648
"2022-01-25",600.140015,604.440002,581,588.22998,1884600,584.38147
"2022-01-26",603.52002,614.219971,580.380005,596.669983,2363700,592.766174
"2022-01-27",594.900024,600.5,550.72998,555.299988,3094300,551.66687
"2022-01-28",553.619995,561.159973,530,561.140015,2002400,557.468689
"2022-01-31",563.559998,589.969971,556.830017,589.919983,1900000,586.060364
"2022-02-01",590,593.849976,572,589.469971,1135500,585.613342
"2022-02-02",597.969971,613.299988,590.070007,611.77002,1662200,607.767456
"2022-02-03",596.97998,605.559998,585.77002,588.76001,2007600,584.90802
"2022-02-04",586.5,589.549988,573.640015,579.070007,1446200,575.281372
"2022-02-07",581.070007,589.609985,568.97998,571.369995,1085900,567.631714
"2022-02-08",566.530029,577.570007,560.599976,576.289978,1295800,572.519531
"2022-02-09",589.070007,610.5,583.030029,607.440002,1207200,603.465759
"2022-02-10",588.73999,615.98999,587.98999,594.869995,1514800,590.978027
"2022-02-11",595.01001,599.940002,555.380005,559.98999,1578500,556.326172
"2022-02-14",560.669983,569.039978,547.659973,558.25,1345900,554.597534
"2022-02-15",569.409973,596.77002,569.409973,593.820007,1434400,589.934875
"2022-02-16",584.47998,595.400024,577.27002,591.469971,804800,587.60022
"2022-02-17",587.179993,595.219971,579.219971,580.609985,1290900,576.811279
"2022-02-18",580.809998,582.23999,563.289978,569.98999,1248100,566.260742
"2022-02-22",561,577.349976,550.919983,559.719971,1219400,556.057922
"2022-02-23",566.72998,571.049988,541.23999,542.390015,1243500,538.84137
"2022-02-24",525.099976,564.090027,519.549988,562.880005,1562800,559.197327
"2022-02-25",564.210022,573.880005,556.109985,573.200012,1084700,569.449768
"2022-02-28",566.409973,571.140015,550.210022,561.349976,1406500,557.677246
"2022-03-01",558.059998,562.400024,535.159973,540.570007,1608900,537.033264
"2022-03-02",547.27002,558.22998,540.909973,554.02002,1245100,550.395264
"2022-03-03",560.5,560.5,538.700012,543.51001,1033900,539.954041
"2022-03-04",538.73999,542.02002,519.609985,525.780029,1438600,522.340027
"2022-03-07",527.599976,533.530029,488.709991,489.149994,2139600,485.949677
"2022-03-08",489.559998,511.119995,479.049988,490.369995,2155800,487.161682
"2022-03-09",509.399994,522.210022,503.869995,517.309998,1443700,513.925476
"2022-03-10",504.779999,507.01001,488.26001,497.070007,1110600,493.817871
"2022-03-11",511.549988,512.169983,482.579987,483.390015,1038900,480.227356
"2022-03-14",488.290009,490.579987,466.059998,469,1587000,465.931488
"2022-03-15",475.170013,486.950012,471.559998,484.720001,1245500,483.093719
"2022-03-16",496.299988,514.630005,490,514.48999,1665900,512.763855
"2022-03-17",510.170013,526.590027,507.549988,526.320007,1362700,524.554138
"2022-03-18",525.169983,547.47998,523,544.640015,2223700,542.812683
"2022-03-21",538,544.280029,525.869995,536.859985,1051700,535.058777
"2022-03-22",538,552.849976,538,546.76001,1066400,544.925598
"2022-03-23",540.369995,548,530.590027,530.98999,983500,529.208496
"2022-03-24",537.299988,556.700012,531.789978,556.219971,1212400,554.353821
"2022-03-25",555.159973,556.929993,545.169983,554.820007,753100,552.958557
"2022-03-28",549.570007,557.859985,540.929993,557.309998,733800,555.440186
"2022-03-29",568.400024,574.789978,558.159973,568.929993,1113900,567.021179
"2022-03-30",562.219971,570.98999,545.330017,548.559998,1298100,546.719543
"2022-03-31",549.98999,557.51001,537.140015,537.609985,1470300,535.806274
"2022-04-01",541.219971,545.77002,517.070007,525.450012,1208400,523.687073
"2022-04-04",526.330017,536.76001,524.349976,535.549988,877700,533.753174
"2022-04-05",528.609985,530,500.049988,503.640015,1967000,501.950256
"2022-04-06",493.910004,505.700012,488.070007,498.170013,1584500,496.498596
"2022-04-07",497.339996,508.769989,492.720001,503.339996,1009500,501.651245
"2022-04-08",498.01001,500.880005,490.829987,491.640015,1044900,489.990509
"2022-04-11",487.140015,488.029999,475.209991,475.76001,1695300,474.163788
"2022-04-12",481.019989,487.950012,464.769989,467,1677800,465.433167
"2022-04-13",469.660004,477.309998,467.880005,472.609985,1139600,471.024353
"2022-04-14",473.420013,474,455.839996,456.160004,1364800,454.629547
"2022-04-18",451.279999,473,451,470.549988,1663100,468.971252
"2022-04-19",469.279999,482.779999,466.029999,479.190002,1214400,477.582275
"2022-04-20",492.660004,504.809998,479.679993,481.450012,2023300,479.834717
"2022-04-21",488.670013,497.600006,468.5,469.51001,2279400,467.934753
"2022-04-22",467,472.309998,460.369995,463.130005,2028200,461.576172
"2022-04-25",460.480011,480.359985,459.119995,476.420013,1412400,474.821594
"2022-04-26",466.640015,470.309998,456.709991,457.220001,1497400,455.685974
"2022-04-27",454.410004,468.579987,449.5,456.779999,1241300,455.247467
"2022-04-28",468.26001,489.609985,462.609985,484.48999,1678400,482.864471
"2022-04-29",475,491.440002,464.859985,465.76001,1405000,464.197357
"2022-05-02",467.279999,479.76001,459.179993,479.320007,1286600,477.711853
"2022-05-03",476.600006,488.640015,473.200012,485.390015,957800,483.761475
"2022-05-04",487.170013,507.630005,477.410004,505.920013,1196200,504.222595
"2022-05-05",494.399994,497.98999,473.079987,481.320007,1457800,479.705139
"2022-05-06",476.720001,489.51001,464.940002,478.230011,1068000,476.625519
"2022-05-09",459.959991,462.390015,442.529999,447.149994,1848700,445.64978
"2022-05-10",460.970001,469.100006,446.519989,459.119995,1413400,457.57962
"2022-05-11",454.899994,469,446.079987,447.200012,1179300,445.699615
"2022-05-12",446.779999,462.070007,445,460.429993,1555800,458.885223
"2022-05-13",465.600006,495.299988,465,491.920013,1909300,490.269592
"2022-05-16",486.420013,493.049988,479,482.470001,968900,480.851288
"2022-05-17",495.019989,516.369995,490.049988,512.27002,1635600,510.5513
"2022-05-18",500.519989,508.5,474.619995,477.480011,1710500,475.878021
"2022-05-19",479.5,485.980011,471.100006,472.130005,1119300,470.545959
"2022-05-20",480.420013,484.149994,450.459991,474.119995,1715800,472.529297
"2022-05-23",476.290009,485.940002,472.049988,483.299988,1057800,481.678467
"2022-05-24",477.48999,480.51001,465.730011,470.970001,943100,469.389862
"2022-05-25",465.609985,491.630005,465.369995,487.579987,1288700,485.944122
"2022-05-26",481.890015,513.440002,480.940002,509.209991,1292200,507.501556
"2022-05-27",517.219971,537.369995,515.25,531.02002,1652600,529.238403
"2022-05-31",524.690002,526,510.429993,520.030029,1501100,518.285278
"2022-06-01",523.219971,525,499.559998,505.790009,1026100,504.093048
"2022-06-02",503.059998,523.789978,502.049988,523.299988,1160000,521.54425
"2022-06-03",512.690002,521.27002,509.209991,513.97998,1330400,512.255554
"2022-06-06",526.669983,532.890015,513.700012,516.26001,785200,514.527893
"2022-06-07",509.420013,524.969971,508.350006,523.440002,1150200,521.683838
"2022-06-08",521.869995,524.070007,507.950012,512.130005,900900,510.411774
"2022-06-09",503.079987,513.400024,493.160004,493.450012,865200,491.794434
"2022-06-10",485.200012,488.359985,473.809998,474.410004,1098700,472.818329
"2022-06-13",455.01001,462.299988,445.190002,447.079987,1483300,445.579987
"2022-06-14",453.299988,455.410004,445.100006,449.769989,1168900,449.769989
"2022-06-15",449.769989,462.779999,444.459991,453.640015,1565900,453.640015
"2022-06-16",441.559998,443.029999,412.690002,418.299988,1904200,418.299988
"2022-06-17",417.119995,424.220001,411.390015,419.459991,1791700,419.459991
"2022-06-21",427.25,442.320007,426.98999,433.040009,1212600,433.040009
"2022-06-22",423.269989,434.679993,420.519989,425.630005,1107800,425.630005
"2022-06-23",431.350006,431.350006,415.429993,424.079987,903000,424.079987
"2022-06-24",432.339996,450.410004,431.200012,450.190002,1421700,450.190002
"2022-06-27",456.119995,457.230011,446.25,449.790009,769500,449.790009
"2022-06-28",451.380005,459.269989,436.769989,438.26001,937900,438.26001
"2022-06-29",432.450012,434,425,427.049988,1175100,427.049988
