"","SCHW.Open","SCHW.High","SCHW.Low","SCHW.Close","SCHW.Volume","SCHW.Adjusted"
"2022-01-07",90.550003,92.32,90.099998,91.739998,7344300,91.264725
"2022-01-10",91.480003,92.139999,88.970001,91.650002,6821800,91.175194
"2022-01-11",92.360001,94.099998,91.730003,93.910004,8977700,93.423485
"2022-01-12",94.349998,95.050003,93.370003,94.82,8669100,94.328766
"2022-01-13",93.400002,94.75,92.860001,93.379997,9123000,92.896217
"2022-01-14",93,95.620003,92.589996,95.529999,10057100,95.035088
"2022-01-18",94.910004,95.010002,89.639999,92.160004,15343500,91.682549
"2022-01-19",93,93.32,90.970001,91.510002,9110700,91.035912
"2022-01-20",92.529999,93.32,91.419998,91.43,8790900,90.956322
"2022-01-21",91.07,91.07,88.330002,89.199997,9773200,88.737877
"2022-01-24",86.449997,89.059998,85.18,88.709999,13314700,88.250412
"2022-01-25",87.269997,89.690002,85.739998,88.529999,9155100,88.07135
"2022-01-26",89.989998,91.279999,89,90.010002,8703900,89.543686
"2022-01-27",91.010002,92.900002,89.050003,89.699997,10986500,89.235291
"2022-01-28",88.959999,90.43,86.18,88.910004,13898000,88.449387
"2022-01-31",87.870003,88.269997,84.919998,87.699997,12540800,87.245651
"2022-02-01",88.620003,90.410004,87.580002,90.059998,9309100,89.593422
"2022-02-02",89.949997,90.699997,88.300003,90.360001,6511500,89.891869
"2022-02-03",90.339996,91.599998,88.75,88.889999,7044400,88.429489
"2022-02-04",88.949997,93.07,88.949997,91.900002,8962400,91.423889
"2022-02-07",92.559998,93.839996,91.889999,93.139999,5368300,92.657471
"2022-02-08",93.769997,95.279999,93.690002,94.959999,8092700,94.468033
"2022-02-09",95.639999,96.239998,94.230003,94.519997,5545100,94.030319
"2022-02-10",93.660004,95.519997,92.510002,92.849998,9336400,92.564835
"2022-02-11",92.230003,92.639999,88.510002,89.110001,12520300,88.836319
"2022-02-14",89.220001,89.370003,86.230003,87.739998,9735700,87.470528
"2022-02-15",89.150002,90.419998,88.900002,89.639999,6049500,89.364693
"2022-02-16",88.559998,89.839996,88.239998,89.330002,4936600,89.055649
"2022-02-17",88,88.339996,85.910004,86.019997,7858200,85.755806
"2022-02-18",85.730003,86.849998,85.339996,85.610001,5605800,85.347069
"2022-02-22",85.269997,86.300003,84.120003,84.57,7000700,84.310265
"2022-02-23",85.370003,86.519997,82.18,82.550003,7808600,82.296471
"2022-02-24",79.169998,82.589996,77.519997,82.269997,10687500,82.017326
"2022-02-25",82.419998,86.470001,82.379997,85.75,9128100,85.486641
"2022-02-28",83.010002,85.489998,82.639999,84.459999,9401400,84.2006
"2022-03-01",83.160004,83.620003,76.510002,77.860001,14470700,77.620872
"2022-03-02",79,82.540001,78.82,81.809998,10446900,81.558739
"2022-03-03",82,82.290001,80.040001,80.709999,6544700,80.46212
"2022-03-04",78.5,79.599998,77.660004,79.230003,6676000,78.986671
"2022-03-07",78.389999,79.279999,76.230003,76.360001,7950500,76.125481
"2022-03-08",77.150002,77.699997,74.629997,75.690002,7100700,75.457542
"2022-03-09",79.18,80.160004,78.160004,79.389999,5883900,79.146172
"2022-03-10",78.129997,79.830002,77.709999,79.650002,5030900,79.40538
"2022-03-11",81.300003,81.650002,80.160004,80.239998,6321000,79.993561
"2022-03-14",82.300003,84.82,81.830002,83.260002,9527100,83.004288
"2022-03-15",84.110001,84.379997,82.300003,83.169998,5805400,82.914566
"2022-03-16",84.949997,88.989998,84.57,88.940002,10413500,88.666847
"2022-03-17",87.720001,89.82,86.760002,89.779999,6689600,89.504265
"2022-03-18",89.989998,90.769997,89.43,90,13003200,89.723587
"2022-03-21",90.050003,90.330002,88.239998,89.010002,5782200,88.736633
"2022-03-22",90.260002,93,90.260002,92.199997,8382700,91.916824
"2022-03-23",91.230003,92.029999,89.75,89.75,6159300,89.474358
"2022-03-24",90.610001,91.510002,89.889999,90.93,6164600,90.650734
"2022-03-25",89.989998,91.470001,89.230003,91.360001,6894600,91.079414
"2022-03-28",91.449997,91.849998,90.650002,91.800003,4194000,91.518059
"2022-03-29",93.07,93.160004,91.029999,91.220001,6072600,90.939842
"2022-03-30",91.419998,91.529999,88.379997,88.760002,7478300,88.487396
"2022-03-31",88.449997,88.800003,84.190002,84.309998,12792300,84.051064
"2022-04-01",85.370003,85.529999,82.720001,83.540001,10638900,83.283432
"2022-04-04",83.080002,84.010002,82.089996,82.300003,9851100,82.047241
"2022-04-05",82.279999,84.400002,81.660004,81.860001,8913800,81.608589
"2022-04-06",81.199997,82.489998,80.629997,80.870003,7083100,80.621628
"2022-04-07",80.43,80.690002,78.599998,80.029999,8144100,79.78421
"2022-04-08",80.699997,82.279999,80.129997,81.690002,6617700,81.43911
"2022-04-11",81.620003,83.470001,81.129997,81.580002,5632300,81.329453
"2022-04-12",81.690002,82.760002,79.580002,80.07,7596900,79.824081
"2022-04-13",80.080002,84.050003,79.690002,83.830002,9598100,83.57254
"2022-04-14",84,85.589996,82.459999,82.75,11563000,82.495857
"2022-04-18",76.300003,77,72.900002,74.940002,24023500,74.709846
"2022-04-19",75.040001,77.68,74.989998,76.900002,15361200,76.663826
"2022-04-20",77.559998,78.129997,76.349998,76.449997,8671300,76.215202
"2022-04-21",77.610001,78.239998,70.779999,73.269997,18283400,73.044968
"2022-04-22",73.300003,73.519997,70.25,70.32,11945500,70.104027
"2022-04-25",69.610001,70.730003,68.550003,70.309998,9841800,70.094055
"2022-04-26",69.760002,70.599998,68.510002,68.540001,8661200,68.329498
"2022-04-27",69,70.339996,68.540001,68.580002,6988200,68.369377
"2022-04-28",69.129997,69.620003,67.550003,69.120003,6481100,68.907715
"2022-04-29",69,69.610001,66.150002,66.330002,7744600,66.126289
"2022-05-02",67.620003,68.720001,66.459999,67.889999,8411800,67.681496
"2022-05-03",68.150002,70.019997,67.940002,69.459999,9513300,69.246674
"2022-05-04",69.580002,71.599998,68.870003,71.360001,6842000,71.140839
"2022-05-05",70.400002,70.550003,68.339996,69.849998,7036300,69.635475
"2022-05-06",69.330002,69.550003,66.720001,67.419998,8118100,67.212936
"2022-05-09",66.440002,66.489998,63.779999,64.129997,9216400,63.933037
"2022-05-10",64.75,65.769997,63.490002,64.580002,6661700,64.38166
"2022-05-11",65.010002,67.5,64.540001,65.120003,10257400,64.920006
"2022-05-12",64.68,65.779999,63.34,64.949997,8308100,64.949997
"2022-05-13",65.769997,66.18,64.910004,65.610001,6799100,65.610001
"2022-05-16",64.75,65.300003,63.400002,64.040001,6051600,64.040001
"2022-05-17",65.699997,66.279999,64.330002,65.199997,8095200,65.199997
"2022-05-18",64.419998,64.459999,62.84,63.27,7867300,63.27
"2022-05-19",62.209999,63.66,61.950001,62.66,9179100,62.66
"2022-05-20",63.32,63.630001,61.529999,63.279999,7793700,63.279999
"2022-05-23",64.129997,65.32,63.560001,65.269997,6723400,65.269997
"2022-05-24",64.910004,64.989998,62.849998,63.939999,5758700,63.939999
"2022-05-25",63.869999,66.75,63.360001,65.800003,10584800,65.800003
"2022-05-26",66.919998,69.440002,66.849998,68.82,7846700,68.82
"2022-05-27",69.209999,70.629997,68.870003,70.589996,7402900,70.589996
"2022-05-31",70.120003,70.980003,69.730003,70.099998,11549000,70.099998
"2022-06-01",70.589996,70.949997,68.879997,69.57,5065800,69.57
"2022-06-02",70,71.730003,69.260002,71.669998,5380700,71.669998
"2022-06-03",70.489998,71.32,69.940002,70.07,3561900,70.07
"2022-06-06",71.089996,71.43,67.879997,68.059998,8687300,68.059998
"2022-06-07",67.139999,67.650002,66.510002,67.489998,14689200,67.489998
"2022-06-08",66.5,66.809998,65.360001,65.730003,10059100,65.730003
"2022-06-09",65.650002,65.959999,64.209999,64.25,7698400,64.25
"2022-06-10",63.209999,63.209999,61.669998,62.220001,8355100,62.220001
"2022-06-13",60.209999,61.619999,59.349998,60.240002,12359000,60.240002
"2022-06-14",60.939999,62.029999,60.110001,61.110001,11800900,61.110001
"2022-06-15",61.880001,62.919998,61.25,61.509998,11274400,61.509998
"2022-06-16",60.279999,61,59.799999,60.860001,9045900,60.860001
"2022-06-17",61.48,61.619999,59.919998,59.990002,16943900,59.990002
"2022-06-21",62.290001,63.610001,62.07,62.380001,10367600,62.380001
"2022-06-22",61.389999,62.860001,61.220001,62.439999,6636600,62.439999
"2022-06-23",62.59,62.82,60.790001,62.029999,6216700,62.029999
"2022-06-24",62.830002,64.68,62.709999,64.43,16120000,64.43
"2022-06-27",65.400002,65.400002,63.509998,64.150002,6530900,64.150002
"2022-06-28",65.139999,65.610001,63.970001,64.169998,7243500,64.169998
"2022-06-29",64.150002,64.449997,63.139999,63.619999,5628900,63.619999
