"","LOW.Open","LOW.High","LOW.Low","LOW.Close","LOW.Volume","LOW.Adjusted"
"2022-01-04",255.639999,260.829987,255.600006,259.809998,3638200,256.454895
"2022-01-05",258.709991,259.440002,254.720001,254.75,3808600,251.460251
"2022-01-06",257.640015,258.450012,255,257.790009,3616300,254.461029
"2022-01-07",255.699997,257.380005,250.710007,251.089996,4945500,247.847519
"2022-01-10",247.889999,248.100006,240.570007,247.690002,6292400,244.491425
"2022-01-11",247.910004,249.949997,244.679993,249.5,3415000,246.278046
"2022-01-12",251.190002,254.710007,249.940002,250.720001,2825500,247.4823
"2022-01-13",253.080002,253.75,250.089996,250.699997,2243400,247.462555
"2022-01-14",247.300003,248.699997,241.470001,243.399994,3258500,240.256821
"2022-01-18",239.199997,239.600006,234.270004,238.410004,4612500,236.1073
"2022-01-19",239.630005,241.160004,234.270004,234.699997,4146800,232.433136
"2022-01-20",236.270004,237.589996,223.339996,223.929993,5946600,221.767151
"2022-01-21",222.889999,229.850006,221.5,225.020004,5724400,222.846634
"2022-01-24",220.529999,232.710007,220.199997,232.350006,4911600,230.105835
"2022-01-25",227.5,231.940002,224.509995,230.009995,4099200,227.788422
"2022-01-26",232.559998,235,225.740005,228.100006,4349200,225.896896
"2022-01-27",230.660004,233.169998,223.949997,225.929993,3425800,223.747833
"2022-01-28",227.990005,235.139999,224.479996,234.990005,3215500,232.720337
"2022-01-31",233.990005,237.610001,232.660004,237.350006,4485900,235.057556
"2022-02-01",238.449997,239.479996,233.820007,238.350006,2723800,236.047882
"2022-02-02",238.610001,240.710007,236.449997,239.110001,2442900,236.800537
"2022-02-03",236,239.490005,233.809998,234.110001,2512000,231.848846
"2022-02-04",234.149994,234.149994,225.169998,229.070007,3456700,226.857513
"2022-02-07",230.520004,230.979996,224.529999,227.020004,2990100,224.827316
"2022-02-08",227.199997,232.619995,225.860001,231.759995,2572400,229.52153
"2022-02-09",234.520004,236.479996,232.839996,233.660004,2115100,231.403183
"2022-02-10",230.690002,232.860001,225.789993,227.399994,3053800,225.203644
"2022-02-11",227.520004,229.720001,224.759995,225.910004,2192800,223.728043
"2022-02-14",223.770004,227.020004,223.119995,225.949997,2025700,223.767639
"2022-02-15",228.309998,230.059998,226.979996,228.100006,1843600,225.896896
"2022-02-16",226.520004,228.169998,223.509995,227.009995,2461300,224.817398
"2022-02-17",225.929993,227.220001,223.25,223.789993,2482200,221.62851
"2022-02-18",222.949997,225.720001,220.419998,222.690002,4241500,220.539124
"2022-02-22",218.289993,221.449997,210.759995,214.589996,7641100,212.517365
"2022-02-23",222,227.75,214.130005,215.089996,8936900,213.012527
"2022-02-24",209.690002,214.259995,206.240005,213.410004,5749300,211.348755
"2022-02-25",214.270004,219.690002,210.210007,219.179993,4613300,217.063019
"2022-02-28",217.259995,221.300003,215.820007,221.059998,5440400,218.924881
"2022-03-01",221.380005,224.440002,220.229996,221.5,3953200,219.360626
"2022-03-02",220.600006,230.009995,220.110001,228.660004,4513700,226.451477
"2022-03-03",229.119995,230.720001,225.059998,226.279999,3180700,224.094467
"2022-03-04",224.580002,226.690002,221.75,224.070007,3144400,221.905807
"2022-03-07",224.029999,227.979996,222.080002,222.259995,4022700,220.113281
"2022-03-08",222.259995,229.619995,222.080002,223.259995,3725900,221.103622
"2022-03-09",227.979996,230.279999,225.589996,225.880005,3428500,223.698334
"2022-03-10",223,224.389999,219.089996,224.169998,3318700,222.004837
"2022-03-11",223.899994,227.559998,221.990005,222.210007,2616300,220.063782
"2022-03-14",223.979996,227.710007,221.080002,226.509995,3607700,224.32222
"2022-03-15",227.800003,232.350006,227.509995,231.070007,3413600,228.838211
"2022-03-16",233.130005,234.429993,226.789993,231.330002,3497400,229.095688
"2022-03-17",230,234.410004,228.320007,234.380005,3323900,232.116241
"2022-03-18",231.649994,236.259995,229.929993,235.669998,9149800,233.393768
"2022-03-21",236.5,238.369995,225.690002,227.600006,4349200,225.401718
"2022-03-22",227.649994,229.869995,225.360001,228.470001,3248800,226.263321
"2022-03-23",227,227.949997,219.830002,220.919998,3728100,218.786224
"2022-03-24",220.830002,221.960007,217.960007,219.169998,3399200,217.053131
"2022-03-25",220.729996,220.960007,211.389999,212.919998,6831700,210.863495
"2022-03-28",211.380005,213.899994,207.419998,213.779999,6579600,211.715179
"2022-03-29",217.759995,221.339996,216.539993,219.570007,4993600,217.44928
"2022-03-30",215.75,217.149994,208.929993,209.490005,7090900,207.466629
"2022-03-31",206.850006,208.740005,201.990005,202.190002,7318500,200.237137
"2022-04-01",204.100006,204.160004,201.399994,202.399994,4827200,200.445099
"2022-04-04",201.550003,204.259995,199.770004,204.119995,5426100,202.148483
"2022-04-05",203.210007,208.139999,201.669998,204.869995,4707100,202.891235
"2022-04-06",201.199997,202.850006,196.639999,200.649994,6356100,198.71199
"2022-04-07",199.110001,204.199997,197.550003,202.639999,4411600,200.682785
"2022-04-08",201.029999,207.720001,200.539993,206.660004,5065500,204.663956
"2022-04-11",204.660004,208.449997,203.350006,204.589996,3576200,202.613953
"2022-04-12",209.009995,210.589996,203.399994,204.139999,4354700,202.168304
"2022-04-13",203.630005,206.850006,203.220001,205.509995,2803400,203.525055
"2022-04-14",206.229996,207.300003,201.029999,201.279999,4001400,199.335922
"2022-04-18",200.619995,202,197.330002,198.520004,3800400,196.602585
"2022-04-19",198.169998,203.509995,197.699997,203.039993,3392900,201.892502
"2022-04-20",205.839996,210.059998,205.190002,208.740005,3906100,207.560303
"2022-04-21",210.419998,210.850006,204.279999,205.029999,3797600,203.871262
"2022-04-22",204.119995,204.309998,196.100006,197.059998,4216300,195.946304
"2022-04-25",197.050003,200.740005,194.669998,200.380005,3895900,199.247543
"2022-04-26",198.910004,204.369995,198.240005,199.589996,3959100,198.462006
"2022-04-27",199.25,203.460007,198.970001,199.570007,3028100,198.442123
"2022-04-28",201.619995,207.149994,200.029999,205.139999,3250400,203.980637
"2022-04-29",203.490005,205.179993,197.080002,197.729996,4217600,196.612518
"2022-05-02",198.119995,204.649994,197.720001,203.139999,3697800,201.991943
"2022-05-03",202.470001,204.929993,200.210007,201.630005,3002600,200.490479
"2022-05-04",200.729996,207.960007,198.25,207.160004,4452400,205.989227
"2022-05-05",203.910004,204.610001,193.520004,195.919998,4262900,194.812744
"2022-05-06",194.169998,195.449997,189.660004,192.289993,3910700,191.203262
"2022-05-09",189.589996,198.470001,188.25,196.070007,3998300,194.961914
"2022-05-10",198.110001,199.039993,190.25,192.130005,3638700,191.044174
"2022-05-11",192.839996,195.190002,187.300003,187.770004,4598000,186.708817
"2022-05-12",187.770004,194.839996,187.229996,191.699997,4292900,190.616592
"2022-05-13",191.270004,197.410004,190.350006,194,2911900,192.903595
"2022-05-16",192.570007,196.220001,189.5,194.729996,4405300,193.629471
"2022-05-17",198.919998,199.470001,187.869995,194.029999,8210000,192.933426
"2022-05-18",187.5,191.460007,179.759995,183.820007,7847600,182.781143
"2022-05-19",182.679993,191.809998,182.679993,187.860001,5132100,186.798309
"2022-05-20",188.929993,189.259995,179.220001,184.690002,5722600,183.646225
"2022-05-23",186.5,186.830002,181.389999,186.25,3546700,185.197403
"2022-05-24",184.979996,187.800003,182.389999,184.619995,4486500,183.576614
"2022-05-25",182.600006,189.889999,182.259995,188.550003,3986300,187.484406
"2022-05-26",190.570007,197.050003,190.279999,195.529999,3337900,194.424957
"2022-05-27",196.720001,199.660004,195.869995,199.630005,2779200,198.501785
"2022-05-31",197.600006,198.75,194.389999,195.300003,4733900,194.196259
"2022-06-01",196.389999,197.139999,191.639999,191.720001,3290200,190.63649
"2022-06-02",192.559998,196.220001,191.75,196.130005,3359200,195.021576
"2022-06-03",193.970001,197.949997,193.25,195.449997,2262700,194.345398
"2022-06-06",196,198.779999,194.199997,196.770004,2691600,195.657959
"2022-06-07",190.350006,196.199997,189.009995,195.649994,3269700,194.544266
"2022-06-08",193.899994,194.710007,191.380005,192.449997,2775700,191.362366
"2022-06-09",192.110001,198.740005,191.899994,194.279999,2999500,193.182022
"2022-06-10",189.300003,192.240005,186.149994,186.330002,3564600,185.276947
"2022-06-13",182.330002,184.5,180.110001,181.259995,3899300,180.235596
"2022-06-14",180.830002,182.860001,176.429993,177.940002,4037200,176.934372
"2022-06-15",179.399994,181.020004,176.300003,179.009995,4164200,177.998306
"2022-06-16",174.5,174.929993,170.479996,171.610001,5536300,170.640137
"2022-06-17",170.940002,175.279999,170.139999,172.470001,8499000,171.495285
"2022-06-21",176.089996,176.419998,171.389999,172.380005,4753300,171.405792
"2022-06-22",171.339996,175.369995,170.119995,173.600006,4434100,172.618896
"2022-06-23",174.520004,176.440002,173.600006,176.330002,3611500,175.333466
"2022-06-24",177.759995,182.940002,177.130005,182.839996,5346100,181.806671
"2022-06-27",183,185.320007,182.130005,184.220001,2829200,183.178879
"2022-06-28",184.479996,185.610001,174.570007,174.720001,4980300,173.732559
"2022-06-29",174.970001,177.389999,174.160004,176.100006,2802600,175.104767
