"","GRMN.Open","GRMN.High","GRMN.Low","GRMN.Close","GRMN.Volume","GRMN.Adjusted"
"2022-01-18",131.139999,133.600006,130.809998,132.779999,1464300,130.976395
"2022-01-19",133.320007,133.789993,131.160004,131.229996,1118500,129.447449
"2022-01-20",131.990005,131.990005,123.199997,123.290001,1941000,121.615295
"2022-01-21",122.709999,124.379997,120.879997,121.440002,3342300,119.790428
"2022-01-24",119,123.690002,117.970001,123.410004,1621100,121.733673
"2022-01-25",121.559998,122.779999,118.199997,121.370003,1091600,119.721375
"2022-01-26",122.940002,124.510002,119.639999,120.519997,825800,118.882919
"2022-01-27",121,122.470001,118.110001,118.860001,686200,117.245476
"2022-01-28",119.209999,121.410004,117.709999,121.25,881000,119.603012
"2022-01-31",121.519997,124.489998,120.900002,124.419998,926300,122.729942
"2022-02-01",124.529999,125.529999,122.610001,125.360001,630100,123.657181
"2022-02-02",126.870003,128.300003,125.860001,127.230003,1213300,125.501785
"2022-02-03",126.239998,127.830002,125.019997,125.099998,773300,123.400711
"2022-02-04",124.209999,126.360001,123.260002,124.760002,857700,123.065331
"2022-02-07",124.779999,126.459999,124.68,125.089996,917600,123.390846
"2022-02-08",125.699997,126.660004,124.620003,126.360001,571600,124.643593
"2022-02-09",127.599998,128.809998,127.480003,128.699997,410500,126.951805
"2022-02-10",126.970001,129.070007,124.059998,124.209999,1096700,122.522797
"2022-02-11",124.440002,125.760002,122.669998,123.230003,788600,121.556114
"2022-02-14",122.75,123.510002,120.129997,120.760002,855100,119.119667
"2022-02-15",121.959999,122.989998,118.730003,119.879997,1671700,118.25161
"2022-02-16",116.279999,121,114.25,119.589996,1618000,117.965553
"2022-02-17",117.559998,118.32,112.75,113.32,1778400,111.780724
"2022-02-18",112.889999,115.57,112.040001,114.519997,1610500,112.964424
"2022-02-22",114.419998,114.650002,111.230003,111.830002,1448900,110.310966
"2022-02-23",112.220001,113.080002,109.610001,109.790001,1243500,108.298668
"2022-02-24",106.900002,110.440002,106.660004,110.410004,3863600,108.910255
"2022-02-25",110.32,112.309998,109.849998,111.830002,1905500,110.310966
"2022-02-28",110,111.260002,109.489998,110.440002,2018900,108.939842
"2022-03-01",110.129997,110.730003,109.080002,110,2111400,108.505821
"2022-03-02",110.029999,115.209999,110,113.910004,2971300,112.362717
"2022-03-03",113.730003,114.459999,111.5,112.050003,1159900,110.527977
"2022-03-04",110.809998,111,109.510002,110.57,1052800,109.068077
"2022-03-07",110,110.209999,106.739998,108.639999,3009800,107.164291
"2022-03-08",108.050003,111.809998,107.779999,109.980003,1979600,108.486099
"2022-03-09",111.830002,112.480003,109.989998,110.720001,2000100,109.216042
"2022-03-10",109.690002,111.830002,109.040001,111.129997,1391100,109.620468
"2022-03-11",111.919998,112.309998,109.800003,109.800003,1121400,108.30854
"2022-03-14",108.870003,109.730003,108.209999,109.360001,1806800,108.536812
"2022-03-15",109.639999,110.190002,108.089996,109.690002,1753200,108.864326
"2022-03-16",110.07,111.970001,109.800003,111.93,857300,111.087463
"2022-03-17",111.110001,116.82,111.010002,116.510002,2194600,115.632988
"2022-03-18",119,120.540001,118.449997,119.610001,3346400,118.709656
"2022-03-21",119.529999,120.239998,116.129997,116.699997,1244600,115.821556
"2022-03-22",117.839996,119.269997,117.660004,118.540001,750700,117.647705
"2022-03-23",117.660004,118.849998,115.370003,115.870003,858800,114.99781
"2022-03-24",116.370003,116.889999,114.419998,116.82,983400,115.940651
"2022-03-25",117.050003,117.489998,116.139999,116.57,949700,115.692535
"2022-03-28",116.43,119.099998,116.160004,118.870003,709600,117.975227
"2022-03-29",120.690002,121.739998,120.169998,121.389999,762100,120.476257
"2022-03-30",121,121.68,119.68,120.290001,778400,119.384537
"2022-03-31",119.879997,120.980003,118.510002,118.610001,1024400,117.717178
"2022-04-01",119.5,120.029999,115.5,116.110001,1001600,115.236
"2022-04-04",116.82,119.209999,116.739998,118.75,707500,117.856125
"2022-04-05",118.580002,118.669998,116.639999,117.040001,684500,116.158997
"2022-04-06",115.699997,115.970001,113.370003,114.279999,965400,113.419769
"2022-04-07",113.050003,115.870003,113.019997,115.349998,963000,114.48172
"2022-04-08",115.190002,115.669998,113.43,114.239998,875800,113.380074
"2022-04-11",114,114.32,111.459999,111.739998,777100,110.898895
"2022-04-12",113.129997,114.830002,111.139999,111.82,764200,110.978294
"2022-04-13",111.75,113.25,111.440002,113.07,544600,112.21888
"2022-04-14",113.43,113.790001,111.269997,111.309998,539000,110.47213
"2022-04-18",110.589996,111.449997,109.889999,110.57,603400,109.737701
"2022-04-19",111,113.25,111,113.199997,607200,112.3479
"2022-04-20",114.330002,115.339996,113.199997,114.68,555400,113.816765
"2022-04-21",116.110001,117.199997,112.910004,113.230003,565400,112.377678
"2022-04-22",112.599998,113.230003,110,110.5,826100,109.668228
"2022-04-25",110.139999,112.959999,109.410004,112.809998,953600,111.960838
"2022-04-26",112.559998,112.559998,109.989998,110,1471700,109.171989
"2022-04-27",109,110.129997,107.529999,109.5,2377000,108.675758
"2022-04-28",109.269997,112.260002,109.010002,110.639999,1285500,109.807175
"2022-04-29",109.779999,112.339996,109.610001,109.739998,1388100,108.913948
"2022-05-02",109.900002,112.110001,109.610001,111.809998,1231800,110.968361
"2022-05-03",111.190002,112.639999,110.93,111.790001,779900,110.948517
"2022-05-04",111.5,114.389999,110,114.199997,731800,113.34037
"2022-05-05",112.410004,112.82,107.559998,108.75,750100,107.931404
"2022-05-06",107.459999,108.169998,104.709999,106.029999,709500,105.231873
"2022-05-09",104.18,105.5,102.330002,102.699997,700300,101.926941
"2022-05-10",104.349998,104.980003,99.830002,101.239998,832600,100.477928
"2022-05-11",100.720001,102.849998,97.620003,97.949997,870300,97.212692
"2022-05-12",97.599998,100.290001,97.360001,99.470001,759200,98.721252
"2022-05-13",100.43,102.389999,100.239998,101.360001,571000,100.597031
"2022-05-16",100.519997,101.989998,99.75,101.269997,668800,100.507698
"2022-05-17",103.230003,104.959999,102.260002,104.550003,793200,103.763016
"2022-05-18",103.080002,103.400002,100.440002,101.199997,1053400,100.438232
"2022-05-19",100.889999,101.989998,100.25,100.779999,964500,100.021393
"2022-05-20",102.120003,102.410004,97.419998,100.650002,1250500,99.892372
"2022-05-23",101.800003,101.870003,100.010002,101.370003,579400,100.606956
"2022-05-24",100.580002,101.139999,96.790001,98.940002,1164500,98.195244
"2022-05-25",98.470001,100.129997,98.470001,99.339996,896300,98.592232
"2022-05-26",100.18,103.019997,100.18,102.489998,566000,101.718521
"2022-05-27",103.400002,105.589996,103.019997,105.540001,557100,104.745567
"2022-05-31",105.139999,106.050003,103.800003,105.620003,1837900,104.824966
"2022-06-01",106.940002,107.120003,102.739998,103.510002,738200,102.730843
"2022-06-02",103.5,107.120003,103.300003,106.989998,592600,106.184647
"2022-06-03",106.010002,106.330002,104.43,104.809998,418800,104.021057
"2022-06-06",105.25,105.910004,104.089996,104.610001,570600,103.822563
"2022-06-07",103.370003,105.879997,103.169998,105.790001,503700,104.993683
"2022-06-08",105.040001,105.260002,103.269997,103.559998,592300,102.780464
"2022-06-09",102.849998,104.160004,101.870003,101.879997,674900,101.113113
"2022-06-10",100.760002,100.849998,99.150002,99.93,581100,99.177795
"2022-06-13",97.080002,98.5,96.260002,97.529999,925100,96.795853
"2022-06-14",97.699997,98.389999,96.360001,96.720001,905900,95.991959
"2022-06-15",96.93,98.370003,95.209999,96.980003,874700,96.25
"2022-06-16",94.440002,95.43,92.529999,92.779999,1189600,92.779999
"2022-06-17",93.57,94.419998,92.629997,93.470001,1803500,93.470001
"2022-06-21",94.839996,96.150002,94.349998,95.650002,944600,95.650002
"2022-06-22",94.650002,97.220001,94.650002,96.480003,1072400,96.480003
"2022-06-23",96.760002,98.940002,96.540001,98.879997,863800,98.879997
"2022-06-24",99.099998,100.18,98.5,100.129997,1450700,100.129997
"2022-06-27",100.019997,101.449997,99.220001,100.150002,796700,100.150002
"2022-06-28",100.989998,101.849998,98.059998,98.18,711700,98.18
"2022-06-29",98.230003,99.330002,97.190002,99.029999,726100,99.029999
