"","AVGO.Open","AVGO.High","AVGO.Low","AVGO.Close","AVGO.Volume","AVGO.Adjusted"
"2022-01-10",608.859985,622.039978,603.570007,621.159973,2979300,611.914795
"2022-01-11",615.539978,628,614.570007,622.049988,1903700,612.791565
"2022-01-12",627.51001,630.98999,619.73999,622,1880600,612.74231
"2022-01-13",627.469971,627.880005,594.150024,597.190002,3004800,588.301575
"2022-01-14",595.780029,600.380005,592,596.369995,2566100,587.493713
"2022-01-18",588.320007,591.039978,575.98999,577.789978,3582500,569.190247
"2022-01-19",581.580017,584.72998,563.330017,563.969971,2269200,555.575989
"2022-01-20",568,570.140015,546.77002,547.719971,2522500,539.56781
"2022-01-21",546.640015,555.400024,531.340027,533.22998,3801000,525.293518
"2022-01-24",530.890015,543.51001,513.400024,541.580017,5425600,533.519226
"2022-01-25",528,545.400024,524.219971,534.140015,3815800,526.189941
"2022-01-26",552,574.169983,550.070007,557.119995,4971500,548.827942
"2022-01-27",569.719971,570.26001,541.030029,542.309998,3418300,534.238403
"2022-01-28",543.359985,560.5,532.390015,560.099976,3025400,551.76355
"2022-01-31",559.400024,586.369995,556,585.880005,4028800,577.159851
"2022-02-01",585.869995,593.900024,575.820007,592.719971,2571900,583.898071
"2022-02-02",599,604.799988,593.630005,603.429993,2444300,594.448669
"2022-02-03",595.669983,599.02002,580.119995,580.849976,3060200,572.204712
"2022-02-04",576.380005,596.530029,576.140015,590.159973,2054800,581.37616
"2022-02-07",590.159973,601.580017,584.159973,587.630005,1867100,578.88385
"2022-02-08",588.380005,601.849976,586.98999,600.219971,1457000,591.286438
"2022-02-09",607.349976,611.719971,601.559998,611.340027,2200400,602.241028
"2022-02-10",595.299988,614.640015,588.570007,591.359985,2492000,582.558289
"2022-02-11",591.359985,599.76001,569.080017,573.419983,2728100,564.885315
"2022-02-14",575,582.809998,570.070007,578.580017,1929100,569.968567
"2022-02-15",589.030029,606.039978,588.25,602.77002,3428400,593.798523
"2022-02-16",594.059998,600.809998,587.219971,597.210022,2293100,588.321289
"2022-02-17",589.700012,591.580017,578.890015,579,2142400,570.382263
"2022-02-18",580.940002,587.73999,573.280029,579.98999,1970800,571.357544
"2022-02-22",579.98999,590.210022,569.809998,577.460022,2020400,568.865234
"2022-02-23",580.22998,585.070007,564.73999,565.190002,2241600,556.777832
"2022-02-24",551.580017,585.690002,549.02002,580,3531600,571.367432
"2022-02-25",579.830017,589.380005,574,588.01001,2238000,579.258179
"2022-02-28",581,592.299988,576.380005,587.440002,2500500,578.696655
"2022-03-01",584.789978,587.619995,565.299988,570.119995,2489800,561.634399
"2022-03-02",574.52002,590.530029,573.580017,585.780029,2177100,577.061401
"2022-03-03",593.679993,593.700012,574.330017,578.599976,2645400,569.98822
"2022-03-04",592.789978,605.909973,584.01001,595.98999,4475700,587.119385
"2022-03-07",597.080017,598.780029,570,570.700012,2649400,562.205811
"2022-03-08",572.169983,596.049988,563.609985,575.950012,2699300,567.377686
"2022-03-09",588.789978,601.640015,587,597.02002,2256000,588.134094
"2022-03-10",585.559998,590.02002,576.369995,587.72998,1932300,578.9823
"2022-03-11",592,594.429993,577.119995,577.849976,1981300,569.24939
"2022-03-14",576.960022,579.97998,564.75,567.799988,2523400,559.348999
"2022-03-15",577.27002,596.76001,575.039978,592.76001,2826000,583.9375
"2022-03-16",596.650024,607.710022,584.059998,607.119995,2945400,598.08374
"2022-03-17",604.719971,607,597.630005,602.669983,1817400,593.700012
"2022-03-18",603.969971,613.210022,595.98999,610.409973,4153800,601.324768
"2022-03-21",605.599976,605.599976,588.859985,601.289978,2578900,596.346008
"2022-03-22",601.719971,613.5,599.330017,611.340027,1926200,606.313477
"2022-03-23",608,611.369995,599.159973,599.380005,1383900,594.451782
"2022-03-24",606.630005,627.219971,602,626.429993,2601600,621.279358
"2022-03-25",627.080017,630.409973,620.070007,628.869995,1453800,623.69928
"2022-03-28",625.880005,633.299988,615.780029,632.880005,1442700,627.676331
"2022-03-29",640,645.309998,630,641.469971,2300100,636.195679
"2022-03-30",638.869995,644.289978,627.330017,631.090027,1862600,625.901062
"2022-03-31",630.47998,639,628.049988,629.679993,2173100,624.502625
"2022-04-01",631.690002,634.570007,618.690002,626.97998,1626700,621.824829
"2022-04-04",626.419983,636.719971,624.52002,634.849976,1648400,629.630127
"2022-04-05",629.549988,632.26001,613,614.119995,1977800,609.070557
"2022-04-06",602.080017,611.590027,593.77002,602,2374200,597.050232
"2022-04-07",599.830017,607.640015,593.23999,603.049988,1658300,598.091553
"2022-04-08",597.380005,598.590027,585.969971,587,2046400,582.173584
"2022-04-11",582.580017,589.280029,579.429993,580.609985,2351200,575.83606
"2022-04-12",589.109985,598.590027,582.169983,585.070007,1735000,580.25946
"2022-04-13",588.5,596.710022,586.049988,592.539978,2026600,587.667969
"2022-04-14",594.98999,597.059998,572.859985,573.849976,2738500,569.131653
"2022-04-18",572.849976,591.219971,572.849976,586.5,2137500,581.677673
"2022-04-19",579.359985,598.700012,579.359985,597.619995,1658100,592.706238
"2022-04-20",604.200012,613.429993,595.130005,597.719971,1392000,592.805359
"2022-04-21",605.539978,615.869995,590.659973,592.72998,2035200,587.856445
"2022-04-22",590.109985,598.73999,586.26001,586.950012,2106400,582.123962
"2022-04-25",581.48999,588.76001,571.119995,587.880005,2695900,583.046326
"2022-04-26",583.799988,585.460022,559.710022,560.070007,3580900,555.464966
"2022-04-27",555.789978,570.080017,555,559.539978,1931300,554.939331
"2022-04-28",565.940002,585.02002,557.969971,578.940002,2233400,574.17981
"2022-04-29",572.619995,578.280029,553.400024,554.390015,2610800,549.831726
"2022-05-02",557.140015,577.640015,556.380005,576.349976,2672500,571.611084
"2022-05-03",576.01001,586.75,571.77002,581.169983,1706400,576.391479
"2022-05-04",581.789978,604.070007,573.97998,603.659973,2389600,598.696533
"2022-05-05",594.22998,597.869995,574.289978,579.98999,3280600,575.221191
"2022-05-06",574.940002,589.97998,569.429993,580.099976,2074500,575.330261
"2022-05-09",572.880005,578,560.27002,562.919983,3007400,558.291504
"2022-05-10",580.48999,591.150024,571.799988,581.390015,2927100,576.60968
"2022-05-11",574.580017,584.690002,565.859985,567.109985,2666000,562.447083
"2022-05-12",563.400024,573.609985,558.26001,571.570007,2551800,566.870422
"2022-05-13",577.049988,591.590027,573.5,588.23999,1944900,583.40332
"2022-05-16",584.380005,589.140015,577.650024,582.669983,1418900,577.87915
"2022-05-17",595.450012,609,593.609985,608.150024,2467600,603.149658
"2022-05-18",600,600.719971,566.179993,570.570007,3502400,565.878662
"2022-05-19",558,560.75,538.960022,546.210022,3488400,541.718933
"2022-05-20",553.900024,554.98999,512.440002,543.190002,4028100,538.723755
"2022-05-23",524,535.570007,514.26001,526.359985,5858600,522.032166
"2022-05-24",526.659973,528.869995,516.190002,524.200012,2506000,519.889954
"2022-05-25",523.900024,537.450012,523.900024,531.630005,1784200,527.25885
"2022-05-26",531.539978,554.570007,527.719971,550.659973,3974300,546.132324
"2022-05-27",562.090027,585.460022,560.01001,583.280029,3730100,578.484192
"2022-05-31",584.5,587.030029,576,580.130005,3000900,575.360046
"2022-06-01",587.580017,590.940002,568.429993,573.619995,1834500,568.903564
"2022-06-02",577.75,577.77002,568.130005,576.73999,2948800,571.997925
"2022-06-03",568.869995,569.599976,560.97998,563.320007,2054700,558.688293
"2022-06-06",571.52002,572.719971,557.539978,561.22998,1455700,556.615417
"2022-06-07",560.539978,574.539978,557.530029,572.98999,1589500,568.278748
"2022-06-08",571.820007,576.27002,562.140015,565.359985,2400400,560.711487
"2022-06-09",561.159973,573.640015,555.929993,556.219971,1878700,551.646606
"2022-06-10",550.090027,551.039978,539.719971,541.27002,2401800,536.81958
"2022-06-13",526.780029,533,516.02002,517.619995,3161900,513.364014
"2022-06-14",524.969971,524.969971,514.590027,520.169983,2438000,515.893005
"2022-06-15",529.150024,533.830017,515.52002,526.710022,1914100,522.379272
"2022-06-16",511.950012,514.429993,492.279999,497.179993,3724400,493.092072
"2022-06-17",495,500.359985,487.869995,498.649994,4348400,494.549988
"2022-06-21",504.079987,510.910004,502.890015,503.769989,2190100,503.769989
"2022-06-22",496.309998,503.769989,494.200012,496.100006,2472100,496.100006
"2022-06-23",501.75,501.75,491.01001,496.579987,1670700,496.579987
"2022-06-24",505,511.799988,501.450012,509.089996,2118700,509.089996
"2022-06-27",513.799988,514.039978,502.820007,505.709991,1320700,505.709991
"2022-06-28",512.609985,514.150024,498.109985,498.450012,1566700,498.450012
"2022-06-29",495.480011,495.929993,486.670013,490.410004,1444400,490.410004
