"","IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted"
"2021-12-29",132.399994,134.210007,132.300003,133.350006,4239900,130.18364
"2021-12-30",133.75,134.369995,133.330002,133.910004,3158100,130.730362
"2021-12-31",134,134.990005,133.610001,133.660004,3362100,130.486298
"2022-01-03",134.070007,136.289993,133.630005,136.039993,4605900,132.809769
"2022-01-04",136.100006,139.949997,135.899994,138.020004,7300000,134.742767
"2022-01-05",138.309998,142.199997,137.880005,138.220001,8956900,134.938019
"2022-01-06",138.199997,138.410004,132.509995,135.339996,9908100,132.126389
"2022-01-07",134.899994,135.660004,133.509995,134.830002,5238100,131.62851
"2022-01-10",134.470001,136.199997,133.380005,135.029999,5432800,131.823761
"2022-01-11",130.520004,133.25,127.970001,132.869995,11105300,129.715042
"2022-01-12",133.25,134.470001,131.369995,133.589996,5352000,130.417938
"2022-01-13",133.899994,136.050003,133.559998,134.759995,4868300,131.560165
"2022-01-14",134.550003,135.139999,133.300003,134.210007,5310300,131.023239
"2022-01-18",132.949997,133.889999,131.779999,132.940002,5246700,129.783386
"2022-01-19",132.899994,133.899994,131.5,131.580002,4103700,128.455673
"2022-01-20",131.259995,132.880005,130.570007,130.820007,5278200,127.71373
"2022-01-21",131.649994,131.869995,129.270004,129.350006,5907000,126.278633
"2022-01-24",127.989998,129.149994,124.190002,128.820007,13484000,125.761215
"2022-01-25",129.139999,137.339996,128.300003,136.100006,19715700,132.868347
"2022-01-26",136.470001,137.070007,133.130005,134.259995,8336000,131.072037
"2022-01-27",133.660004,134.75,132.080002,132.520004,5497300,129.373367
"2022-01-28",133.190002,134.529999,131.789993,134.5,5471500,131.306335
"2022-01-31",134.089996,134.089996,132.300003,133.570007,5859000,130.398438
"2022-02-01",133.759995,135.960007,132.5,135.529999,6206400,132.31189
"2022-02-02",135.699997,137.559998,135.259995,137.25,5357200,133.991043
"2022-02-03",137,138.759995,135.830002,137.779999,6100800,134.508453
"2022-02-04",137.860001,138.820007,136.220001,137.149994,4142000,133.893402
"2022-02-07",137.449997,137.820007,136.270004,137.240005,3759000,133.981277
"2022-02-08",137.229996,137.520004,135.779999,137.020004,4181800,133.76651
"2022-02-09",137.839996,138.350006,136.830002,137.789993,5393500,134.518204
"2022-02-10",135.470001,136.559998,133.169998,133.520004,5978600,131.919739
"2022-02-11",133.899994,134.710007,132.380005,132.690002,4176200,131.099686
"2022-02-14",132.589996,132.649994,129.070007,130.149994,5345300,128.590118
"2022-02-15",130.639999,131.679993,129.610001,129.940002,4394000,128.382645
"2022-02-16",129.449997,130.440002,128.259995,129.179993,4875600,127.631744
"2022-02-17",128.050003,128.5,124.849998,124.970001,6797000,123.472214
"2022-02-18",124.940002,125.440002,123.610001,124.349998,4609200,122.859642
"2022-02-22",124.199997,125,122.68,123.919998,5349700,122.434792
"2022-02-23",124.379997,124.699997,121.870003,122.07,4086400,120.606972
"2022-02-24",120,122.099998,118.809998,121.970001,6563200,120.508171
"2022-02-25",122.050003,124.260002,121.449997,124.18,4460900,122.691681
"2022-02-28",122.209999,123.389999,121.040001,122.510002,6757300,121.041695
"2022-03-01",122.669998,123.389999,120.699997,121.349998,4873300,119.895599
"2022-03-02",122.589996,124.639999,121.800003,123.860001,4891400,122.375519
"2022-03-03",124.959999,126.669998,124.239998,125.93,5206600,124.420708
"2022-03-04",124.400002,127.349998,124.209999,126.620003,4402400,125.10244
"2022-03-07",126.470001,127.910004,125.620003,126.07,5047400,124.559029
"2022-03-08",126.620003,128.350006,124.82,125.68,4887600,124.173706
"2022-03-09",127.410004,128.100006,125.910004,126.220001,4403500,124.70723
"2022-03-10",125.75,126.029999,123.129997,124.349998,5326800,122.859642
"2022-03-11",125,126.769997,123.910004,123.959999,4119600,122.474319
"2022-03-14",124.449997,125.160004,122.690002,123.940002,3289200,122.454559
"2022-03-15",124,125.940002,123.220001,125.639999,4021200,124.134178
"2022-03-16",126.5,127.279999,124.709999,127.040001,4292800,125.517403
"2022-03-17",127.099998,128.289993,126.529999,127.959999,3671900,126.426376
"2022-03-18",127.379997,128.929993,126.370003,128.759995,7466000,127.216782
"2022-03-21",129,129.740005,127.400002,128.100006,3384600,126.564705
"2022-03-22",128.5,129.300003,127.849998,129.059998,2690200,127.513191
"2022-03-23",129.080002,129.320007,128.25,128.300003,2924500,126.762306
"2022-03-24",128.330002,129.369995,127.800003,129.25,2971100,127.700912
"2022-03-25",129.5,131.399994,129.309998,131.350006,3530200,129.775757
"2022-03-28",130.820007,131.5,129.600006,131.470001,2483500,129.894302
"2022-03-29",132.039993,132.839996,130.429993,131.940002,5791000,130.358673
"2022-03-30",132.009995,133.080002,131.389999,132.130005,2622900,130.546402
"2022-03-31",130.720001,131.880005,130,130.020004,4274000,128.461685
"2022-04-01",129.660004,130.270004,128.059998,130.149994,4012400,128.590118
"2022-04-04",130.259995,130.449997,128.929993,130.270004,2809800,128.708694
"2022-04-05",129.850006,131.229996,128.660004,128.889999,3107200,127.34523
"2022-04-06",127.779999,129.509995,127.25,129.389999,3958100,127.839233
"2022-04-07",128.869995,129.25,126.730003,128.550003,3538300,127.009308
"2022-04-08",128.009995,128.779999,127.269997,127.730003,3143300,126.199135
"2022-04-11",127.949997,128.179993,126.18,126.370003,3202500,124.855438
"2022-04-12",126.419998,127.339996,125.580002,125.980003,2691000,124.470108
"2022-04-13",125.639999,126.669998,124.910004,126.139999,3064900,124.628189
"2022-04-14",128.929993,130.580002,126.379997,126.559998,6384200,125.043152
"2022-04-18",126.599998,127.389999,125.529999,126.169998,4884200,124.657829
"2022-04-19",126.080002,129.399994,126,129.149994,7971400,127.602104
"2022-04-20",135,139.559998,133.380005,138.320007,17859200,136.662216
"2022-04-21",138.229996,141.880005,137.350006,139.850006,9922300,138.173874
"2022-04-22",139.699997,140.440002,137.350006,138.25,6508600,136.593048
"2022-04-25",137.589996,139.649994,135.190002,139.100006,5748300,137.432861
"2022-04-26",139,139.869995,136.169998,136.190002,4956200,134.557739
"2022-04-27",135.779999,137.119995,134.630005,135.059998,4369100,133.441284
"2022-04-28",136.850006,136.990005,134.809998,135.740005,4474300,134.113144
"2022-04-29",135.130005,135.550003,132,132.210007,5078700,130.625443
"2022-05-02",133,133.770004,130.889999,133.039993,4213500,131.44548
"2022-05-03",133,133.600006,131.990005,132.520004,3688600,130.931732
"2022-05-04",132.869995,137.869995,132.139999,137.399994,5932600,135.753235
"2022-05-05",136.460007,137.259995,134.759995,135.919998,5957400,134.29097
"2022-05-06",135.470001,137.990005,135.470001,137.669998,7306400,136.020004
"2022-05-09",134.410004,136.350006,133.320007,134.440002,7647900,134.440002
"2022-05-10",135,135.410004,128.429993,129.130005,8642400,129.130005
"2022-05-11",129.860001,132.960007,129.860001,130.75,5301100,130.75
"2022-05-12",131.270004,133.619995,130.410004,132.899994,5384800,132.899994
"2022-05-13",133,133.800003,131.050003,133.600006,4195100,133.600006
"2022-05-16",133.100006,136.509995,132.410004,135.029999,4250400,135.029999
"2022-05-17",137.190002,138.369995,135.639999,138.369995,4372900,138.369995
"2022-05-18",137.100006,137.619995,132.169998,132.940002,6003000,132.940002
"2022-05-19",132,132.320007,128.710007,129.660004,5819700,129.660004
"2022-05-20",130.179993,130.369995,125.800003,128.479996,6914500,128.479996
"2022-05-23",129.5,131.949997,129.419998,131.169998,3591500,131.169998
"2022-05-24",130.570007,134.369995,130.419998,133.800003,4189700,133.800003
"2022-05-25",132.860001,134.820007,132.860001,134.389999,3299300,134.389999
"2022-05-26",135,137.550003,134.520004,136.889999,3929300,136.889999
"2022-05-27",137.389999,139.740005,137.240005,139.270004,4608000,139.270004
"2022-05-31",138.199997,139.830002,136.809998,138.839996,7978100,138.839996
"2022-06-01",139.669998,140.470001,138.520004,139.429993,3796500,139.429993
"2022-06-02",139.449997,140.289993,136.850006,140.149994,3734800,140.149994
"2022-06-03",140.259995,142.580002,139.740005,141.179993,4352200,141.179993
"2022-06-06",142.979996,144.729996,142,142.880005,4766900,142.880005
"2022-06-07",142.600006,142.979996,140.960007,142.779999,2887100,142.779999
"2022-06-08",142.070007,142.800003,140.149994,140.830002,3005700,140.830002
"2022-06-09",140.149994,141.039993,137.929993,137.960007,3591000,137.960007
"2022-06-10",137.800003,137.800003,135.25,136.190002,4659500,136.190002
"2022-06-13",133.970001,137.570007,133.759995,135.110001,6486000,135.110001
"2022-06-14",135,136.949997,134.860001,135.720001,4607800,135.720001
"2022-06-15",136.009995,138.449997,135.580002,137.059998,4606900,137.059998
"2022-06-16",135.300003,136.240005,134.389999,135.669998,5386400,135.669998
"2022-06-17",135.990005,136.979996,132.850006,135.020004,12968500,135.020004
"2022-06-21",135.899994,138.5,135.899994,137.850006,4089300,137.850006
"2022-06-22",136.100006,138.179993,136.029999,137.080002,3791500,137.080002
"2022-06-23",137.139999,138.619995,136.5,138.440002,4547900,138.440002
"2022-06-24",139.199997,142.369995,139.130005,142.059998,11493000,142.059998
"2022-06-27",142.259995,143.830002,141.949997,142.800003,3936000,142.800003
"2022-06-28",142.919998,144.160004,141.320007,141.860001,4064800,141.860001
"2022-06-29",142.740005,143.520004,139.5,140.710007,4161500,140.710007
