"","NVDA.Open","NVDA.High","NVDA.Low","NVDA.Close","NVDA.Volume","NVDA.Adjusted"
"2022-01-04",302.769989,304.679993,283.48999,292.899994,52715400,292.788177
"2022-01-05",289.48999,294.160004,275.329987,276.040009,49806400,275.934631
"2022-01-06",276.399994,284.380005,270.649994,281.779999,45418600,281.672424
"2022-01-07",281.410004,284.220001,270.570007,272.470001,40993900,272.365997
"2022-01-10",265.809998,274.690002,256.440002,274,59468100,273.895416
"2022-01-11",273.230011,280.649994,268.390015,278.170013,40408900,278.063843
"2022-01-12",280.670013,285.950012,276.079987,279.98999,38341300,279.883118
"2022-01-13",283.790009,284.799988,264.980011,265.75,54017100,265.64856
"2022-01-14",263,271.970001,262.100006,269.420013,39583200,269.317169
"2022-01-18",262.600006,266.380005,257.700012,259.029999,42427000,258.931122
"2022-01-19",260.790009,265.429993,250.520004,250.669998,48831500,250.574326
"2022-01-20",253.039993,255.789993,240.779999,241.5,43518100,241.407822
"2022-01-21",235.070007,248.229996,232.630005,233.740005,71895800,233.650787
"2022-01-24",223.300003,233.800003,208.880005,233.720001,91398200,233.630798
"2022-01-25",225.460007,229.429993,220,223.240005,66461600,223.1548
"2022-01-26",232.399994,240.570007,223,227.720001,75595900,227.633087
"2022-01-27",235.679993,239.949997,216.75,219.440002,57335300,219.356247
"2022-01-28",220.119995,228.580002,212.960007,228.399994,54377400,228.31282
"2022-01-31",231.820007,245.089996,230.520004,244.860001,56468000,244.766541
"2022-02-01",251.039993,251.449997,238.899994,246.380005,51892500,246.285965
"2022-02-02",257.940002,258.170013,245.529999,252.419998,54341900,252.323669
"2022-02-03",244.580002,250.770004,237.800003,239.479996,41017800,239.388596
"2022-02-04",239.720001,246.350006,236.320007,243.190002,35482900,243.097183
"2022-02-07",243.720001,251.820007,242.020004,247.279999,37686800,247.185623
"2022-02-08",243.589996,252.300003,239.800003,251.080002,41035900,250.984177
"2022-02-09",256.220001,267.25,253.529999,267.049988,52428200,266.948059
"2022-02-10",259.950012,269.25,256,258.23999,51320000,258.141418
"2022-02-11",259.160004,261.519989,237.729996,239.490005,60547200,239.398605
"2022-02-14",239.339996,248.75,237.550003,242.669998,44042400,242.577377
"2022-02-15",249.490005,265.450012,247.839996,264.950012,69986900,264.848877
"2022-02-16",262.589996,265.820007,255.520004,265.109985,73267600,265.008789
"2022-02-17",256.299988,257.850006,241.649994,245.070007,81059500,244.976471
"2022-02-18",246.679993,249.860001,231,236.419998,76125500,236.329758
"2022-02-22",230.350006,240.639999,230,233.899994,63342200,233.810715
"2022-02-23",238.020004,241.550003,223.009995,223.869995,56651100,223.784546
"2022-02-24",210.149994,238,208.899994,237.479996,73580100,237.389359
"2022-02-25",237.210007,242.169998,233.809998,241.570007,52886600,241.477814
"2022-02-28",239.919998,246.649994,237.070007,243.850006,47731900,243.756927
"2022-03-01",242.910004,243.770004,231.320007,234.770004,41205600,234.680405
"2022-03-02",237.559998,244.089996,234.149994,242.199997,38964200,242.148804
"2022-03-03",242.619995,243.259995,234.690002,237.139999,36509500,237.089874
"2022-03-04",233.839996,236.800003,224.820007,229.360001,43141500,229.311523
"2022-03-07",228.169998,230.330002,213.300003,213.520004,45082100,213.474869
"2022-03-08",213.089996,223.729996,206.5,215.139999,55746700,215.094528
"2022-03-09",223.869995,232.199997,222.470001,230.139999,49274200,230.091354
"2022-03-10",225.309998,227.880005,218.820007,226.580002,42806600,226.53212
"2022-03-11",230.220001,231.449997,220.460007,221,36720900,220.953293
"2022-03-14",218.690002,222.619995,211.589996,213.300003,38535400,213.254913
"2022-03-15",215.179993,230.380005,213.220001,229.729996,49199600,229.681442
"2022-03-16",235,245.970001,231.720001,244.960007,67142200,244.908234
"2022-03-17",241.199997,248.419998,239.059998,247.660004,47194100,247.607666
"2022-03-18",247.990005,265.690002,246.240005,264.529999,73071900,264.474091
"2022-03-21",265.070007,271.519989,259.670013,267.339996,59172700,267.283478
"2022-03-22",267.269989,272.380005,260.720001,265.23999,54700700,265.183929
"2022-03-23",261.26001,266.119995,255.75,256.339996,50212000,256.285828
"2022-03-24",261.660004,283.200012,259.070007,281.5,87737900,281.440491
"2022-03-25",278.859985,283.579987,272.709991,276.920013,57901600,276.861481
"2022-03-28",277.559998,282.5,272.059998,282.190002,42549400,282.130371
"2022-03-29",286.950012,289.459991,279.799988,286.559998,48898400,286.49942
"2022-03-30",283.040009,284.959991,275.029999,276.899994,46348700,276.841461
"2022-03-31",277.820007,282.480011,272.700012,272.859985,52344000,272.802307
"2022-04-01",273.75,274.959991,262.670013,267.119995,51723500,267.063538
"2022-04-04",267.279999,275.579987,266.130005,273.600006,39712000,273.542175
"2022-04-05",272.540009,273.190002,258.200012,259.309998,43661500,259.255188
"2022-04-06",249.339996,253,240.029999,244.070007,70383300,244.018417
"2022-04-07",244.410004,247.220001,234.779999,242.080002,55799200,242.028839
"2022-04-08",239.169998,239.229996,230.619995,231.190002,52478100,231.141144
"2022-04-11",222.139999,223.199997,216.600006,219.169998,57520700,219.123672
"2022-04-12",225.369995,227.25,212.820007,215.039993,66225800,214.994537
"2022-04-13",217.279999,225,214.550003,222.029999,51694300,221.983078
"2022-04-14",225.050003,227.770004,211.630005,212.580002,56909700,212.535065
"2022-04-18",212,220.880005,210.789993,217.830002,52570100,217.783966
"2022-04-19",217.199997,223.729996,213.139999,221.979996,51278100,221.933075
"2022-04-20",225.169998,226.699997,212,214.820007,46897400,214.774597
"2022-04-21",217.089996,223.919998,200,201.830002,65620900,201.787338
"2022-04-22",203.029999,204.860001,195,195.149994,62471300,195.108749
"2022-04-25",192.020004,199.449997,190.960007,199.020004,64156600,198.977936
"2022-04-26",197.179993,197.880005,186.699997,187.880005,65314300,187.840302
"2022-04-27",185.979996,191.669998,182.899994,184.149994,49946000,184.111069
"2022-04-28",189.669998,200.369995,184.899994,197.820007,57032700,197.778198
"2022-04-29",194.020004,201.279999,185.169998,185.470001,50043500,185.430801
"2022-05-02",185.410004,195.740005,183.910004,195.330002,57204900,195.288712
"2022-05-03",194,198.25,191.330002,196.020004,47575100,195.978577
"2022-05-04",199.229996,204,187.509995,203.339996,64885500,203.297012
"2022-05-05",198.669998,199.25,185,188.440002,62633100,188.400177
"2022-05-06",187.360001,195.119995,179.899994,186.75,63329700,186.710526
"2022-05-09",180.339996,182.550003,168.270004,169.5,64445500,169.464172
"2022-05-10",176.889999,181.979996,170.25,175.949997,76147400,175.912811
"2022-05-11",173.470001,177.529999,165.679993,166.300003,67016700,166.264847
"2022-05-12",162.190002,167.880005,155.669998,161.75,70872800,161.71582
"2022-05-13",167.880005,179.279999,165.929993,177.059998,67043700,177.022568
"2022-05-16",175.089996,177.880005,171.059998,172.639999,52144600,172.603516
"2022-05-17",180.740005,183.710007,176.339996,181.770004,58583000,181.731583
"2022-05-18",177.050003,181.179993,168.639999,169.380005,54516100,169.344208
"2022-05-19",169.369995,176.869995,167.339996,171.240005,62131000,171.203812
"2022-05-20",173.320007,174.100006,157.550003,166.940002,73910500,166.904724
"2022-05-23",162.740005,169.149994,161.789993,168.979996,63988900,168.944275
"2022-05-24",165.100006,165.970001,157.800003,161.539993,58855000,161.505844
"2022-05-25",160.199997,171.110001,160,169.75,78113200,169.714127
"2022-05-26",160.360001,180.919998,160.220001,178.509995,99657500,178.47226
"2022-05-27",181.860001,188.809998,181,188.110001,73837900,188.070236
"2022-05-31",189.800003,192,183.5,186.720001,66410000,186.680542
"2022-06-01",187.240005,190.529999,181.220001,183.199997,54451400,183.16127
"2022-06-02",182.919998,196.190002,181.979996,195.919998,64865600,195.878586
"2022-06-03",190.820007,193.320007,185.220001,187.199997,59877900,187.160431
"2022-06-06",191.389999,193.369995,185.639999,187.860001,42240600,187.820297
"2022-06-07",184.720001,190,181.880005,189.259995,38891400,189.219986
"2022-06-08",187.990005,191.800003,185.350006,186.479996,36325200,186.479996
"2022-06-09",184.809998,189.330002,180.410004,180.479996,39557400,180.479996
"2022-06-10",176,176.970001,168.690002,169.740005,46524800,169.740005
"2022-06-13",160,163.119995,156.059998,156.470001,60415300,156.470001
"2022-06-14",157.309998,160.660004,154.119995,158.360001,46968000,158.360001
"2022-06-15",160.949997,168.679993,159.259995,165.270004,56393600,165.270004
"2022-06-16",158.600006,159.419998,154.009995,156.009995,54574900,156.009995
"2022-06-17",156.479996,159.949997,153.279999,158.800003,63033400,158.800003
"2022-06-21",164.75,170.080002,164.070007,165.660004,48308900,165.660004
"2022-06-22",162.259995,166.619995,161.800003,163.600006,43713500,163.600006
"2022-06-23",165.190002,165.850006,158.529999,162.25,46368000,162.25
"2022-06-24",165,171.399994,163.100006,171.259995,47215300,171.259995
"2022-06-27",173.119995,173.300003,166.259995,168.690002,42796800,168.690002
"2022-06-28",169,172.020004,159.449997,159.820007,46114900,159.820007
"2022-06-29",158.139999,158.199997,151.699997,155.419998,48235200,155.419998
