"","TEL.Open","TEL.High","TEL.Low","TEL.Close","TEL.Volume","TEL.Adjusted"
"2022-01-07",160.919998,162.059998,158.240005,158.570007,1523300,157.316986
"2022-01-10",157.270004,158.309998,155.399994,158.270004,1323600,157.019348
"2022-01-11",158.919998,160.789993,157.690002,160.259995,1031000,158.993622
"2022-01-12",161.710007,162.149994,159.720001,160.699997,911000,159.430145
"2022-01-13",161.059998,162.350006,159.350006,159.619995,1239600,158.358673
"2022-01-14",157.720001,161.089996,157.720001,160.740005,2385200,159.469833
"2022-01-18",158.990005,160.020004,156.100006,159.050003,2135600,157.793198
"2022-01-19",159.940002,160.850006,156.929993,156.990005,2388800,155.749481
"2022-01-20",157.809998,158.649994,153.679993,154,2218700,152.783096
"2022-01-21",154.240005,154.520004,150.389999,150.899994,3608500,149.707581
"2022-01-24",148.619995,152.850006,145.089996,152.509995,2567000,151.304855
"2022-01-25",149.860001,151.080002,147.300003,149.199997,1543600,148.021011
"2022-01-26",148.789993,148.789993,139.130005,140.720001,3361300,139.608032
"2022-01-27",143.169998,143.169998,136.330002,137.270004,2558100,136.185303
"2022-01-28",137.270004,140.5,134.300003,140.419998,2461300,139.31041
"2022-01-31",139.479996,143.220001,139.009995,143.009995,1778800,141.879929
"2022-02-01",143.050003,143.649994,139.679993,143.100006,2264300,141.969223
"2022-02-02",144.199997,148.910004,143.759995,147.960007,2025500,146.790833
"2022-02-03",145.690002,148.210007,144.520004,145.300003,1674300,144.15184
"2022-02-04",144.880005,146.399994,142.940002,144.619995,1593300,143.477219
"2022-02-07",145.110001,145.970001,142.990005,143.369995,1780700,142.237091
"2022-02-08",144.190002,146.610001,143.820007,145.779999,1033400,144.628052
"2022-02-09",147.979996,149.960007,147.309998,149.899994,1090600,148.715485
"2022-02-10",147.419998,151.759995,146.490005,147.380005,1426800,146.215408
"2022-02-11",147.759995,147.839996,142.350006,143.449997,1660300,142.316467
"2022-02-14",143.460007,145.139999,141.619995,143.529999,1529500,142.395828
"2022-02-15",146,148.330002,145.330002,147.990005,1506700,146.820587
"2022-02-16",147.169998,150.169998,146.669998,149.740005,1273400,148.556763
"2022-02-17",147.100006,147.820007,143.970001,144.300003,983400,143.639374
"2022-02-18",144.25,145.339996,142.75,143.479996,1293100,142.82312
"2022-02-22",143,143.630005,139.240005,140.679993,1565800,140.035934
"2022-02-23",142.220001,142.679993,137.960007,138.300003,1242000,137.66684
"2022-02-24",134.5,141.649994,134.130005,141.440002,1617800,140.792465
"2022-02-25",141.880005,144.979996,141.25,144.710007,1042300,144.047501
"2022-02-28",141.789993,143.190002,140.339996,142.429993,1875300,141.777924
"2022-03-01",141.610001,141.740005,134.419998,135.289993,2808600,134.670609
"2022-03-02",136.529999,140.160004,135.199997,138.649994,1630300,138.015228
"2022-03-03",138.970001,139.369995,136.070007,136.660004,2174400,136.034348
"2022-03-04",134.119995,135.509995,132.259995,133.429993,2558500,132.819122
"2022-03-07",133.940002,134.270004,127.279999,127.699997,4066500,127.115364
"2022-03-08",128.410004,133.339996,126.68,128.759995,2004600,128.170502
"2022-03-09",132.210007,133.639999,129.899994,130.429993,2769200,129.832855
"2022-03-10",128.5,131.130005,126.050003,130.289993,2022000,129.693497
"2022-03-11",130.820007,131.580002,126.93,127.419998,3147000,126.836647
"2022-03-14",128.619995,128.850006,126.080002,126.419998,2358400,125.841225
"2022-03-15",128.070007,128.149994,125.480003,127.379997,3103400,126.796829
"2022-03-16",128.899994,131.850006,128.399994,131.360001,2467600,130.758606
"2022-03-17",130.429993,132.660004,130.25,132.660004,2224700,132.052658
"2022-03-18",131.839996,134.259995,131,133.839996,2550700,133.227249
"2022-03-21",133.610001,134.75,131.330002,132.009995,1770800,131.405624
"2022-03-22",132.949997,133.050003,131.190002,131.830002,3416800,131.226456
"2022-03-23",130.75,131.919998,129.139999,129.229996,2180400,128.638351
"2022-03-24",130.429993,131.880005,128.759995,131.830002,2227400,131.226456
"2022-03-25",132.520004,133.5,130.300003,132.240005,1766100,131.634583
"2022-03-28",131.470001,131.970001,129.009995,131.440002,1780200,130.838242
"2022-03-29",133.190002,137.300003,133.119995,136.919998,1704500,136.293152
"2022-03-30",135.850006,137,132.949997,133.589996,1518500,132.978394
"2022-03-31",132.740005,133.460007,130.949997,130.979996,2237900,130.380341
"2022-04-01",132.449997,132.699997,130.160004,131.820007,1360600,131.216507
"2022-04-04",132.110001,132.690002,131.059998,132.149994,1037600,131.544983
"2022-04-05",130.910004,131.710007,127.059998,127.529999,1903600,126.946144
"2022-04-06",125.849998,126.349998,123.830002,125.059998,2022600,124.48745
"2022-04-07",124.800003,126.25,123.650002,125.400002,2125600,124.825897
"2022-04-08",124.900002,126.440002,124.239998,124.760002,1746100,124.188828
"2022-04-11",123.75,124.980003,123.050003,123.220001,1553600,122.655876
"2022-04-12",124.309998,125.610001,122.900002,123.400002,1377600,122.835052
"2022-04-13",123.309998,124.440002,123.150002,124.18,1024000,123.611481
"2022-04-14",124.669998,124.82,120.75,120.879997,1576500,120.326591
"2022-04-18",121.190002,122.669998,120.730003,122,1160000,121.44146
"2022-04-19",122.349998,124.639999,122.279999,124.379997,972000,123.810562
"2022-04-20",125.699997,127.730003,125.610001,126.669998,1442500,126.09008
"2022-04-21",128.330002,129.350006,125.639999,126.019997,1249900,125.443054
"2022-04-22",125.129997,125.650002,122.730003,122.879997,1269200,122.317429
"2022-04-25",121.769997,124.519997,120.589996,124.400002,1411300,123.830475
"2022-04-26",123.510002,124.029999,120.260002,120.260002,1727400,119.709435
"2022-04-27",121.599998,127.120003,120.220001,125.18,3210100,124.606903
"2022-04-28",127.110001,128.050003,123.970001,126.959999,1903900,126.378754
"2022-04-29",126,128.050003,124.459999,124.779999,1424600,124.208733
"2022-05-02",125.029999,126.160004,122.910004,125.779999,1193600,125.204155
"2022-05-03",126.459999,127.779999,125.790001,126.970001,1343800,126.38871
"2022-05-04",127.110001,131.899994,126.25,131.169998,1916100,130.569473
"2022-05-05",129.5,129.690002,126.169998,127.650002,1841300,127.065598
"2022-05-06",126.870003,128.020004,125.080002,127.309998,1511100,126.72715
"2022-05-09",125.019997,126.32,122.709999,123.290001,1818000,122.725555
"2022-05-10",125.160004,126.160004,122.230003,124.82,1449500,124.24855
"2022-05-11",124,127.360001,121.75,122.019997,1787400,121.461365
"2022-05-12",121.300003,123.650002,119.809998,122.610001,1576100,122.048668
"2022-05-13",123.980003,125.739998,123.470001,125.220001,1349600,124.646721
"2022-05-16",124.160004,124.690002,121.889999,123.75,1334200,123.183449
"2022-05-17",126.510002,129.160004,125.879997,129.139999,1216500,128.548767
"2022-05-18",127.550003,127.620003,121.839996,122.32,1510600,121.759995
"2022-05-19",120.690002,123.690002,120.25,122.68,1429000,122.68
"2022-05-20",124.349998,124.349998,119.580002,122.68,1981600,122.68
"2022-05-23",123.970001,123.970001,121.099998,123.650002,1423800,123.650002
"2022-05-24",122.629997,124.129997,120.889999,123.629997,1291500,123.629997
"2022-05-25",122.860001,123.449997,120.980003,122.379997,2138300,122.379997
"2022-05-26",123.709999,125.510002,122.830002,124.839996,2509300,124.839996
"2022-05-27",126.349998,129.580002,125.900002,129.490005,1342600,129.490005
"2022-05-31",129.270004,130.720001,127.43,129.389999,2183600,129.389999
"2022-06-01",129.259995,129.800003,126.910004,128.160004,1359500,128.160004
"2022-06-02",128.889999,131.770004,127.870003,131.669998,914400,131.669998
"2022-06-03",129.990005,130.830002,129.279999,130.070007,967200,130.070007
"2022-06-06",131.490005,132.970001,131.100006,131.940002,1385800,131.940002
"2022-06-07",130.509995,132.779999,130.5,132.669998,1038400,132.669998
"2022-06-08",132,132.509995,130.479996,130.800003,871300,130.800003
"2022-06-09",129.899994,130.929993,127.690002,127.790001,875700,127.790001
"2022-06-10",124.620003,126.110001,122.669998,123.379997,1190100,123.379997
"2022-06-13",119.32,121.25,118.019997,118.529999,2444400,118.529999
"2022-06-14",118.599998,119.610001,117.480003,118.389999,1135000,118.389999
"2022-06-15",119.470001,122.07,117.989998,120.599998,1068500,120.599998
"2022-06-16",117.5,117.580002,112.010002,112.870003,1906600,112.870003
"2022-06-17",113.150002,116.660004,112.650002,115.529999,2980200,115.529999
"2022-06-21",116.910004,118.529999,116.910004,117.93,1301800,117.93
"2022-06-22",115.800003,116.93,114.25,114.589996,2604900,114.589996
"2022-06-23",114.879997,115.82,113.440002,115.589996,1383200,115.589996
"2022-06-24",117.120003,118.739998,116.82,118.389999,1611500,118.389999
"2022-06-27",119.440002,119.440002,117.419998,117.550003,1819600,117.550003
"2022-06-28",118.199997,119.150002,114.82,114.919998,1645800,114.919998
"2022-06-29",115.25,115.25,112.639999,112.889999,2302200,112.889999
