"","ARE.Open","ARE.High","ARE.Low","ARE.Close","ARE.Volume","ARE.Adjusted"
"2022-01-14",209.360001,210.699997,206.360001,210.279999,1505000,207.379227
"2022-01-18",209.610001,209.919998,206.440002,207.389999,686000,204.529099
"2022-01-19",208.149994,210.179993,206.279999,206.339996,824800,203.493576
"2022-01-20",206.259995,207.779999,198.119995,198.330002,1006000,195.59407
"2022-01-21",198.330002,199.259995,195.869995,196.580002,1325300,193.868225
"2022-01-24",194.080002,195.979996,187.75,195.259995,1421200,192.566422
"2022-01-25",193.179993,195.619995,190.490005,194.160004,1268700,191.481598
"2022-01-26",194.759995,197.210007,188.720001,189.720001,1059200,187.102844
"2022-01-27",191.589996,193.419998,184.580002,185.539993,1186300,182.980499
"2022-01-28",185.919998,189.669998,183.029999,189.559998,1383300,186.945053
"2022-01-31",189.699997,194.979996,189.619995,194.839996,1422000,192.152222
"2022-02-01",194.679993,196.710007,192.770004,195.279999,1100600,192.586151
"2022-02-02",195.479996,199.039993,195.470001,196.919998,849100,194.203522
"2022-02-03",195.759995,196.729996,191.339996,191.789993,962800,189.144287
"2022-02-04",191.300003,193.380005,189.119995,190.610001,852100,187.980576
"2022-02-07",190.580002,191.009995,187.119995,187.559998,1124500,184.972641
"2022-02-08",187.479996,188.309998,185.020004,186.949997,957800,184.371063
"2022-02-09",189.410004,191.210007,189.130005,191.149994,982900,188.513123
"2022-02-10",187.110001,190.479996,184.110001,185.210007,1664000,182.655075
"2022-02-11",185.919998,187.639999,183.399994,185.649994,1298200,183.088989
"2022-02-14",185.899994,186.949997,182.729996,183.619995,823000,181.08699
"2022-02-15",185.399994,186.800003,184.669998,185.179993,733700,182.625473
"2022-02-16",185.5,187.630005,183.740005,187.089996,600600,184.509125
"2022-02-17",186.270004,187.399994,184.759995,186.009995,976200,183.444031
"2022-02-18",185.740005,187.029999,185.210007,185.610001,785800,183.049545
"2022-02-22",185.639999,188.300003,185.149994,187.580002,1222200,184.992371
"2022-02-23",188.539993,190.300003,185.039993,185.75,1091800,183.187622
"2022-02-24",182.139999,190.839996,182.139999,190.089996,1269500,187.467743
"2022-02-25",191.089996,193.899994,189.619995,193.679993,890000,191.008209
"2022-02-28",190.899994,192.759995,187.660004,189.399994,1300100,186.787247
"2022-03-01",189.699997,190.839996,186.880005,187.809998,1540900,185.219193
"2022-03-02",188.270004,190.740005,187.779999,189.639999,911100,187.023956
"2022-03-03",190.830002,193.089996,188.119995,192.199997,780300,189.54863
"2022-03-04",191.210007,195.460007,191.210007,194.660004,801500,191.974701
"2022-03-07",194.940002,196.389999,189.429993,189.440002,832500,186.826706
"2022-03-08",188.839996,193.889999,187.710007,190.800003,1164000,188.167953
"2022-03-09",193.399994,195.020004,191.970001,192.210007,825900,189.558517
"2022-03-10",190,191.619995,189.460007,191.380005,861500,188.73996
"2022-03-11",191.970001,192.889999,187.520004,188.429993,928000,185.830643
"2022-03-14",189.75,190.539993,187.429993,188.429993,716700,185.830643
"2022-03-15",190.289993,191.880005,189.139999,190.759995,703100,188.12851
"2022-03-16",191.919998,194.009995,187.350006,191.619995,1023100,188.976624
"2022-03-17",191.050003,194.800003,191.050003,194.020004,626100,191.343536
"2022-03-18",194.679993,196.25,193.449997,195.639999,3460100,192.941177
"2022-03-21",194.880005,196.25,192.580002,193.539993,732900,190.870148
"2022-03-22",194.169998,194.990005,192.729996,193.259995,886300,190.594009
"2022-03-23",192.509995,193.350006,190,190.259995,709400,187.635391
"2022-03-24",190,192.029999,189.059998,191.869995,521000,189.22319
"2022-03-25",192.660004,195.350006,191.550003,195,717600,192.309998
"2022-03-28",195.660004,197,194.660004,196.699997,768100,193.986557
"2022-03-29",199.910004,202.800003,198.479996,202.639999,1103000,199.84462
"2022-03-30",200.660004,202.5,200.240005,202.080002,721600,200.429794
"2022-03-31",202.919998,206.029999,201.25,201.25,1303300,199.606583
"2022-04-01",201.779999,206.190002,201.509995,205.970001,705300,204.28804
"2022-04-04",205.5,206.850006,202,203.100006,626200,201.441483
"2022-04-05",202.559998,206.529999,202.199997,202.740005,802700,201.084412
"2022-04-06",201.699997,206.649994,200.990005,206.25,778400,204.56575
"2022-04-07",205.699997,205.699997,202.169998,203.559998,933900,201.897705
"2022-04-08",203.479996,203.839996,200.779999,202.889999,662900,201.233185
"2022-04-11",202.889999,202.889999,197.210007,198.550003,1034400,196.928635
"2022-04-12",198.589996,199.350006,195.330002,197.440002,857800,195.827698
"2022-04-13",197.660004,198.899994,195.839996,198.300003,716000,196.680664
"2022-04-14",198.880005,200.050003,195.860001,196.179993,797600,194.577972
"2022-04-18",196.490005,196.990005,193.350006,194.149994,485200,192.564545
"2022-04-19",195.440002,198.160004,193.649994,197.550003,620100,195.936798
"2022-04-20",197.940002,201.509995,197.580002,200.990005,756200,199.348709
"2022-04-21",202.059998,203.389999,199.550003,199.660004,917000,198.029572
"2022-04-22",199.210007,199.369995,195.779999,195.779999,735100,194.181244
"2022-04-25",195.699997,195.979996,190.619995,193,1264800,191.42395
"2022-04-26",190,194.460007,189.940002,190.600006,907300,189.043549
"2022-04-27",190.179993,191.399994,187.350006,187.380005,951700,185.849838
"2022-04-28",188.449997,190.919998,187.410004,190.440002,800500,188.884857
"2022-04-29",189.440002,189.820007,181.710007,182.160004,1381200,180.67247
"2022-05-02",182.039993,182.960007,174.009995,178.149994,1073200,176.695206
"2022-05-03",179.179993,182.149994,177.779999,180.509995,843500,179.035934
"2022-05-04",180.690002,184.679993,178.889999,184.309998,787300,182.804901
"2022-05-05",183.610001,184.679993,177.369995,179.179993,928300,177.716797
"2022-05-06",178.820007,178.960007,174.669998,176.679993,727400,175.237213
"2022-05-09",174.75,175.490005,166.619995,167.270004,1241400,165.904068
"2022-05-10",169.270004,171.309998,162.660004,163.160004,1180200,161.827621
"2022-05-11",163.130005,166.600006,161.539993,161.720001,1340600,160.399384
"2022-05-12",161.389999,163.619995,159.759995,161.960007,1338200,160.637436
"2022-05-13",163.809998,166.479996,161.320007,166.449997,1426000,165.090759
"2022-05-16",166.779999,166.929993,164.169998,164.949997,7e+05,163.602997
"2022-05-17",165.949997,166.059998,163.619995,165.539993,1064800,164.188187
"2022-05-18",164.979996,165.039993,157.369995,158,866100,156.709763
"2022-05-19",157.899994,160.350006,156.940002,157.820007,1123700,156.531235
"2022-05-20",158,159.889999,157.149994,159.710007,1603900,158.405807
"2022-05-23",161.419998,162.779999,158.479996,160.710007,738500,159.397644
"2022-05-24",160.940002,160.940002,157.449997,160.25,1091700,158.941391
"2022-05-25",159.990005,162.190002,159.410004,160.279999,1049100,158.971146
"2022-05-26",162.070007,164.389999,159.940002,163.300003,1269600,161.966476
"2022-05-27",164.130005,169.119995,164.130005,168.589996,723300,167.213272
"2022-05-31",167.149994,167.669998,165.389999,165.949997,1519900,164.594833
"2022-06-01",166.020004,166.630005,162.220001,163.809998,897400,162.472305
"2022-06-02",163.100006,166.770004,162.389999,166.649994,576200,165.289124
"2022-06-03",165,165.070007,163.039993,163.369995,528900,162.035904
"2022-06-06",164.660004,165.119995,162.130005,162.570007,881400,161.242447
"2022-06-07",161.839996,164.389999,159.020004,164.320007,1009900,162.978165
"2022-06-08",162.880005,162.880005,155.779999,156.080002,980800,154.805435
"2022-06-09",155.300003,156.339996,150.289993,150.470001,1104400,149.241257
"2022-06-10",148.080002,148.610001,146.25,146.289993,981100,145.095383
"2022-06-13",142.660004,143.580002,135.929993,136.710007,1375400,135.593628
"2022-06-14",137.270004,138.550003,134.580002,135.369995,2055300,134.264557
"2022-06-15",136.979996,138.800003,134.369995,135.729996,1364500,134.621613
"2022-06-16",132.429993,133.119995,130.020004,130.539993,1289000,129.473999
"2022-06-17",130,132.910004,130,131.779999,3789300,130.703873
"2022-06-21",132.889999,134.229996,131.449997,131.619995,1711300,130.545181
"2022-06-22",130.410004,134.820007,130.300003,133.389999,1864900,132.30072
"2022-06-23",133.039993,138.210007,133.039993,137.949997,1364700,136.823486
"2022-06-24",139.139999,144.070007,138.789993,143.529999,1857300,142.357925
"2022-06-27",143.360001,146.789993,143.179993,145.660004,1723300,144.470535
"2022-06-28",146.509995,148.529999,144.229996,144.5,1403300,143.320007
"2022-06-29",142.770004,145.410004,142.559998,144.539993,907600,144.539993
