"","AVB.Open","AVB.High","AVB.Low","AVB.Close","AVB.Volume","AVB.Adjusted"
"2022-01-14",250.809998,250.809998,245.889999,248.679993,637300,245.154816
"2022-01-18",249.380005,249.399994,244.309998,247.979996,810400,244.464752
"2022-01-19",248.940002,250.050003,245.740005,245.970001,715300,242.483246
"2022-01-20",245.949997,248.600006,242.940002,243.369995,830400,239.920105
"2022-01-21",244.940002,245.910004,240.610001,242,671900,238.569534
"2022-01-24",240,241.460007,232.559998,240.389999,805700,236.982346
"2022-01-25",237.570007,242.380005,233.940002,241.5,1126900,238.076614
"2022-01-26",241.509995,246.690002,238.630005,240.5,699800,237.09079
"2022-01-27",242.509995,244.210007,237.149994,237.210007,971400,233.847427
"2022-01-28",237.259995,243.770004,234.009995,243.360001,853700,239.910248
"2022-01-31",242.339996,244.889999,240.25,244.229996,1193700,240.767914
"2022-02-01",244.220001,245.509995,241.929993,244.479996,590600,241.014374
"2022-02-02",244.529999,252.759995,243.949997,251.630005,984000,248.063019
"2022-02-03",248.660004,253.089996,245.210007,250.210007,696100,246.663147
"2022-02-04",248.789993,250.809998,245.039993,247.300003,641700,243.794403
"2022-02-07",246.960007,249.509995,244.059998,244.369995,597300,240.905914
"2022-02-08",245.649994,245.720001,239.729996,240.490005,750100,237.080933
"2022-02-09",242.539993,249.429993,242.539993,248.75,710700,245.223831
"2022-02-10",245.889999,248.720001,240.309998,242,881000,238.569534
"2022-02-11",243.350006,243.929993,238.580002,240.669998,712200,237.258377
"2022-02-14",241.020004,242.550003,236.809998,238.149994,538800,234.774094
"2022-02-15",239.600006,241.490005,238.669998,239.960007,562700,236.558456
"2022-02-16",240.5,240.630005,236.770004,239.869995,519000,236.469711
"2022-02-17",238.270004,239.320007,235.25,236.139999,455400,232.792587
"2022-02-18",237,238.669998,234.839996,235.089996,1150300,231.757477
"2022-02-22",235,237.720001,233.800003,236.25,610200,232.901047
"2022-02-23",236.589996,239.649994,234.149994,234.380005,710000,231.057541
"2022-02-24",230.789993,237.389999,229,236.369995,663200,233.019333
"2022-02-25",237.809998,244.210007,236.520004,244.050003,685400,240.590469
"2022-02-28",240.070007,242.850006,235.5,238.589996,893000,235.20787
"2022-03-01",239.020004,239.770004,232.699997,234.179993,778300,230.860367
"2022-03-02",236.080002,242.029999,234.259995,240.679993,818400,237.268234
"2022-03-03",242.059998,243.809998,239.789993,243.100006,716100,239.653946
"2022-03-04",240.539993,247.369995,240.539993,247.339996,803500,243.833817
"2022-03-07",247.419998,249.880005,244.529999,244.580002,670700,241.112961
"2022-03-08",244.720001,244.720001,238.899994,239.949997,605900,236.548584
"2022-03-09",244.25,246.639999,242.669998,244.460007,523800,240.994659
"2022-03-10",241.949997,244.550003,240.580002,244.020004,467700,240.560898
"2022-03-11",245.789993,246.979996,240.639999,241.119995,450000,237.701996
"2022-03-14",242,243.669998,238.279999,239.320007,406600,235.927521
"2022-03-15",241.589996,242.080002,237.220001,240.220001,533600,236.814758
"2022-03-16",241.509995,244.809998,237.850006,243.009995,601400,239.565201
"2022-03-17",241.440002,245.970001,241.270004,245.970001,554300,242.483246
"2022-03-18",248,248,243.979996,245.380005,1081600,241.901627
"2022-03-21",246.160004,247.460007,243.100006,244.830002,468600,241.359421
"2022-03-22",246.009995,246.880005,241.630005,243.070007,566300,239.624374
"2022-03-23",243.259995,243.259995,240.419998,241.440002,433800,238.017471
"2022-03-24",240.679993,243.350006,240.5,243.199997,390700,239.752518
"2022-03-25",244.589996,247.389999,243.610001,247.240005,550000,243.735245
"2022-03-28",247.910004,250.259995,246.210007,249.990005,457400,246.446274
"2022-03-29",252.470001,259.049988,252.470001,258.26001,1088600,254.599045
"2022-03-30",255.710007,255.710007,249.940002,251.949997,566700,249.917114
"2022-03-31",252.419998,253.729996,248.169998,248.369995,943000,246.365997
"2022-04-01",249.440002,254.520004,249.020004,254.440002,460400,252.387024
"2022-04-04",254.029999,255.520004,248.839996,251.009995,431900,248.984695
"2022-04-05",250.320007,254.360001,248.220001,249.440002,665600,247.427368
"2022-04-06",249.410004,255.039993,246.570007,254.949997,596400,252.892899
"2022-04-07",247.600006,250.440002,246.029999,249.339996,1975200,247.328171
"2022-04-08",249,250.630005,247.320007,249.610001,726500,247.595993
"2022-04-11",250,250.610001,244.759995,246.25,1204100,244.263107
"2022-04-12",246.059998,248.229996,244.509995,246.479996,649700,244.491241
"2022-04-13",246.470001,248.279999,245.389999,247.619995,564600,245.62204
"2022-04-14",248.580002,249.479996,246.169998,246.610001,618900,244.620193
"2022-04-18",246.539993,248.5,242.5,244.050003,754900,242.080856
"2022-04-19",245.839996,248.539993,245.559998,246.919998,592700,244.927689
"2022-04-20",247.710007,254.070007,247.639999,253.5,1008300,251.454605
"2022-04-21",255.240005,258.809998,253.949997,256.01001,1181600,253.944366
"2022-04-22",256.170013,256.170013,250.690002,250.850006,874800,248.825989
"2022-04-25",250.979996,250.979996,246.020004,248.419998,951000,246.415588
"2022-04-26",248.039993,250.309998,243.960007,244.350006,783500,242.378433
"2022-04-27",244.199997,245.850006,240.539993,240.779999,620300,238.837234
"2022-04-28",238.929993,241.800003,236.5,239.5,694300,237.567566
"2022-04-29",237.350006,238.619995,226.889999,227.479996,1427100,225.644547
"2022-05-02",228.479996,229.690002,216.970001,221.149994,1363200,219.365616
"2022-05-03",222.149994,224.110001,219.860001,222.440002,851900,220.645218
"2022-05-04",222.419998,223.029999,215.550003,222.479996,855500,220.684891
"2022-05-05",222.630005,223.089996,214.330002,216.720001,1107900,214.971375
"2022-05-06",214.270004,215.110001,209.570007,212.429993,1167400,210.715973
"2022-05-09",211,211,202.410004,203.720001,1140000,202.076263
"2022-05-10",205.300003,206.429993,199,200.089996,1098100,198.47554
"2022-05-11",200.880005,206.860001,200.589996,203.479996,1037000,201.838196
"2022-05-12",203.5,204.990005,202.039993,204.089996,1103400,202.443268
"2022-05-13",205.619995,207.509995,203.779999,207.210007,692900,205.538101
"2022-05-16",207.619995,208.539993,204.589996,204.850006,568600,203.197144
"2022-05-17",206.789993,207.929993,203.380005,207.839996,1032200,206.16301
"2022-05-18",207.649994,208.759995,200.679993,201.559998,838300,199.933685
"2022-05-19",199.839996,201.770004,197.619995,199.360001,712100,197.751434
"2022-05-20",201.339996,201.550003,197.889999,200.949997,846600,199.328613
"2022-05-23",203.160004,204.600006,199.089996,204.190002,576700,202.542465
"2022-05-24",204.020004,205.509995,200.169998,205.009995,490200,203.35585
"2022-05-25",203.889999,205.619995,202.479996,204.940002,578400,203.286423
"2022-05-26",206.190002,207.380005,205.179993,205.449997,625900,203.792297
"2022-05-27",206.289993,211.320007,205.470001,210.910004,702300,209.208252
"2022-05-31",209.070007,209.559998,206.5,207.960007,1272600,206.282059
"2022-06-01",208.229996,208.850006,203.149994,207.570007,538300,205.895203
"2022-06-02",207.600006,209.279999,204.289993,208.970001,609300,207.283905
"2022-06-03",207.690002,208.279999,204.75,205.020004,683200,203.365768
"2022-06-06",206.389999,206.389999,199.740005,200.800003,750500,199.179825
"2022-06-07",200,205.070007,198.839996,204.850006,577600,203.197144
"2022-06-08",202.910004,204.320007,198.619995,200.490005,719700,198.87233
"2022-06-09",199.910004,200.389999,194.690002,194.869995,635800,193.297668
"2022-06-10",192.740005,196.389999,190.850006,194.440002,870100,192.87114
"2022-06-13",190.880005,192.029999,185.809998,186.759995,1087800,185.253098
"2022-06-14",187.529999,188.899994,184.259995,185.190002,969300,183.69577
"2022-06-15",186.809998,190.229996,185.360001,187.580002,628500,186.066483
"2022-06-16",183.850006,187.210007,183.350006,186.389999,683600,184.886093
"2022-06-17",186.860001,191.979996,186.839996,190.990005,2294400,189.448975
"2022-06-21",191.740005,196.240005,191.190002,191.399994,1087900,189.855667
"2022-06-22",190.110001,194.449997,189.429993,191.889999,693500,190.341705
"2022-06-23",192.360001,196.759995,192.360001,196.490005,678300,194.904602
"2022-06-24",196.580002,197.009995,194.259995,195.149994,1164300,193.575409
"2022-06-27",194.429993,201.710007,194.029999,198.770004,1126500,197.166199
"2022-06-28",199.089996,202.119995,196.600006,197.059998,470000,195.470001
"2022-06-29",194.899994,195.559998,193.550003,195.080002,386600,195.080002
