"","TROW.Open","TROW.High","TROW.Low","TROW.Close","TROW.Volume","TROW.Adjusted"
"2022-01-10",190.289993,190.850006,185.220001,189.210007,1170700,185.458786
"2022-01-11",189.75,193.820007,187.399994,193.679993,865800,189.840149
"2022-01-12",193,193,180.449997,180.830002,2838700,177.244934
"2022-01-13",181.449997,182.300003,176.860001,177.309998,1890400,173.794708
"2022-01-14",176.220001,176.429993,173.270004,174.970001,1766800,171.501099
"2022-01-18",173.289993,173.789993,169.270004,170.759995,2478800,167.374557
"2022-01-19",172.289993,172.889999,167.639999,167.789993,1560900,164.46344
"2022-01-20",169.910004,171.539993,164.190002,164.789993,1371800,161.522934
"2022-01-21",162.610001,163.490005,159.470001,159.679993,1978300,156.514236
"2022-01-24",155.240005,159.940002,150.690002,159.320007,3065100,156.161377
"2022-01-25",155.970001,160,152.929993,157.649994,1607500,154.52449
"2022-01-26",160.149994,162.809998,155.179993,156.619995,2308100,153.514893
"2022-01-27",156.419998,156.5,145.789993,149.850006,3511300,146.879135
"2022-01-28",149.470001,150.070007,143.639999,149.809998,2642600,146.83992
"2022-01-31",149.809998,154.660004,149.759995,154.429993,3252200,151.368301
"2022-02-01",154.240005,156.419998,152.449997,155.75,2150000,152.66214
"2022-02-02",156.25,157.399994,154.350006,156.850006,1625800,153.740356
"2022-02-03",152.899994,154.179993,147.679993,147.970001,2111200,145.036392
"2022-02-04",149.149994,150.449997,147.029999,148.699997,2080000,145.751923
"2022-02-07",149.490005,154.240005,148.270004,151.839996,3357300,148.829666
"2022-02-08",151.820007,152.639999,149.160004,151.279999,2694700,148.280762
"2022-02-09",153.729996,156,152.940002,153.259995,2270500,150.221512
"2022-02-10",151.050003,154.229996,147.139999,147.830002,2720100,144.89917
"2022-02-11",148.779999,149.470001,143.440002,144.25,2244300,141.390137
"2022-02-14",144.309998,145.910004,142.809998,144.139999,2057200,141.282318
"2022-02-15",146.800003,148.699997,145.940002,146.580002,1849500,143.67395
"2022-02-16",145.399994,147.080002,145.149994,146.149994,1423300,143.252472
"2022-02-17",144.520004,146.009995,142.820007,143.419998,2244000,140.576599
"2022-02-18",143.009995,144.529999,141.529999,143.470001,1785400,140.62561
"2022-02-22",142.740005,145.179993,141.279999,142.210007,1428000,139.390594
"2022-02-23",143.699997,145.119995,139.270004,139.690002,1659300,136.920563
"2022-02-24",135.449997,143.5,134.130005,142.740005,2896800,139.910095
"2022-02-25",144.399994,145.690002,142.940002,145.259995,1790200,142.380112
"2022-02-28",142.539993,145.110001,141.75,144.559998,1551900,141.694
"2022-03-01",143.759995,144.5,138.759995,139.559998,1934500,136.793121
"2022-03-02",141.380005,143.970001,140.309998,142.979996,1234200,140.145325
"2022-03-03",144.089996,144.330002,140.229996,142.919998,1319300,140.086517
"2022-03-04",141.570007,141.800003,137.759995,138.75,2047100,135.999191
"2022-03-07",139.020004,139.470001,134.169998,134.460007,1963000,131.79425
"2022-03-08",134.389999,138.839996,133.070007,134.880005,1732700,132.205917
"2022-03-09",138.649994,140.600006,138.369995,138.880005,1653400,136.126617
"2022-03-10",136.910004,139,135.100006,138.580002,1653300,135.832565
"2022-03-11",139.639999,140.110001,136.220001,136.330002,1237900,133.627167
"2022-03-14",136.630005,138.910004,135.550003,136.940002,1665900,135.417038
"2022-03-15",138.029999,140.529999,137.259995,139.389999,1774100,137.839783
"2022-03-16",141.889999,146.899994,141,145.149994,2115100,143.535721
"2022-03-17",144.089996,147.360001,143.740005,146.990005,1977000,145.35527
"2022-03-18",146.770004,148,145.240005,146.75,5104600,145.117935
"2022-03-21",146.779999,147.889999,144.350006,145.669998,1252200,144.049942
"2022-03-22",146.729996,149.759995,146.119995,149.440002,1452600,147.778015
"2022-03-23",148.449997,148.649994,146.160004,146.429993,1089900,144.801483
"2022-03-24",147.369995,148.960007,145.699997,148.770004,936900,147.115479
"2022-03-25",149.320007,150.660004,147.880005,148.919998,973200,147.263794
"2022-03-28",148,150.339996,147.570007,150.270004,1053600,148.598785
"2022-03-29",152.740005,155.610001,152.199997,155,1261200,153.276184
"2022-03-30",155.149994,155.960007,152.240005,153.100006,1103200,151.397324
"2022-03-31",153.669998,154.460007,151.100006,151.190002,1752200,149.50856
"2022-04-01",152.399994,153.539993,151.669998,152.860001,1207700,151.159988
"2022-04-04",153,157.770004,152.800003,155.759995,1553100,154.027725
"2022-04-05",155.100006,156.149994,153.759995,154.850006,1852600,153.127853
"2022-04-06",152.479996,153.009995,147.740005,148.380005,1897200,146.729813
"2022-04-07",147.490005,148.270004,144.360001,146.5,1737800,144.870712
"2022-04-08",146.330002,148.179993,144.979996,146.149994,1117000,144.524597
"2022-04-11",145.410004,145.940002,142.899994,143.070007,1284100,141.478867
"2022-04-12",143.289993,148.949997,143.130005,143.869995,1465100,142.269958
"2022-04-13",143.410004,143.869995,141.559998,143.580002,1222600,141.983185
"2022-04-14",144.529999,144.919998,138.720001,138.960007,1020600,137.414581
"2022-04-18",138.559998,139.820007,137.440002,139.309998,933200,137.760681
"2022-04-19",139.580002,145.309998,139.580002,145.119995,1012900,143.506058
"2022-04-20",145.660004,145.860001,142.710007,143.399994,1445400,141.805191
"2022-04-21",145.139999,146.039993,138.649994,139.580002,1410700,138.027679
"2022-04-22",139.289993,139.710007,134.110001,134.25,1836500,132.756958
"2022-04-25",134,137.279999,131.679993,137.190002,1665400,135.664261
"2022-04-26",135.809998,136.100006,131.429993,131.449997,1603400,129.988083
"2022-04-27",131.460007,133.360001,130.649994,131.059998,1719600,129.602432
"2022-04-28",131,132.410004,126.940002,129.360001,2873700,127.921341
"2022-04-29",127.870003,129.720001,122.639999,123.040001,4000100,121.671623
"2022-05-02",124.300003,125.690002,122.220001,125.279999,1990200,123.886711
"2022-05-03",125.68,130.899994,125.510002,128.610001,1828100,127.17968
"2022-05-04",128.389999,135.389999,127.620003,134.759995,1761100,133.261276
"2022-05-05",132.520004,132.990005,126.010002,127.349998,2018300,125.933693
"2022-05-06",127.349998,127.900002,123.459999,125.830002,1493900,124.430595
"2022-05-09",123.669998,126.089996,122.059998,122.440002,1761600,121.0783
"2022-05-10",124.720001,125.839996,121.019997,122.900002,1580000,121.53318
"2022-05-11",121.389999,122.290001,114.660004,114.779999,2857200,113.503487
"2022-05-12",113.910004,119.800003,112.650002,119.239998,2407400,117.913879
"2022-05-13",121.379997,123.470001,120.400002,121.959999,1705700,120.603638
"2022-05-16",121.669998,122.699997,118.93,121.089996,1267600,119.743309
"2022-05-17",123.980003,126.169998,122.040001,125.669998,1769600,124.272369
"2022-05-18",123.889999,124.610001,120.959999,121.309998,1570400,119.960861
"2022-05-19",120,121.720001,119.25,120.129997,2105800,118.793983
"2022-05-20",121.129997,124.099998,119,121.779999,1880500,120.425636
"2022-05-23",123.5,123.650002,120.559998,121.309998,1676900,119.960861
"2022-05-24",120.669998,120.870003,115.860001,120.339996,1906800,119.001648
"2022-05-25",120.010002,123.300003,119.510002,122.989998,1606400,121.622177
"2022-05-26",123.550003,128.149994,123.550003,127.730003,1795800,126.309471
"2022-05-27",128.75,131.380005,128.100006,129.889999,1570300,128.445435
"2022-05-31",129.070007,129.279999,125.040001,127.089996,2412900,125.676582
"2022-06-01",127.870003,128.240005,122.970001,123.889999,1442100,122.512169
"2022-06-02",123.919998,127.110001,123.370003,127.089996,1263900,125.676582
"2022-06-03",125.07,126.019997,124.5,125.050003,987100,123.659271
"2022-06-06",126.760002,127.910004,125.080002,125.32,974900,123.92627
"2022-06-07",124.309998,126.400002,123.379997,126.110001,1074400,124.707481
"2022-06-08",125.160004,125.550003,122.739998,123.150002,865100,121.780403
"2022-06-09",123.150002,124.389999,121.190002,121.209999,1012700,119.861977
"2022-06-10",118.18,119.43,114.68,114.849998,2461400,113.572708
"2022-06-13",110.5,110.769997,106.639999,107.900002,3030600,106.700005
"2022-06-14",107.489998,109.5,106.610001,107.68,1615800,107.68
"2022-06-15",108.959999,112.010002,108.120003,110.07,1991300,110.07
"2022-06-16",107.220001,107.440002,104.720001,106.089996,2141200,106.089996
"2022-06-17",106.089996,108.540001,105.339996,106.68,3052900,106.68
"2022-06-21",109.410004,110.480003,109.029999,109.889999,1488000,109.889999
"2022-06-22",108.849998,112.18,108.459999,111.330002,1621000,111.330002
"2022-06-23",111.510002,115.010002,111.510002,115,1719800,115
"2022-06-24",116.059998,121.529999,115.68,121.5,4002600,121.5
"2022-06-27",122,122.589996,120.059998,120.510002,1664800,120.510002
"2022-06-28",121.290001,122.699997,117.290001,117.870003,1816000,117.870003
"2022-06-29",115.900002,117.360001,114.480003,115.5,1850900,115.5
