"","WMT.Open","WMT.High","WMT.Low","WMT.Close","WMT.Volume","WMT.Adjusted"
"2022-01-04",144.039993,145.139999,141.759995,142,11310000,140.940598
"2022-01-05",142.850006,145.949997,142.740005,143.919998,11806000,142.846268
"2022-01-06",143.619995,144.639999,142.399994,143.520004,7276300,142.449265
"2022-01-07",143.5,145.360001,142.960007,144.889999,6574500,143.809036
"2022-01-10",145.440002,145.589996,143.119995,144.610001,7577200,143.531128
"2022-01-11",144.210007,144.619995,143.179993,144.199997,7222900,143.124176
"2022-01-12",143.679993,143.960007,143,143.440002,6315600,142.369858
"2022-01-13",143.429993,145.679993,143.110001,145.470001,8084200,144.384705
"2022-01-14",144.220001,146.630005,144.220001,145.059998,8955800,143.977768
"2022-01-18",144.410004,144.699997,142.130005,142.520004,7041300,141.456726
"2022-01-19",142.539993,144.990005,141.919998,143.940002,7558000,142.866119
"2022-01-20",142.350006,144.460007,141.070007,141.220001,7462400,140.166428
"2022-01-21",141.220001,142.259995,140.059998,140.190002,9169400,139.144104
"2022-01-24",139.070007,140.529999,137.309998,140.199997,9566400,139.154022
"2022-01-25",139.990005,140.369995,136.809998,137.149994,9826500,136.126785
"2022-01-26",137.339996,138.789993,135.160004,135.75,8728500,134.737228
"2022-01-27",136.919998,139.080002,135.369995,135.839996,9253000,134.826553
"2022-01-28",136,137.570007,133.949997,137.520004,8377300,136.494019
"2022-01-31",137.089996,140.039993,136.699997,139.809998,6731200,138.766922
"2022-02-01",139.210007,141.149994,138.990005,140.910004,6774400,139.858734
"2022-02-02",141,141.639999,140.149994,140.850006,6049900,139.799179
"2022-02-03",140.259995,141.990005,139.770004,140.990005,6913700,139.938141
"2022-02-04",140.889999,141,138.350006,139.330002,7345500,138.290512
"2022-02-07",140.059998,140.070007,137.610001,137.960007,6670100,136.93074
"2022-02-08",138.320007,139.240005,137.509995,137.990005,6486300,136.96051
"2022-02-09",138.5,138.789993,137.470001,137.690002,7157900,136.662766
"2022-02-10",136.550003,137.009995,135.460007,136.080002,9270200,135.064774
"2022-02-11",136.820007,137.179993,134.169998,135.330002,7911100,134.320358
"2022-02-14",135.330002,135.960007,132.710007,133.949997,9787800,132.950653
"2022-02-15",134.740005,135.669998,133.789993,134.369995,7274800,133.367523
"2022-02-16",134.330002,134.880005,132.699997,133.529999,9496900,132.533783
"2022-02-17",134,139.470001,133.779999,138.880005,17943800,137.843872
"2022-02-18",138.100006,139.589996,137.160004,137.990005,10367800,136.96051
"2022-02-22",137.770004,138.240005,135.940002,136.449997,8460300,135.432007
"2022-02-23",136.860001,137.190002,134.839996,135.050003,7010300,134.04245
"2022-02-24",133.910004,135.009995,132.009995,134.529999,10572500,133.526337
"2022-02-25",134.809998,136.779999,134.089996,136.380005,8332600,135.362518
"2022-02-28",135,136.070007,133.770004,135.160004,8762200,134.151627
"2022-03-01",135.869995,137.889999,135.020004,135.990005,8008300,134.975433
"2022-03-02",135.660004,136.830002,135.179993,136.160004,7954600,135.14418
"2022-03-03",137.289993,140.470001,136.550003,139.289993,9961700,138.250809
"2022-03-04",137.809998,142.940002,137.589996,142.820007,11858800,141.754486
"2022-03-07",141.300003,143.630005,140.449997,141.669998,15290000,140.613052
"2022-03-08",141.5,142.460007,138.580002,138.740005,9435200,137.704926
"2022-03-09",140,140.240005,138.139999,139.460007,7374300,138.41954
"2022-03-10",139.490005,143,139.009995,142.630005,9170900,141.565903
"2022-03-11",142.300003,144.050003,141.880005,142.070007,6387400,141.010086
"2022-03-14",142.020004,144.850006,141.990005,144.050003,7548800,142.975311
"2022-03-15",144.529999,146.149994,143.850006,145.779999,7624200,144.692383
"2022-03-16",145.389999,146.940002,143.699997,145.350006,8205300,144.26561
"2022-03-17",144.449997,145.300003,142.649994,145.009995,6341000,144.484802
"2022-03-18",145.179993,145.570007,144.110001,145.440002,10411100,144.913254
"2022-03-21",145.429993,147.289993,143.619995,144.229996,7116900,143.707626
"2022-03-22",144.610001,144.970001,142.979996,143.800003,6745000,143.27919
"2022-03-23",143.139999,143.729996,141.520004,141.949997,6541800,141.435883
"2022-03-24",142.389999,143.910004,141.880005,142.830002,4480300,142.312714
"2022-03-25",143.449997,143.929993,142.259995,143.449997,4695100,142.93045
"2022-03-28",143.5,146.059998,143.300003,146,6701900,145.471222
"2022-03-29",146.600006,148.100006,146.25,147.229996,6644800,146.696762
"2022-03-30",147.130005,150.179993,147.039993,149.869995,8330500,149.327209
"2022-03-31",148.789993,150.539993,148.179993,148.919998,9054600,148.380646
"2022-04-01",149.660004,151.270004,148.839996,151.009995,6979900,150.463074
"2022-04-04",150.910004,153.199997,150.080002,151.039993,8444200,150.492966
"2022-04-05",150.880005,153.330002,150.880005,151.470001,6219300,150.921417
"2022-04-06",151.020004,155.419998,150.5,154.990005,9339500,154.428665
"2022-04-07",155.100006,157.539993,154.440002,156.539993,9029400,155.973038
"2022-04-08",156.910004,158.410004,156.210007,157.410004,7764800,156.839905
"2022-04-11",156.970001,158.240005,153.630005,154.289993,8237600,153.731186
"2022-04-12",154.240005,155.399994,152.550003,153.229996,8920400,152.675034
"2022-04-13",153.449997,157.789993,153.350006,157.220001,9761500,156.650589
"2022-04-14",157.110001,158.289993,156.429993,157.080002,7453500,156.511093
"2022-04-18",156.75,157.979996,155.210007,155.880005,4890600,155.315445
"2022-04-19",156.669998,157.949997,156.039993,157.649994,5285000,157.079025
"2022-04-20",158.350006,160.350006,158.289993,159.630005,6607200,159.051865
"2022-04-21",159.919998,160.770004,159.070007,159.869995,6056100,159.290985
"2022-04-22",160.25,160.360001,156.660004,156.860001,7015400,156.291885
"2022-04-25",156.369995,157.470001,154.350006,156.940002,6019200,156.371597
"2022-04-26",156.369995,158.130005,155.199997,155.300003,6533700,154.737549
"2022-04-27",155.529999,156.199997,154.020004,154.240005,5832300,153.681381
"2022-04-28",155.229996,156.979996,154.100006,156.210007,4985300,155.644257
"2022-04-29",155.809998,156.220001,152.710007,152.990005,7029600,152.435913
"2022-05-02",154.960007,154.990005,150.320007,151.979996,6672000,151.429565
"2022-05-03",152.429993,154.279999,151.779999,152.509995,5983500,151.957642
"2022-05-04",152.029999,154.820007,151.509995,154.619995,6674200,154.059998
"2022-05-05",153.639999,153.830002,151.399994,152.740005,7744800,152.740005
"2022-05-06",151.710007,153.949997,148.270004,149.559998,11419400,149.559998
"2022-05-09",148.470001,153.100006,148.190002,151.309998,9402400,151.309998
"2022-05-10",151.429993,152.289993,148.559998,149.179993,8287100,149.179993
"2022-05-11",149.399994,150.75,146.910004,147.619995,9292900,147.619995
"2022-05-12",147.860001,150.149994,146.520004,147.479996,8414800,147.479996
"2022-05-13",147.710007,148.380005,146.139999,148.050003,6654100,148.050003
"2022-05-16",149.380005,149.729996,146.460007,148.210007,7149700,148.210007
"2022-05-17",136.429993,137.440002,130.639999,131.350006,44313400,131.350006
"2022-05-18",128.029999,128.270004,121.529999,122.43,34751000,122.43
"2022-05-19",120.870003,121.790001,118.599998,119.07,23669500,119.07
"2022-05-20",119.639999,120.839996,117.269997,119.199997,16452000,119.199997
"2022-05-23",119.919998,123.769997,119.860001,122.599998,14560300,122.599998
"2022-05-24",121.209999,124.550003,121.080002,124.129997,11528300,124.129997
"2022-05-25",124,124.669998,122.599998,123.370003,9040600,123.370003
"2022-05-26",125.300003,126.400002,124.400002,126,9399200,126
"2022-05-27",125.489998,128.619995,125.309998,128.479996,8433300,128.479996
"2022-05-31",127.459999,129.899994,127.419998,128.630005,12304100,128.630005
"2022-06-01",128.5,128.919998,124.68,125.449997,9511600,125.449997
"2022-06-02",125.57,127.529999,124.330002,127.510002,7738100,127.510002
"2022-06-03",126.669998,127.419998,125.089996,125.32,6100900,125.32
"2022-06-06",125.82,126.300003,124.589996,124.870003,6618500,124.870003
"2022-06-07",121.239998,123.489998,120.879997,123.370003,15902600,123.370003
"2022-06-08",122.349998,123.910004,121.949997,122.300003,7507600,122.300003
"2022-06-09",122,124.349998,120.989998,121.019997,6626700,121.019997
"2022-06-10",119.75,122.739998,119.339996,121.699997,8412700,121.699997
"2022-06-13",119.739998,121.239998,119.089996,119.410004,8299300,119.410004
"2022-06-14",119.129997,120,118.169998,119.459999,7181400,119.459999
"2022-06-15",119.970001,120.410004,117.900002,119.379997,8638000,119.379997
"2022-06-16",118.349998,121.760002,118.230003,120.620003,10235600,120.620003
"2022-06-17",120.019997,120.879997,117.970001,118.290001,12279600,118.290001
"2022-06-21",118.300003,122.779999,118.220001,122.169998,7972200,122.169998
"2022-06-22",122.099998,123.25,120.589996,120.690002,6745000,120.690002
"2022-06-23",121.75,123.959999,121.199997,123.620003,6013600,123.620003
"2022-06-24",124.089996,125.309998,123.160004,123.720001,10615300,123.720001
"2022-06-27",123.779999,124.739998,122.790001,124.120003,6629700,124.120003
"2022-06-28",124.660004,125.57,122.290001,122.370003,5133000,122.370003
"2022-06-29",122.889999,123.349998,120.970001,121.919998,6370500,121.919998
