"","MPWR.Open","MPWR.High","MPWR.Low","MPWR.Close","MPWR.Volume","MPWR.Adjusted"
"2022-01-19",420.309998,427.950012,411.200012,413.970001,547200,412.583191
"2022-01-20",419.160004,425.049988,404.049988,404.160004,454800,402.80603
"2022-01-21",399.459991,419.519989,396.299988,397.429993,610500,396.098572
"2022-01-24",391.279999,402.429993,372.899994,402.019989,752600,400.673218
"2022-01-25",389.769989,395.23999,372.470001,374.869995,583900,373.614166
"2022-01-26",385.850006,394.75,370.609985,378.209991,742000,376.942963
"2022-01-27",384.200012,387.399994,359.670013,361.119995,495000,359.910217
"2022-01-28",362.850006,371.049988,351.209991,370.890015,623100,369.647522
"2022-01-31",375.809998,404.179993,375.809998,402.929993,538000,401.580139
"2022-02-01",406.559998,409.359985,391.369995,406.339996,385800,404.97876
"2022-02-02",411,416.690002,408.730011,414.5,498600,413.111389
"2022-02-03",398.73999,410.329987,391.690002,393.160004,502500,391.842896
"2022-02-04",390.660004,404.160004,386.929993,400.119995,289700,398.779572
"2022-02-07",401.130005,410.48999,392.709991,396.950012,317200,395.620209
"2022-02-08",397.100006,406.880005,392.98999,405.600006,420900,404.241211
"2022-02-09",410.950012,424.600006,407.859985,422.809998,363800,421.393555
"2022-02-10",411.079987,426.429993,404.839996,407.290009,534900,405.925568
"2022-02-11",440.679993,467.179993,420.519989,424.290009,1541200,422.868591
"2022-02-14",420.690002,439.170013,410.869995,433.320007,747200,431.868347
"2022-02-15",441.670013,482.450012,441.670013,479.269989,978300,477.664398
"2022-02-16",471.779999,489.299988,463.019989,487.570007,507300,485.936615
"2022-02-17",476.070007,490.799988,460.549988,461.880005,457000,460.332703
"2022-02-18",463.269989,466.75,448.559998,457.350006,525900,455.817841
"2022-02-22",451.630005,464.670013,444.420013,450.109985,284900,448.602112
"2022-02-23",455.160004,459.519989,429.149994,431.410004,438500,429.964752
"2022-02-24",415.640015,455.630005,412.429993,455.140015,549700,453.615265
"2022-02-25",453.25,462.73999,444.950012,461.440002,351300,459.894165
"2022-02-28",457.450012,460.540009,446.480011,458.700012,394300,457.16333
"2022-03-01",455.179993,460.640015,432.170013,436.600006,553500,435.13739
"2022-03-02",441.25,459.230011,441.25,453.450012,375800,451.930908
"2022-03-03",455.630005,455.630005,429.779999,430,511500,428.559479
"2022-03-04",425.869995,427.880005,407.350006,413.779999,453500,412.393829
"2022-03-07",416.51001,419.630005,381.420013,381.5,696700,380.221954
"2022-03-08",385.140015,406.869995,373.589996,394.440002,492600,393.118622
"2022-03-09",408.179993,422.820007,403.75,418.160004,433800,416.759125
"2022-03-10",406.190002,411.820007,399.609985,409.059998,260400,407.689606
"2022-03-11",418.98999,423.51001,395.119995,395.73999,235300,394.414246
"2022-03-14",398.179993,405.660004,383.26001,385.01001,546000,383.720215
"2022-03-15",385.290009,423.649994,384.100006,421.820007,805000,420.406891
"2022-03-16",428.690002,444.070007,418.200012,440.679993,544800,439.203705
"2022-03-17",435.089996,453.649994,432.640015,451.23999,434200,449.728302
"2022-03-18",450.190002,472.200012,443.290009,469.880005,1154600,468.305878
"2022-03-21",461.820007,470.820007,452.910004,464.429993,589200,462.874115
"2022-03-22",466.339996,481.079987,461.720001,470.149994,496400,468.574951
"2022-03-23",464.720001,483.690002,459.350006,463.720001,424800,462.166504
"2022-03-24",467.019989,495.799988,464.450012,494.619995,499400,492.962982
"2022-03-25",493.570007,496.51001,480.130005,491.519989,347600,489.873383
"2022-03-28",486.910004,499.459991,481.01001,499.420013,269900,497.746948
"2022-03-29",505.230011,514.700012,496.890015,512.210022,395200,510.49408
"2022-03-30",510.320007,512,486.029999,488.399994,482300,487.4776
"2022-03-31",495.820007,499,484.880005,485.679993,463700,484.762756
"2022-04-01",485.25,489.859985,455.940002,463.600006,635400,462.724457
"2022-04-04",467.339996,479.399994,464.01001,474.529999,383300,473.63382
"2022-04-05",468.619995,471.579987,438.149994,439.380005,693600,438.550201
"2022-04-06",432.959991,439.130005,421.480011,431.25,716700,430.435547
"2022-04-07",429.820007,440.820007,421.850006,436.309998,437200,435.485992
"2022-04-08",430.089996,430.359985,410.640015,411.589996,494600,410.812683
"2022-04-11",406.98999,407.019989,392.850006,396.109985,552500,395.361908
"2022-04-12",406.929993,410.690002,397.640015,401.040009,414400,400.282623
"2022-04-13",402.940002,422.950012,400.309998,420.640015,492700,419.845612
"2022-04-14",419.26001,421.720001,409.359985,409.380005,390400,408.606873
"2022-04-18",407.720001,429.450012,407.720001,425.920013,441500,425.115631
"2022-04-19",423.470001,438.529999,419.950012,437.450012,366500,436.623871
"2022-04-20",442.940002,447.299988,428.869995,432.190002,246400,431.373779
"2022-04-21",437.179993,444,412.529999,415.559998,322800,414.775177
"2022-04-22",415.100006,419.200012,403.209991,404.209991,281800,403.446625
"2022-04-25",400,421.299988,398.149994,420.170013,405000,419.376495
"2022-04-26",410.619995,413,393.820007,394.369995,434900,393.625214
"2022-04-27",391.459991,405.26001,389.600006,392.380005,379000,391.638977
"2022-04-28",400.980011,417.970001,390.380005,412.48999,586400,411.710968
"2022-04-29",403.540009,414.920013,390.100006,392.23999,594900,391.499207
"2022-05-02",392.829987,415.630005,390.390015,410.869995,652100,410.094025
"2022-05-03",445,462.149994,426.730011,457.480011,1231100,456.616028
"2022-05-04",453.160004,482.290009,436.049988,479.190002,659700,478.285004
"2022-05-05",471.350006,472.970001,443.540009,451.980011,593100,451.126404
"2022-05-06",446.5,454.799988,426.089996,444.940002,367800,444.099701
"2022-05-09",435,437.320007,403.149994,406.73999,6e+05,405.971832
"2022-05-10",419.859985,422.73999,398.549988,412.790009,673600,412.010437
"2022-05-11",408.070007,422.579987,385.709991,386.709991,593900,385.979675
"2022-05-12",382.529999,395.600006,376.119995,388.420013,666100,387.686462
"2022-05-13",400.76001,434.630005,398,431.670013,494300,430.854767
"2022-05-16",425.450012,432.410004,416.029999,417,355600,416.212463
"2022-05-17",428.279999,443.350006,428.269989,443.100006,524100,442.263184
"2022-05-18",434.049988,447.480011,407.220001,411.359985,605900,410.583099
"2022-05-19",410.279999,430.040009,403.690002,416.690002,411800,415.903046
"2022-05-20",428.649994,429.910004,395.540009,418.119995,567900,417.330353
"2022-05-23",414.5,420,410.890015,418.75,297500,417.959167
"2022-05-24",410.76001,410.76001,387.359985,388.440002,588300,387.70639
"2022-05-25",384.529999,408.190002,384.529999,401.609985,370600,400.851501
"2022-05-26",401.309998,425.23999,397.279999,421.670013,404800,420.873657
"2022-05-27",429.380005,458.73999,429.380005,455.850006,545300,454.989105
"2022-05-31",455.559998,458,440.119995,450.390015,685700,449.539429
"2022-06-01",455.519989,457,441.589996,448.25,462800,447.403442
"2022-06-02",443.329987,473.040009,440.850006,472.299988,353500,471.40802
"2022-06-03",456.390015,460.350006,449.290009,457.459991,485700,456.596039
"2022-06-06",470.480011,475,456.230011,466.100006,234400,465.219757
"2022-06-07",458.660004,476.170013,458.339996,473.440002,262600,472.545868
"2022-06-08",465.779999,473.619995,451.279999,457.899994,313800,457.035217
"2022-06-09",452.690002,462.309998,443.959991,444.079987,242900,443.241302
"2022-06-10",436.709991,439.079987,422.570007,423.619995,381100,422.819946
"2022-06-13",407.850006,412.190002,388.329987,389.640015,651000,388.904144
"2022-06-14",396.369995,411.23999,394.600006,407.160004,577900,406.391052
"2022-06-15",411.959991,425.950012,403.089996,416.190002,386100,415.403992
"2022-06-16",403.019989,403.019989,381.209991,387.119995,550600,386.388885
"2022-06-17",388.839996,401,381.579987,398.559998,847400,397.807281
"2022-06-21",407.149994,417.070007,405.839996,412.839996,385600,412.060303
"2022-06-22",402.480011,413.140015,399.440002,400.459991,427000,399.703705
"2022-06-23",404.429993,410.609985,393.339996,399.649994,289000,398.895233
"2022-06-24",409.26001,420.779999,406.73999,419.410004,682900,418.61792
"2022-06-27",428.399994,428.399994,412.190002,416.859985,418300,416.072723
"2022-06-28",418.589996,428.589996,395.839996,397.130005,494300,396.380005
"2022-06-29",389.149994,394.190002,383.649994,392.410004,388400,392.410004
