"","BA.Open","BA.High","BA.Low","BA.Close","BA.Volume","BA.Adjusted"
"2022-01-07",212.979996,218.320007,212.380005,215.5,9526400,215.5
"2022-01-10",214.259995,215.279999,207.130005,209.309998,8229000,209.309998
"2022-01-11",209,217.029999,208.410004,216.020004,8098400,216.020004
"2022-01-12",217.089996,221.240005,216.300003,217.449997,9134500,217.449997
"2022-01-13",222.25,226.889999,220.050003,223.899994,17628000,223.899994
"2022-01-14",222.160004,226.199997,220.25,225.960007,8053500,225.960007
"2022-01-18",224.5,229.669998,224.259995,225.009995,8930700,225.009995
"2022-01-19",225.100006,225.419998,216.940002,217.080002,9382800,217.080002
"2022-01-20",217.380005,221.949997,213.419998,214.190002,7636800,214.190002
"2022-01-21",213.789993,213.789993,204.570007,205.440002,11548500,205.440002
"2022-01-24",199.850006,204.800003,192.509995,204.199997,13796500,204.199997
"2022-01-25",200.100006,205.630005,197.550003,204.100006,8824500,204.100006
"2022-01-26",206.210007,206.210007,191.919998,194.270004,19974400,194.270004
"2022-01-27",196.380005,199.710007,188.639999,189.75,12670100,189.75
"2022-01-28",188.779999,190.720001,183.770004,190.570007,10966700,190.570007
"2022-01-31",190.729996,200.339996,190,200.240005,15504600,200.240005
"2022-02-01",202.479996,208.889999,200.5,208.339996,12265100,208.339996
"2022-02-02",205.429993,208.389999,203.210007,207.520004,7843700,207.520004
"2022-02-03",206.059998,209.100006,204.259995,206.389999,7054700,206.389999
"2022-02-04",205,208.25,203.100006,206.449997,5952600,206.449997
"2022-02-07",205.789993,214.369995,205.419998,211.919998,11816900,211.919998
"2022-02-08",212.679993,213.869995,209.690002,213.270004,7356200,213.270004
"2022-02-09",214.910004,217.039993,213.300003,215.860001,7587700,215.860001
"2022-02-10",213.710007,223.229996,213.699997,218.75,11695900,218.75
"2022-02-11",217.869995,221.419998,210.270004,212.300003,11443700,212.300003
"2022-02-14",213,215.630005,208.759995,210.039993,6481400,210.039993
"2022-02-15",214.839996,219.539993,213.690002,217.729996,10448500,217.729996
"2022-02-16",216.100006,219.679993,215.279999,218.929993,5698900,218.929993
"2022-02-17",218.470001,218.580002,212.669998,213.580002,6176600,213.580002
"2022-02-18",212.559998,214.729996,208.600006,209.029999,6973600,209.029999
"2022-02-22",205,206.899994,197.820007,198.740005,10382100,198.740005
"2022-02-23",201.130005,203.25,195.910004,196.419998,7326300,196.419998
"2022-02-24",189.289993,198.860001,186.880005,198.429993,12207600,198.429993
"2022-02-25",201.089996,204.070007,199.100006,201.479996,8730300,201.479996
"2022-02-28",198.580002,207.309998,196.75,205.339996,9859300,205.339996
"2022-03-01",203.110001,203.5,192.929993,194.910004,11799500,194.910004
"2022-03-02",196.270004,199.850006,194.639999,197.809998,7463400,197.809998
"2022-03-03",197.940002,198.5,188.710007,188.850006,12424500,188.850006
"2022-03-04",187.369995,188.320007,178.970001,180.839996,13084000,180.839996
"2022-03-07",181.029999,182.720001,169.059998,169.169998,12847500,169.169998
"2022-03-08",169.729996,180.820007,167.580002,173.800003,13715500,173.800003
"2022-03-09",179.800003,182.869995,177.410004,178.559998,10062100,178.559998
"2022-03-10",175.759995,182.020004,175.389999,178.389999,8364100,178.389999
"2022-03-11",183.589996,184.860001,175.949997,176.229996,9373600,176.229996
"2022-03-14",175.880005,178.229996,172.570007,175.520004,8138900,175.520004
"2022-03-15",176.300003,180.5,175.600006,179.889999,8051500,179.889999
"2022-03-16",183.389999,189.600006,182.300003,188.990005,12077500,188.990005
"2022-03-17",186.360001,190.240005,185.270004,190.190002,8126600,190.190002
"2022-03-18",192.070007,193.380005,190.100006,192.830002,12849600,192.830002
"2022-03-21",184.399994,187.270004,180.610001,185.899994,27369600,185.899994
"2022-03-22",185.240005,192.860001,184.520004,191.039993,14378500,191.039993
"2022-03-23",189.669998,190.160004,185.029999,186.039993,8297800,186.039993
"2022-03-24",186.350006,189.190002,184.720001,189.050003,7094400,189.050003
"2022-03-25",187.759995,191.699997,186.929993,188.949997,6365600,188.949997
"2022-03-28",188.429993,189.259995,184.470001,188.160004,6904100,188.160004
"2022-03-29",191.619995,196.360001,191.199997,193.800003,8438700,193.800003
"2022-03-30",192.320007,197.449997,191.360001,194.910004,9959300,194.910004
"2022-03-31",195,197.580002,191.449997,191.5,6447900,191.5
"2022-04-01",192.580002,192.619995,188.779999,190.759995,4862100,190.759995
"2022-04-04",190.020004,191.839996,186.910004,191.179993,7792100,191.179993
"2022-04-05",189.699997,192.350006,182.520004,182.649994,9371600,182.649994
"2022-04-06",180.399994,180.570007,176.580002,178.720001,8173900,178.720001
"2022-04-07",178.130005,178.660004,173.869995,177.970001,7517800,177.970001
"2022-04-08",176.539993,178.130005,174.240005,175.199997,6524100,175.199997
"2022-04-11",173.839996,179.669998,173.399994,175.029999,6001100,175.029999
"2022-04-12",175.5,178.5,174.529999,176.279999,6125100,176.279999
"2022-04-13",176.960007,183.460007,176.960007,182.869995,7399900,182.869995
"2022-04-14",182.75,185.539993,181.639999,181.940002,5144600,181.940002
"2022-04-18",181.449997,182.460007,178.550003,179.850006,5042600,179.850006
"2022-04-19",180.360001,187.610001,180.279999,185.979996,7485600,185.979996
"2022-04-20",187.240005,187.339996,182.860001,183.550003,6824300,183.550003
"2022-04-21",188.729996,189.850006,180.550003,181.020004,7446100,181.020004
"2022-04-22",180.779999,182.669998,176.5,176.919998,6372400,176.919998
"2022-04-25",174.509995,176.080002,172.449997,175.910004,6293100,175.910004
"2022-04-26",174.759995,174.869995,166.850006,167.039993,9277300,167.039993
"2022-04-27",161.25,161.25,146,154.460007,40371700,154.460007
"2022-04-28",156.610001,156.789993,149,154.220001,13518800,154.220001
"2022-04-29",153.440002,157.029999,148.520004,148.839996,10880300,148.839996
"2022-05-02",148.020004,149.449997,143.380005,148.610001,12399200,148.610001
"2022-05-03",149.089996,154.449997,147.910004,153.580002,10149500,153.580002
"2022-05-04",152.910004,157.139999,150.770004,156.970001,9550600,156.970001
"2022-05-05",155.690002,157.990005,149.050003,150.470001,7950800,150.470001
"2022-05-06",149.960007,150.899994,145.850006,148.899994,7697900,148.899994
"2022-05-09",146,146.949997,132.649994,133.309998,12593800,133.309998
"2022-05-10",136.759995,137.839996,130.330002,132.949997,11781400,132.949997
"2022-05-11",132.949997,138.960007,129.110001,129.389999,11388400,129.389999
"2022-05-12",126.889999,128.529999,120.279999,123.139999,15891300,123.139999
"2022-05-13",124.980003,130.800003,122.379997,127.199997,20891500,127.199997
"2022-05-16",127.050003,131.119995,122.349998,124.050003,10631600,124.050003
"2022-05-17",126.910004,132.830002,125.790001,132.050003,12154200,132.050003
"2022-05-18",130.339996,132.100006,124.360001,125.519997,9567600,125.519997
"2022-05-19",124.400002,128.399994,123.699997,127.139999,8075800,127.139999
"2022-05-20",128.770004,128.850006,117.080002,120.699997,18822200,120.699997
"2022-05-23",121.699997,124.480003,120.339996,124.07,9341500,124.07
"2022-05-24",122.440002,122.699997,117.290001,119.400002,9092400,119.400002
"2022-05-25",119.169998,122.599998,118.760002,122.059998,7707900,122.059998
"2022-05-26",123.099998,128.839996,122.739998,127.730003,8333900,127.730003
"2022-05-27",128.770004,132.229996,128.320007,132.229996,7261500,132.229996
"2022-05-31",131.029999,132.990005,128.860001,131.399994,7953700,131.399994
"2022-06-01",133,134.330002,127.010002,130.649994,9991600,130.649994
"2022-06-02",132.139999,140.550003,131.869995,140.5,12777000,140.5
"2022-06-03",138.520004,140.699997,137.589996,139.25,10091800,139.25
"2022-06-06",139.990005,141.139999,136.830002,139.240005,6354800,139.240005
"2022-06-07",137.490005,141.240005,135.910004,140.820007,5436100,140.820007
"2022-06-08",139.130005,142.210007,138.440002,139.630005,5833700,139.630005
"2022-06-09",139.350006,139.660004,133.699997,133.729996,6010100,133.729996
"2022-06-10",130.270004,132.190002,126.849998,127,7770700,127
"2022-06-13",123,123.25,114.139999,115.860001,16778500,115.860001
"2022-06-14",116.650002,122.190002,113.019997,122.160004,17549800,122.160004
"2022-06-15",124.349998,134.990005,123.830002,133.720001,25997800,133.720001
"2022-06-16",131.699997,135.339996,131.259995,133.360001,19543600,133.360001
"2022-06-17",132.25,138.979996,131.5,136.800003,16042500,136.800003
"2022-06-21",139.169998,140.940002,135.839996,136.75,10519900,136.75
"2022-06-22",134.029999,138.789993,133.279999,137.160004,7713300,137.160004
"2022-06-23",136.419998,137.419998,130.089996,133.970001,10746900,133.970001
"2022-06-24",135.009995,141.869995,134.949997,141.529999,13626200,141.529999
"2022-06-27",140.279999,140.570007,136.220001,138.720001,8457400,138.720001
"2022-06-28",140.889999,147.179993,138.539993,138.699997,12125400,138.699997
"2022-06-29",138.610001,138.919998,134.839996,138.449997,7489200,138.449997
