"","ANET.Open","ANET.High","ANET.Low","ANET.Close","ANET.Volume","ANET.Adjusted"
"2022-01-07",133.369995,135.020004,129.419998,129.479996,2327100,129.479996
"2022-01-10",128.679993,131.710007,125.889999,131.539993,2408000,131.539993
"2022-01-11",131.669998,133.419998,130.089996,133.179993,1116000,133.179993
"2022-01-12",133.770004,136.580002,132.429993,133.050003,1213800,133.050003
"2022-01-13",133,133.608002,131.070007,131.199997,1556500,131.199997
"2022-01-14",130.440002,131.25,127.559998,129.740005,1956300,129.740005
"2022-01-18",127.669998,128.759995,126.199997,127.089996,1776200,127.089996
"2022-01-19",127.489998,129.050003,125.139999,125.309998,2204300,125.309998
"2022-01-20",126.559998,127.110001,121.669998,121.940002,1853000,121.940002
"2022-01-21",122.25,123.18,117.985001,118.629997,2561800,118.629997
"2022-01-24",117.410004,121.849998,114.849998,121.519997,4627800,121.519997
"2022-01-25",119.589996,119.959999,115.154999,116.949997,2186800,116.949997
"2022-01-26",118.669998,121.980003,116.459999,117.949997,2036100,117.949997
"2022-01-27",121.349998,122.43,116.25,117.919998,2325900,117.919998
"2022-01-28",118.010002,120.389999,116.120003,120.190002,2023800,120.190002
"2022-01-31",120.949997,124.360001,120.550003,124.309998,1676400,124.309998
"2022-02-01",124.220001,124.419998,120.860001,124.300003,1722900,124.300003
"2022-02-02",126,127.959999,124.370003,125.610001,2081800,125.610001
"2022-02-03",122.68,123.989998,121.470001,122.220001,1595900,122.220001
"2022-02-04",121.120003,124.168999,120.300003,122.32,1709500,122.32
"2022-02-07",122.279999,123.389999,121.519997,122.169998,1081400,122.169998
"2022-02-08",122.269997,124.080002,121.239998,123.360001,1337300,123.360001
"2022-02-09",124.5,129.479996,124.269997,129.440002,2151700,129.440002
"2022-02-10",126.57,130.75,125.410004,127.07,2066400,127.07
"2022-02-11",126.879997,127.709999,120.099998,120.919998,2446800,120.919998
"2022-02-14",120,123.699997,119.650002,122.82,4198100,122.82
"2022-02-15",132.850006,132.850006,124.57,129.940002,6749100,129.940002
"2022-02-16",128.429993,132.960007,126.040001,132.440002,2849900,132.440002
"2022-02-17",132.020004,133.869995,128.619995,129.229996,2013300,129.229996
"2022-02-18",128.740005,129.149994,125.529999,125.919998,2250600,125.919998
"2022-02-22",124,125.690002,120.309998,121.830002,2017000,121.830002
"2022-02-23",122.900002,123.650002,117.519997,118.169998,2242600,118.169998
"2022-02-24",109.224998,121.410004,108.230003,120.860001,2894600,120.860001
"2022-02-25",120.860001,123.93,119.519997,123.5,2140000,123.5
"2022-02-28",122.389999,123.93,120.120003,122.730003,1970900,122.730003
"2022-03-01",122.089996,122.154999,117.309998,117.879997,1937100,117.879997
"2022-03-02",118.589996,123.589996,118,123.040001,1584700,123.040001
"2022-03-03",123.989998,124.110001,119.169998,120.339996,1658100,120.339996
"2022-03-04",119.540001,120.959999,117.269997,118.550003,1564500,118.550003
"2022-03-07",118.830002,118.839996,114.309998,114.449997,2777600,114.449997
"2022-03-08",114.449997,118.440002,111.360001,114.599998,1808900,114.599998
"2022-03-09",118.919998,121.644997,117.550003,120.610001,1907400,120.610001
"2022-03-10",120.459999,121.754997,117.879997,120.910004,1620000,120.910004
"2022-03-11",121.790001,124.739998,119.720001,119.910004,1437400,119.910004
"2022-03-14",120.059998,121.730003,114.169998,115.279999,1754800,115.279999
"2022-03-15",116.800003,121.190002,116.150002,121.160004,1759300,121.160004
"2022-03-16",122.169998,124.722,119.989998,124.190002,1513600,124.190002
"2022-03-17",122.75,126.970001,122.75,126,2424900,126
"2022-03-18",126.489998,131.690002,124.57,131.25,4804000,131.25
"2022-03-21",130.789993,132.789993,129.309998,131.949997,1590400,131.949997
"2022-03-22",132.279999,136.360001,131.380005,136.020004,2234800,136.020004
"2022-03-23",134.779999,136.800003,131.259995,133.149994,2035400,133.149994
"2022-03-24",136.029999,139.949997,133.100006,139.669998,2398400,139.669998
"2022-03-25",140,140.009995,135.147995,138.399994,1612900,138.399994
"2022-03-28",138.009995,140.220001,136.112,139.389999,1019200,139.389999
"2022-03-29",141.149994,142.149994,138.550003,140.800003,1370800,140.800003
"2022-03-30",140.449997,141.360001,136.910004,138.190002,1741000,138.190002
"2022-03-31",138.190002,140.779999,137.880005,138.979996,1680400,138.979996
"2022-04-01",140.330002,140.880005,137.630005,139.479996,1249300,139.479996
"2022-04-04",139.479996,143.462006,139.190002,142.75,1582500,142.75
"2022-04-05",142,143.570007,139.520004,141.070007,1727900,141.070007
"2022-04-06",138.589996,138.789993,128.779999,132.009995,3249100,132.009995
"2022-04-07",132.100006,134.360001,130.934998,132.820007,1546500,132.820007
"2022-04-08",132.179993,132.815002,130.039993,131.029999,1164300,131.029999
"2022-04-11",129,130.039993,126.940002,127.160004,1387100,127.160004
"2022-04-12",128.630005,132.240005,126.959999,127.419998,1601400,127.419998
"2022-04-13",127.940002,131.960007,127.269997,131.369995,1133000,131.369995
"2022-04-14",131.410004,132.850006,126.5,126.580002,1574100,126.580002
"2022-04-18",126.080002,128.615005,125.129997,126.199997,1410200,126.199997
"2022-04-19",126.099998,129.184998,124.5,128.839996,1302800,128.839996
"2022-04-20",125.5,129.160004,123.654999,127.160004,2045700,127.160004
"2022-04-21",129.059998,129.839996,120.029999,120.190002,2109700,120.190002
"2022-04-22",120.599998,121,117.480003,117.699997,2108600,117.699997
"2022-04-25",116.970001,119.099998,114.870003,118.940002,1758000,118.940002
"2022-04-26",118.349998,118.480003,114.790001,115.239998,1820100,115.239998
"2022-04-27",115.480003,117.110001,113.389999,115.18,2035200,115.18
"2022-04-28",117.199997,121.82,116.150002,120.910004,2095600,120.910004
"2022-04-29",119.5,121.239998,115.300003,115.57,1948500,115.57
"2022-05-02",115.709999,118.860001,115.160004,118.260002,2984200,118.260002
"2022-05-03",112.889999,118.5,112.349998,114.029999,3132300,114.029999
"2022-05-04",114.339996,117.919998,111.565002,117.790001,2212300,117.790001
"2022-05-05",116.540001,116.900002,109.5,110.980003,2989900,110.980003
"2022-05-06",109.709999,113.470001,109.18,110.980003,1674600,110.980003
"2022-05-09",108.739998,109.176003,101.790001,102.480003,2870500,102.480003
"2022-05-10",104.769997,106.669998,102.309998,105.110001,2220100,105.110001
"2022-05-11",103.730003,107.239998,101.559998,102.910004,1522100,102.910004
"2022-05-12",101.519997,104.57,99.224998,101.669998,2894500,101.669998
"2022-05-13",103.650002,109.370003,103.650002,108.650002,2290800,108.650002
"2022-05-16",107.68,108.271004,104.660004,105,1332100,105
"2022-05-17",107.370003,107.839996,104.940002,107.370003,1265700,107.370003
"2022-05-18",105.410004,106.379997,100.860001,102.57,2422900,102.57
"2022-05-19",101.019997,102.900002,98.519997,101.099998,1958100,101.099998
"2022-05-20",103,103.629997,98.669998,102.639999,2707400,102.639999
"2022-05-23",101.980003,103.07,100.589996,102.300003,2049800,102.300003
"2022-05-24",101.160004,101.260002,97.220001,99.690002,1980200,99.690002
"2022-05-25",99,101.800003,98.639999,100.949997,2003000,100.949997
"2022-05-26",101.160004,104.370003,100.230003,103.709999,2001700,103.709999
"2022-05-27",105.330002,106.120003,104,105.870003,1640200,105.870003
"2022-05-31",104.800003,105.279999,101.989998,102.279999,4022500,102.279999
"2022-06-01",103.5,104.849998,100.419998,101.669998,1912300,101.669998
"2022-06-02",101.32,106.191002,101,106.139999,1956900,106.139999
"2022-06-03",105.120003,105.220001,102.584999,103.169998,1074200,103.169998
"2022-06-06",105.220001,106.019997,102.839996,103.510002,1039900,103.510002
"2022-06-07",102.370003,104.470001,102.245003,104.300003,1207000,104.300003
"2022-06-08",103.059998,104.699997,102.650002,103.050003,912800,103.050003
"2022-06-09",102.5,102.959999,97.800003,98.410004,2131000,98.410004
"2022-06-10",96.699997,97.290001,94.580002,94.959999,2875600,94.959999
"2022-06-13",91.230003,93.839996,90.830002,92.089996,2984900,92.089996
"2022-06-14",91.730003,93.175003,90.580002,91.93,2676900,91.93
"2022-06-15",93.5,94.510002,91.25,92.870003,1504000,92.870003
"2022-06-16",90.389999,91.860001,89.114998,90.419998,1760100,90.419998
"2022-06-17",91.019997,92.599998,90.209999,90.940002,2687400,90.940002
"2022-06-21",92.389999,94.650002,92.126999,93.830002,1594000,93.830002
"2022-06-22",92.410004,94.790001,92.410004,93.040001,1356600,93.040001
"2022-06-23",94.25,96.440002,93.93,95.360001,2251500,95.360001
"2022-06-24",96.93,99.889999,96.93,99.82,2395200,99.82
"2022-06-27",100.309998,100.709999,97.529999,98.870003,1340400,98.870003
"2022-06-28",98.889999,100.050003,95.110001,95.260002,1468000,95.260002
"2022-06-29",95.470001,96.370003,93.57,94.93,1096200,94.93
