"","TRMB.Open","TRMB.High","TRMB.Low","TRMB.Close","TRMB.Volume","TRMB.Adjusted"
"2022-01-20",74.5,75.68,72.489998,72.660004,1130600,72.660004
"2022-01-21",72.339996,73.410004,70.57,70.620003,1216100,70.620003
"2022-01-24",69.699997,72.730003,67.559998,72.519997,2177200,72.519997
"2022-01-25",71.110001,72.120003,69.260002,70.370003,2033600,70.370003
"2022-01-26",71.75,72.639999,67.559998,68.419998,2143800,68.419998
"2022-01-27",69.75,70.629997,66.529999,67.129997,2118200,67.129997
"2022-01-28",67.610001,70.309998,66.18,70.260002,2263500,70.260002
"2022-01-31",70.540001,72.739998,70.540001,72.160004,2170600,72.160004
"2022-02-01",72.790001,73.160004,71,72.980003,1424900,72.980003
"2022-02-02",73.309998,73.720001,72.379997,72.900002,1369800,72.900002
"2022-02-03",71.690002,72.470001,70.529999,70.739998,1370700,70.739998
"2022-02-04",70.269997,71.440002,69.379997,70.470001,2305300,70.470001
"2022-02-07",71.059998,71.580002,69.870003,70.400002,2089300,70.400002
"2022-02-08",70.540001,71.830002,69.739998,71.599998,1713200,71.599998
"2022-02-09",71.699997,72.940002,70.300003,71.449997,2562300,71.449997
"2022-02-10",69.129997,72.589996,67.550003,68.529999,2479900,68.529999
"2022-02-11",68.809998,70.339996,65.940002,66.419998,2170900,66.419998
"2022-02-14",66.769997,67.800003,65,65.849998,1299400,65.849998
"2022-02-15",67.169998,68.489998,66.709999,68.360001,1441400,68.360001
"2022-02-16",67.660004,68.989998,67.029999,68.589996,1896700,68.589996
"2022-02-17",69.010002,69.010002,67.559998,68.059998,2194500,68.059998
"2022-02-18",67.93,69.360001,67.690002,68.349998,1809700,68.349998
"2022-02-22",67.879997,68.860001,66.739998,67.07,1745200,67.07
"2022-02-23",67.629997,68.260002,64.410004,64.68,1446900,64.68
"2022-02-24",63.07,67.629997,62.32,67.57,3347300,67.57
"2022-02-25",67.919998,69.970001,67.150002,69.889999,1569000,69.889999
"2022-02-28",68.75,70.629997,68.629997,69.75,1760800,69.75
"2022-03-01",69.300003,70.230003,68.099998,68.699997,1677000,68.699997
"2022-03-02",68.959999,69.910004,68.599998,69.410004,2190900,69.410004
"2022-03-03",70.089996,70.349998,67.809998,68.050003,2336700,68.050003
"2022-03-04",67.599998,68.110001,66.110001,66.480003,1727400,66.480003
"2022-03-07",66.580002,66.949997,63.509998,63.540001,2001900,63.540001
"2022-03-08",63.41,66.160004,62.880001,64.43,1562000,64.43
"2022-03-09",66.209999,67.959999,65.629997,67.709999,1439700,67.709999
"2022-03-10",66.040001,67.160004,65.360001,66.610001,913700,66.610001
"2022-03-11",67.57,67.739998,65.410004,65.470001,926600,65.470001
"2022-03-14",65.82,65.970001,63.700001,64.230003,1306900,64.230003
"2022-03-15",65.099998,66.379997,64.82,66.220001,899800,66.220001
"2022-03-16",67.349998,68.900002,66.389999,68.269997,1505900,68.269997
"2022-03-17",67.529999,70.209999,67.010002,70.099998,1335800,70.099998
"2022-03-18",69.019997,71.949997,69.019997,71.809998,2191200,71.809998
"2022-03-21",71.279999,71.5,69.849998,70.779999,1819000,70.779999
"2022-03-22",70.910004,71.93,70.660004,71.279999,799000,71.279999
"2022-03-23",70.699997,70.699997,69.400002,69.470001,610300,69.470001
"2022-03-24",70.010002,71.160004,69.080002,71.139999,991800,71.139999
"2022-03-25",71.389999,72,70.900002,71.599998,795900,71.599998
"2022-03-28",71.529999,71.889999,70.18,71.849998,762100,71.849998
"2022-03-29",73.07,73.690002,72.410004,73.559998,669700,73.559998
"2022-03-30",73.040001,73.470001,72.330002,72.910004,800500,72.910004
"2022-03-31",72.919998,73.389999,72.110001,72.139999,1102600,72.139999
"2022-04-01",72.5,72.980003,71.720001,72.779999,1270100,72.779999
"2022-04-04",73.099998,74.690002,73,74.610001,1086500,74.610001
"2022-04-05",74.169998,74.870003,72.879997,73.25,1253200,73.25
"2022-04-06",71.989998,72.029999,69.360001,70.959999,1724600,70.959999
"2022-04-07",70.459999,73.169998,70.459999,72.629997,1325600,72.629997
"2022-04-08",72.480003,72.730003,71.589996,72.110001,851800,72.110001
"2022-04-11",71.389999,71.809998,70.110001,70.860001,1338200,70.860001
"2022-04-12",71.800003,72.160004,69.169998,69.589996,791500,69.589996
"2022-04-13",69.459999,70,69,69.370003,806000,69.370003
"2022-04-14",69.639999,69.949997,67.419998,67.470001,876500,67.470001
"2022-04-18",67.400002,67.660004,66.230003,67.059998,647100,67.059998
"2022-04-19",66.93,69.389999,66.900002,69.309998,529600,69.309998
"2022-04-20",69.919998,70.879997,69.349998,70.360001,546500,70.360001
"2022-04-21",70.68,71.449997,68.610001,68.949997,545000,68.949997
"2022-04-22",68.580002,68.919998,66.309998,66.389999,555400,66.389999
"2022-04-25",66.040001,68.510002,65.57,68.470001,648400,68.470001
"2022-04-26",67.900002,68.190002,65.610001,65.639999,561700,65.639999
"2022-04-27",65.760002,66.949997,65.459999,66.059998,701800,66.059998
"2022-04-28",66.93,68.309998,65.989998,67.949997,783100,67.949997
"2022-04-29",67.459999,68.470001,66.57,66.699997,955500,66.699997
"2022-05-02",66.510002,67.519997,65.07,67.220001,853200,67.220001
"2022-05-03",67.050003,68.029999,66.68,67.169998,665900,67.169998
"2022-05-04",67.040001,70.139999,66.349998,69.959999,1765600,69.959999
"2022-05-05",67.959999,68.690002,62,63.27,1541100,63.27
"2022-05-06",62.389999,65.68,59.889999,64.080002,1672500,64.080002
"2022-05-09",62.869999,63.599998,61.759998,61.959999,1314900,61.959999
"2022-05-10",63.450001,63.790001,60.52,61.889999,1475900,61.889999
"2022-05-11",61.169998,63.459999,60.93,61.529999,1840200,61.529999
"2022-05-12",60.580002,63.360001,60.27,62.68,1878300,62.68
"2022-05-13",63.27,66.220001,63.27,65.919998,1266700,65.919998
"2022-05-16",65.330002,66.309998,64.660004,65.300003,936600,65.300003
"2022-05-17",66.709999,67.389999,65.739998,67.309998,840500,67.309998
"2022-05-18",66.18,66.690002,64.339996,64.760002,1116400,64.760002
"2022-05-19",64.330002,65.900002,64.300003,65.029999,1182800,65.029999
"2022-05-20",65.650002,66.150002,63.25,65.230003,1317400,65.230003
"2022-05-23",66.269997,67.43,64.849998,67,1357300,67
"2022-05-24",66.339996,66.779999,64.779999,65.559998,1618800,65.559998
"2022-05-25",65.120003,66.519997,64.860001,65.550003,1495800,65.550003
"2022-05-26",65.470001,67.5,65.470001,67.139999,1012500,67.139999
"2022-05-27",67.639999,69.269997,67.639999,69.230003,1126600,69.230003
"2022-05-31",69,69.199997,67.540001,68.050003,2368900,68.050003
"2022-06-01",68.629997,69.059998,66.800003,67.239998,979400,67.239998
"2022-06-02",67.290001,70.269997,66.870003,70.199997,1124100,70.199997
"2022-06-03",69.120003,69.480003,67.900002,68.629997,746900,68.629997
"2022-06-06",69.379997,69.730003,68.150002,68.349998,828700,68.349998
"2022-06-07",67.629997,68.919998,67.050003,68.769997,535000,68.769997
"2022-06-08",68.470001,68.629997,66.980003,67.150002,629600,67.150002
"2022-06-09",66.650002,66.970001,65.019997,65.040001,1131800,65.040001
"2022-06-10",63.91,63.91,62.34,62.52,1548300,62.52
"2022-06-13",60.869999,61.459999,59.029999,59.360001,1214900,59.360001
"2022-06-14",59.860001,60.290001,58.669998,59.16,907800,59.16
"2022-06-15",59.759998,60.709999,58.52,59.790001,1780100,59.790001
"2022-06-16",58.560001,58.560001,55.650002,56.049999,1536900,56.049999
"2022-06-17",56.259998,57.75,55.849998,57.490002,1991500,57.490002
"2022-06-21",58.490002,59.200001,58.419998,58.84,1143100,58.84
"2022-06-22",58.259998,59.150002,57.5,58.509998,1348900,58.509998
"2022-06-23",58.91,59.669998,58.16,59.43,1444400,59.43
"2022-06-24",60.23,61.16,59.919998,61.009998,1558600,61.009998
"2022-06-27",60.970001,61.32,59.98,60.169998,1098200,60.169998
"2022-06-28",60.360001,60.919998,58.810001,59.060001,1243400,59.060001
"2022-06-29",59.130001,59.209999,57.799999,59.099998,938400,59.099998
