"","NOW.Open","NOW.High","NOW.Low","NOW.Close","NOW.Volume","NOW.Adjusted"
"2022-01-28",528.690002,563.5,507.799988,561.080017,3807800,561.080017
"2022-01-31",567.27002,588.400024,564.960022,585.780029,2654100,585.780029
"2022-02-01",584.900024,590.710022,576.960022,586.539978,1841700,586.539978
"2022-02-02",594.849976,594.849976,573.080017,581.150024,1313200,581.150024
"2022-02-03",568.210022,582.039978,559.299988,560.849976,1355800,560.849976
"2022-02-04",559.98999,587.369995,554.780029,577.52002,1250400,577.52002
"2022-02-07",577.98999,588.440002,570.469971,573.200012,988500,573.200012
"2022-02-08",564.200012,592,563.969971,591.27002,1396400,591.27002
"2022-02-09",598.849976,614.330017,598,613.969971,1665400,613.969971
"2022-02-10",600.469971,621.409973,599.960022,610.460022,1981300,610.460022
"2022-02-11",603.450012,610,577.619995,583.719971,2140000,583.719971
"2022-02-14",578.869995,589.330017,574.179993,579.580017,1240000,579.580017
"2022-02-15",587.809998,593.880005,581.219971,591.659973,987000,591.659973
"2022-02-16",585.840027,593.030029,576.47998,590.890015,1100400,590.890015
"2022-02-17",584.080017,587.159973,564.590027,565.75,1069300,565.75
"2022-02-18",565.960022,569,551.52002,556.01001,1276700,556.01001
"2022-02-22",544.070007,561.950012,539.400024,550.150024,1162000,550.150024
"2022-02-23",550.150024,553.419983,522.659973,524.700012,1863900,524.700012
"2022-02-24",508.25,575.969971,502.459991,573.950012,2367600,573.950012
"2022-02-25",568.960022,580.299988,564.049988,580.22998,1053900,580.22998
"2022-02-28",578.200012,585.539978,570.919983,579.919983,1496100,579.919983
"2022-03-01",583.820007,599.580017,566.789978,571.070007,1588500,571.070007
"2022-03-02",578.320007,590.76001,560.02002,587.059998,1090100,587.059998
"2022-03-03",592.02002,593.330017,556.700012,562.309998,1468600,562.309998
"2022-03-04",555.48999,569.099976,542.409973,547.070007,1381400,547.070007
"2022-03-07",553.369995,563.099976,518.679993,519.619995,2145600,519.619995
"2022-03-08",510,535.900024,504.459991,518.200012,1479500,518.200012
"2022-03-09",536.460022,565.780029,533.109985,559.580017,1647700,559.580017
"2022-03-10",548.580017,551.919983,530.919983,533.590027,1764300,533.590027
"2022-03-11",542.640015,544.549988,511.359985,512.150024,1228900,512.150024
"2022-03-14",514.960022,526.320007,492.049988,495.100006,1637600,495.100006
"2022-03-15",500.179993,517.599976,491.309998,514.219971,1331600,514.219971
"2022-03-16",528.51001,548.76001,517.390015,547.400024,1825400,547.400024
"2022-03-17",540.380005,567.969971,540.380005,566.679993,1284800,566.679993
"2022-03-18",577.599976,583.859985,566.75,579.880005,2308500,579.880005
"2022-03-21",575,580.609985,555.369995,569.799988,1416300,569.799988
"2022-03-22",570.710022,597.73999,570.099976,588.659973,1351000,588.659973
"2022-03-23",573.640015,579.830017,562.469971,567.960022,1112900,567.960022
"2022-03-24",570,582.72998,562.309998,581.090027,985500,581.090027
"2022-03-25",581.039978,583.609985,556.799988,561.869995,1357100,561.869995
"2022-03-28",567.330017,583.880005,561.97998,582.76001,1306300,582.76001
"2022-03-29",590.219971,601.619995,577.640015,597.75,1317900,597.75
"2022-03-30",590.119995,591.049988,570.719971,573.98999,1514800,573.98999
"2022-03-31",573.98999,576.98999,556.390015,556.890015,2039400,556.890015
"2022-04-01",556.099976,561.52002,544.030029,548.690002,1931800,548.690002
"2022-04-04",548,575.809998,546.52002,574.820007,1532700,574.820007
"2022-04-05",570,571.47998,550.789978,553.219971,1155700,553.219971
"2022-04-06",542.820007,542.820007,519.679993,527.950012,1624900,527.950012
"2022-04-07",525.630005,541.900024,519.940002,529.780029,1155500,529.780029
"2022-04-08",525,529.380005,514.219971,515.599976,1241000,515.599976
"2022-04-11",507.869995,519.77002,499.570007,511.420013,1422800,511.420013
"2022-04-12",522.590027,534.130005,508.950012,510.209991,1724400,510.209991
"2022-04-13",514.070007,529.619995,510.809998,526.070007,1389300,526.070007
"2022-04-14",524.900024,525.909973,506.720001,507.329987,1208800,507.329987
"2022-04-18",506.670013,506.670013,493.399994,497.529999,1309900,497.529999
"2022-04-19",498.779999,520.719971,492.070007,514.400024,1509500,514.400024
"2022-04-20",520.359985,522.099976,502.980011,505.220001,1189400,505.220001
"2022-04-21",511.549988,521.690002,488.839996,491.670013,1414300,491.670013
"2022-04-22",493.450012,497.730011,469.100006,471.399994,1761000,471.399994
"2022-04-25",464.75,477.380005,464.26001,472.269989,1815100,472.269989
"2022-04-26",471.920013,472.160004,453.920013,456,1894200,456
"2022-04-27",462.73999,474.410004,459.429993,466.290009,2680100,466.290009
"2022-04-28",508,514,484.76001,504.019989,3763400,504.019989
"2022-04-29",489.179993,508.98999,477.079987,478.100006,1455200,478.100006
"2022-05-02",474.690002,485.309998,469.019989,484.5,1411000,484.5
"2022-05-03",481.980011,488.390015,469.619995,481.859985,1304900,481.859985
"2022-05-04",485.23999,501.109985,460.089996,499.459991,1849500,499.459991
"2022-05-05",494.890015,495.480011,461.980011,469.329987,1917900,469.329987
"2022-05-06",462.559998,468.470001,438.119995,456.73999,1965300,456.73999
"2022-05-09",443,450.309998,422.609985,425.869995,2847900,425.869995
"2022-05-10",441,444.410004,416.559998,432.320007,1895500,432.320007
"2022-05-11",426.170013,447.980011,418.709991,420.359985,1894700,420.359985
"2022-05-12",418.589996,443.109985,406.470001,432.940002,2701900,432.940002
"2022-05-13",437.73999,459.690002,436.339996,452.649994,2093500,452.649994
"2022-05-16",446.25,451.790009,430.779999,432.929993,1662800,432.929993
"2022-05-17",445.920013,451.480011,417.059998,432.850006,2137600,432.850006
"2022-05-18",428.5,434.619995,408.220001,412.25,1778700,412.25
"2022-05-19",414.480011,435.720001,410.320007,426.76001,2044700,426.76001
"2022-05-20",437.670013,446.679993,419.869995,433.029999,1725300,433.029999
"2022-05-23",430.920013,438.929993,424.309998,430.119995,1952700,430.119995
"2022-05-24",426.5,430.109985,411.040009,419.649994,1732500,419.649994
"2022-05-25",423.450012,457.600006,421.869995,452.290009,3258400,452.290009
"2022-05-26",450.140015,460.75,444,454.869995,1789900,454.869995
"2022-05-27",463.190002,479.970001,462.890015,476.290009,1950200,476.290009
"2022-05-31",472.049988,476.380005,462.649994,467.470001,2411800,467.470001
"2022-06-01",491.040009,496.980011,470.730011,475.130005,1669900,475.130005
"2022-06-02",469.660004,510.730011,469.660004,504.799988,2004700,504.799988
"2022-06-03",495.839996,505.660004,484.700012,492.480011,1128900,492.480011
"2022-06-06",497.019989,501.01001,487.399994,492.540009,944300,492.540009
"2022-06-07",487.700012,510.450012,485.200012,506.429993,1297000,506.429993
"2022-06-08",501.920013,509.359985,500.529999,505.420013,1115400,505.420013
"2022-06-09",500.630005,507.779999,491.940002,492.220001,953200,492.220001
"2022-06-10",482.730011,487.899994,468.799988,473.149994,1243600,473.149994
"2022-06-13",450,458.850006,439,440.369995,1493300,440.369995
"2022-06-14",441.899994,451.519989,437.869995,444.75,1078800,444.75
"2022-06-15",449.519989,475.459991,449.070007,465.950012,1950800,465.950012
"2022-06-16",447.690002,455.619995,424.170013,428.079987,3030900,428.079987
"2022-06-17",430.130005,451.049988,429.029999,443.790009,2362000,443.790009
"2022-06-21",449.859985,461.540009,449.850006,455.269989,1136200,455.269989
"2022-06-22",450.209991,466.100006,448.329987,458.649994,983800,458.649994
"2022-06-23",466.290009,486.75,466.290009,485.529999,1439400,485.529999
"2022-06-24",495.160004,506.380005,493.98999,504.089996,1700200,504.089996
"2022-06-27",506.369995,509.700012,489.230011,496.700012,1127200,496.700012
"2022-06-28",496.700012,500.26001,471.019989,473.440002,1254400,473.440002
"2022-06-29",473.609985,483.459991,467.5,477.790009,978500,477.790009
